Post Title,Link,Date,Content
Samsung One UI 5 進入 beta，Galaxy S22 嚐鮮 Android 13 新系統,https://chinese.engadget.com//samsung-previews-one-ui-5-beta-on-galaxy-s-22-smartphones-083031022.html,2022-08-08,['據官方的介紹所看，One UI 5 的升級主要在更高自訂化的主題，最多 16 種主題色調、5 種牆紙色調的配合，另外也有推疊式小工具，說是可以節省桌面空間。另外就有可以為個別 app 選用不同的顯示語言，不同的提示音和震動。設定裡也會新增安全儀錶板來讓使用者檢查各個 app 的個資設定。']
"Galaxy S22 Bora 紫預購好禮公開，HK$300 折扣 + HK$2,266 額外禮遇",https://chinese.engadget.com//samsung-s22-bora-preorder-130039470.html,2022-08-02,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', 'Samsung 香港為全新 Bora 紫色的 Galaxy S22 手機帶來預購禮，由現在直至 8 月 9 日為止，大家到香港 Samsung 網上商店預購 256GB／8GB RAM 版本的 Bora 紫配色 Galaxy S22，除了可獲 HK$300 即時折扣，由原價 HK$6,298 減至 HK$5,998 之外，還會贈送價值 HK$468 的無線閃充充電板 P2400，以及讓你在官網添置其他配件的 HK$500 Galaxy Credit。', '除此之外，更會附送眾多訂閱服務的試用期讓你用盡手機功能，包括 6 個月 Microsoft OneDrive 100GB 雲端儲存服務、4 個月 YouTube Premium、3個月 Spotify Premium 還有 2 個月 Adobe Lightroom 試用優惠！', 'Samsung Galaxy S22 配備高通 Snapdragon 8 Gen 1 處理器，配合 50MP 廣角主鏡、12MP 超廣角鏡和 10MP 望遠鏡的三主鏡組合，為 S22 帶來極高畫素的拍攝效果。', '螢幕方面 S22 則採用了 6.1 吋的 AMOLED 面板，擁有 120Hz 高自適應刷新率，更應用了名為 Vision booster 的技術，讓螢幕畫面可以動態調整色調，以改善陽光直射下屏幕的視覺效果，特別在強光之下更能保留顏色的鮮豔度。']"
Samsung 將為 Galaxy S22 加推「波拉紫」配色,https://chinese.engadget.com//samsung-galaxy-s22-bora-purple-153750697.html,2022-07-26,['而選在 8 月 10 日推出，自然也是為了要配合新機發表（應該就是 Galaxy Z Flip 4 和 Z Fold 4 了），Samsung 已經明確表示「波拉紫」會出現在「今年晚些時候登場的超讚 Galaxy 新機」上。']
Samsung 會把部分 Galaxy S22 功能開放給舊款手機,https://chinese.engadget.com//samsung-one-ui-4-1-galaxy-s21-s20-z-fold-flip-3-070034489.html,2022-03-16,['官方目前尚未公佈具體的更新時程安排，各位用戶可能還要再多給點耐心囉。']
Samsung 為 Galaxy S22 加回效能限制功能的開關,https://chinese.engadget.com//samsung-galaxy-s-22-performance-throttling-update-available-050059845.html,2022-03-11,"['目前 Samsung 未有透露在其他地方推出同類更新的安排，也未知同受如此效限的舊款 Galaxy 裝置會否也會有同一更新。不過既然是面臨多方壓力之下的措拖，相信大家也不需要多等太久。', '這個會限制手機效能的 GOS 服務，最為人垢病的部分並不光是 Samsung 自顧自的為使用者下這個決定，更重要的是連不是遊戲的其他 app 也會被限制到，是對使用者的日常使用都帶來影響。']"
Samsung 將在近期的更新中為手機加回手動效能控制,https://chinese.engadget.com//samsung-performance-throttling-update-100020244.html,2022-03-05,"['不過，Samsung 依然是否認為 GOS 有在各種不同的類別中，限制「上萬個」不同的 app，而是堅持 GOS 只會對遊戲進行限速。Samsung 的用戶稱 Netflix 和 TikTok 皆受 GOS 的限速影響，而 3DMark 和 GeekBench 等跑分軟體則是不受影響，使得手機的真實表現遜於預期。目前 GOS 已知存在於 Galaxy S22 系列、Galaxy S21 系列與 S20 FE，但詳細的型號列表尚不明朗。', '一般來說，廠商會對系統進行限速，通常是為了散熱或是電量的考慮，這其實是無可厚非的。然而如果有針對各別的 app（主要是跑分軟體）開後門不進行限速的話，那就難免有誤導人的嫌疑了。對消費者來說，其實為了效能不見得就不能犧牲一點電力，相對於替消費者做選擇，手機商還是應該將開啟和關閉限速的影響明確標示出來，並且供消費者自行選擇，才是比較好的做法吧。']"
Samsung Galaxy S22 系列香港預購、早鳥禮資訊在這邊,https://chinese.engadget.com//samsung-galaxy-s22-series-hk-pre-order-072113117.html,2022-02-18,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', 'Galaxy S22 Ultra 備有 256GB、512GB、1TB 三個版本，定價 HK$9,698、HK$10,798、HK$12,398，僅有 256 / 512GB 會有紅、綠、黑，以及 Samsung 獨賣的白色。1TB 版本更是 Samsung 網店獨家發售，僅有黑色配色。', 'Galaxy S22 會有 128 / 256GB 兩個版本，前者只有黑色，定價 HK$5,898；後者備有黑、白、粉金三色，定價 HK$6,298。稍大台的 Galaxy S22+ 就僅有 256GB 版本，定價 HK$7,998，有黑、白、綠三色。', '早鳥優惠方面，三款手機都是一樣的，在 2 月 18 日至 3 月 3 日的優惠期間，都會獲贈 Galaxy Buds Pro 耳機、矽膠薄型背蓋（附指環帶）和幸運盒指環帶，另外會有 4 個月 YouTube Premium 體驗、3 個月 Spotify Premium 體驗、6 個月 Microsoft OneDrive 100GB 雲端儲存服務，以及 Adobe Creative Apps 2 個月試用優惠。', '有需要的話，大家可以選擇多付 HK$998 加購 Samsung Care+ 2 年全面貼心保障，另外加購 Galaxy Watch4 系列智能手錶時會有 HK$800 折扣、加購 Galaxy Buds2 無線降噪耳機則有 HK$500 折扣。']"
"Samsung Galaxy S22 系列在台發表，Ultra 定價 NT$38,900 起",https://chinese.engadget.com//samsung-galaxy-s22-tab-s8-series-tw-085012012.html,2022-02-14,"['S22 Ultra 共推出「極光綠」、「夜暮紅」、「皎月白」和「星際黑」四色，並分為 12GB RAM + 256GB 儲存空間和 12GB + 512GB 兩版本，前者定價 NT$38,900，後者則是定價 NT$41,900。S22+ 及 S22 則都是推出「極光綠」、「雪霧粉」、「皎月白」和「星際黑」四色（也就是深紅換成了粉紅），並且各自推出了 8GB RAM + 256GB 儲存空間和 8GB + 128GB 兩版本。S22+ 的 256GB 版本定價 NT$31,900，而 128GB 版本則是定價 NT$29,900；S22 的 256GB 版本則是 NT$26,900，128GB 版本更是只要 NT$24,900 便能入手了。', 'Galaxy S22 全系列將於 3 月 4 日在各大通路開售，2 月 15 日至 28 日間開放預購。在任意通路預購的消費者，可獲得 Galaxy Buds Pro 真無線耳機、矽膠背蓋及聯名指環帶驚喜包的預購禮，而在三星智慧館／商城預購的話還有配件購物金及優先取貨的額外好處。非預購的消費者自 3 月 4 日至 4 月 30 日間，於全通路購買 Galaxy S22 商品的話，上網登錄即送 9W 無線閃充充電板及 Galaxy SmartTag 藍牙防丟器，另外 S22 Ultra / S22+ 會再送一個 45W 快充旅充，而 S22 則是 25W 快充旅充。']"
Samsung Galaxy S22 手機和 Tab S8 平板都支援透過 Google Duo 分享畫面,https://chinese.engadget.com//google-duo-live-sharing-on-samsung-galaxy-s22-tab-s8-series-155910241.html,2022-02-09,['除了 Duo 的新特性外，Samsung 新機的使用者接下來還能率先在訊息 app 裡看到 YouTube 預覽（未來會開放給除 Android Go 機種外的所有 Android 裝置）。當你決定看完整影片時，直接在聊天介面就可以播放。Voice Access 功能也會融合到 Galaxy S22 和 Tab S8 的系統裡，使用者無需額外下載 app，就能靠語音而非手勢來實現點按、捲動、導航等操作了。']
Samsung Galaxy S22 系列動手玩：Note 的舊酒新瓶,https://chinese.engadget.com//samsung-galaxy-s22-series-hands-on-150101156.html,2022-02-09,"['Samsung 在 2022 年的首場 Unpacked 活動上，發表了大家都有點意外，但又在預期之內的 Galaxy S22 系列。一門三機，名字還是熟悉的 S22 Ultra、S22+、S22，不過樣子卻有兩個截然不同的風格呢。S22+ 和 S22 是老樣子的圓角、平面螢幕設計，但 S22 Ultra 卻用上方角、曲面螢幕，分明就是 Galaxy Note 20 的舊酒新瓶。無論如何，這結果大概都能滿足市場上一眾 Note 手機的要求。', '在搶先體驗的活動上，小編試用 Galaxy S22 Ultra 的時候，是有種強烈的 Galaxy Note 20 既視感。不光是內藏 S Pen 的設計，還有就是 Air Action、Samsung Note 等功能都完整移植過來，老粉絲可以安心升級了。軟體上沒大變動是為了打安全牌，所以主要的升級還是在硬體部分。S22 Ultra 的 S Pen 在筆觸速度上會較前代更快，除了是因為新的電路設計，還有引入了 AI 預測的能力，在短至 2.8ms 就可以反應出來，所以新的 S Pen 會有更擬真實紙筆的書寫感覺。', '因為 AI 運算力的提升，特別讓拍攝功能可以直接受惠。Samsung 這回以夜拍能力為 Galaxy S22 系列為主要賣點，更在體驗活動中設置了一個黑箱，不是作業，而是用來模擬測試 S22 系列在夜拍的效果。就在一個單眼相機也不能輕易拍出正常照片的暗黑中，S22 Ultra 在數秒的長曝光之後居然能交出有如有光源般的清晰相片。最重要的還是雜訊不多，顏色也正確，效果叫小編驚訝。善於市場營銷的 Samsung 還創了一個新字「Nightography / 黑夜亮攝」來形容這能力。', '除了證明了 AI 在夜拍中的加持效果，其實 S22 系列的主相機在硬體上也有升級來支援。S22 Ultra 的 108MP 廣角相機，在畫素合成後可以用 2.4 微米的特大畫素來拍攝；S22、S22+ 的 50MP 主相機也能合成為 2.0 微米之大的畫搙進行夜拍，大大增加進光量。結合大畫素和高畫素這兩個特性，Samsung 同時還提升了 S22 系列在極高畫素拍攝的效果。', 'Galaxy S22 Ultra 是四攝組合，在 108MP 廣角相機之外，還有 12MP 超廣角、兩顆分別 3 倍和 10 倍的 10MP 遠攝，中置打孔螢幕上的更是 40MP 前置自拍相機；Galaxy S22+ 和 S22 就是三攝組合，由 50MP 廣角、12MP 超廣角、3 倍變焦的 10MP 遠攝相機，再配以前置的 10MP 自拍相機。', 'Samsung 在 Galaxy S22 系列的螢幕上面也花了心思，他們應用了名為 Vision booster 的技術，讓螢幕畫面可以有分區微調的能力，帶來更仔細的顯示表現，特別在強光之下更能保留顏色的鮮豔度。同時 120Hz 自適應刷新率的最低刷新率也再往下探，S22 Ultra 的螢幕在靜止時可以低至 1Hz 的刷新率顯示；S22 和 S22+ 就是 48Hz，可以最大程度的節省電力。而 S22 Ultra 的螢幕亮度峰值也到 1,750 尼特，在高對比度、陽光直射等的情況下，使用者都能輕鬆享受畫面內容。', 'Galaxy S22 系列全線的機身都會用到 Armour Aluminium 材質，而且前後都用上康寧大猩猩 Victus+ 玻璃覆蓋，是照顧到手感和強固度，當然不能少的是 IP68 防水防塵等級了。再來的是續航力，S22 Ultra 搭載 5,000mAh 電池、S22+ 就是 4,500mAh 電池，兩款機型都會支援 45W 的更高功率快充，那當然充電器也要另購了。S22 就是僅支援 25W 充電的 3,700mAh 電池，原有的隨附充電器也可以續用。', '連接性的部分，5G 自然是有的，但 S22 Ultra 和 S22+ 會再有 UWB 和 Wi-Fi 6E，前者就是可以配合具超寬頻的 Galaxy Tag+ 來實現精細定位；後者就是利用 6GHz 頻譜的新世代 Wi-Fi 規格，更快、更穩定，如果大家的路由器剛好有支援的話也能試試看。', '15/2 更新：Samsung Galaxy S22 / S22+ 刷新率規格為 48Hz~120Hz']"
