Post Title,Link
[心得] Xperia 5 III旅遊拍照心得(負評),https://www.ptt.cc/bbs/MobileComm/M.1659412827.A.5A7.html
[討論] Sony Xperia 5 III更新暨1 IV發表心得,https://www.ptt.cc/bbs/MobileComm/M.1652266748.A.B9F.html
[情報] Sony Xperia 5 iii更新,https://www.ptt.cc/bbs/MobileComm/M.1649256302.A.5E4.html
[購機] Sony Xperia 5 III、5II、1...等,https://www.ptt.cc/bbs/MobileComm/M.1646826934.A.8C0.html
[問題] Xperia 5 iii gmail通知設定,https://www.ptt.cc/bbs/MobileComm/M.1645972105.A.6B3.html
[問題] Sony Xperia 5 III需要鏡頭保護貼嗎？,https://www.ptt.cc/bbs/MobileComm/M.1643537342.A.457.html
[問題] Xperia 5 III 使用畫面凍結當機問題,https://www.ptt.cc/bbs/MobileComm/M.1643507548.A.2D3.html
[心得] Sony Xperia 5 III 使用三天心得及開箱,https://www.ptt.cc/bbs/MobileComm/M.1641472131.A.941.html
[討論] XPERIA 5 II & XPERIA 5 III 價格,https://www.ptt.cc/bbs/MobileComm/M.1641076099.A.91C.html
[問題] Xperia 5 III 播放Netflix 解析度問題,https://www.ptt.cc/bbs/MobileComm/M.1640353171.A.4E1.html
[問題] Xperia 5 iii 分享網路發熱強制關閉無,https://www.ptt.cc/bbs/MobileComm/M.1636355653.A.11B.html
[購機] Pixel 6 vs Xperia 5 iii,https://www.ptt.cc/bbs/MobileComm/M.1636043108.A.D14.html
[問題] Sony Xperia 5 III 通知欄圖示,https://www.ptt.cc/bbs/MobileComm/M.1634957954.A.312.html
[心得] Sony Xperia 5 III簡單拍拍開箱,https://www.ptt.cc/bbs/MobileComm/M.1633356358.A.64B.html
[問題] Xperia 5 III 是UFS多少的版本,https://www.ptt.cc/bbs/MobileComm/M.1633353260.A.D95.html
[討論] Xperia 5 III 介紹影片,https://www.ptt.cc/bbs/MobileComm/M.1631094775.A.AAF.html
[新聞] Sony小旗艦Xperia 5 III免3萬 9月10日台,https://www.ptt.cc/bbs/MobileComm/M.1630996399.A.8D8.html
[新聞] Sony 預告：Xperia 5 III 將於 9/7 正式,https://www.ptt.cc/bbs/MobileComm/M.1630045603.A.CBF.html
[情報] Sony Xperia 5 III 續航成績 (GSMArena),https://www.ptt.cc/bbs/MobileComm/M.1628039599.A.C91.html
[情報] XPERIA 5 III 9月發貨(歐洲),https://www.ptt.cc/bbs/MobileComm/M.1625386917.A.625.html
