Post Title,Link,Content,Date
Re: [情報] OnePlus Nord 2T 首發 天璣1300,https://www.ptt.cc/bbs/MobileComm/M.1652602645.A.36B.html,"Content：   印度 這幾天開箱了 但是沒跟啥手機對比，所以只看 深圳開箱評測就好   Oneplus Nord 2T - AMOLED, 80W and much more   https://youtu.be/BUSQPaTMj0E   外觀就長這樣(Reno8 SE也會長這樣)，也因為..估計家族設計風格 都是這樣了   主攝 還是 綠廠愛用 IMX766，後面有測試一些 拍攝   還有另一台 一加 Ace競速版   小白測評   https://m.weibo.cn/detail/4769054663116788   注意小字   迄今唯一帶 LCD 屏的天璣 8100 平台手機   https://wx3.sinaimg.cn/large/78891eafgy1h27zgx886sj20og0wsdlf.jpg https://wx4.sinaimg.cn/large/78891eafgy1h27zgwilzej20v90v9446.jpg https://wx2.sinaimg.cn/large/78891eafgy1h27zgxqhfwj20v90v9aeq.jpg  ; Comment：型號CPH2399 不過GB5 查不到。醜",2022/05/15
[情報] OnePlus Nord 2T 首發 天璣1300,https://www.ptt.cc/bbs/MobileComm/M.1651812307.A.460.html,Content：  雖然國外前幾天就有外觀渲染圖 不過皮卡丘 來了一張海報圖  https://onsitego.com/blog/exclusive-oneplus-nord-2t-images-design-leaked/  智慧皮卡丘  https://m.weibo.cn/detail/4765913619894320  一加nord 一加nord2t，首發天璣1300，imx766+ois，4500mah+80w。這次是三段式了哦  https://wx3.sinaimg.cn/large/006qtQJZly1h1xxmbgjjhj31040m1jun.jpg  這個就不是套娃的真我，而是自己設計的，不然一加10R 被印度頻道噴不是三段式  根本就跟以前一加不同  XD 不過還是跟以往從不用發哥的一加，最終也是改變了   反正就是發哥 天璣1200 的APU進化把AI算法加強了套娃就繼續賣了 中低階能夠   大賺也不為過   參考台版OPPO Reno 7 Pro 天璣1200MAX   安兔兔9 CPU:169283  GPU:226883  總分:638940 ; Comment：對討論串裡有人提到改用5奈米+a78的s870比較感興趣。醜到靠腰。去抄隱形眼鏡盒設計幹嘛。一堆換殼u還不如用870。怎麼越做越有Sony棺材板的fu。好醜。7gen1三星製程還想怎樣 有貨交就不錯啦。鏡頭設計也太怪,2022/05/06
[情報] GSMArena 評測 OnePlus Nord 2 5G,https://www.ptt.cc/bbs/MobileComm/M.1627223065.A.288.html,Content：   OnePlus Nord 2 5G預計在印度、歐洲發布   影片版   OnePlus Nord 2 5G review   https://youtu.be/EInQEUVgSwwhttps://www.gsmarena.com/oneplus_nord_2_5g-review-2289.php   天璣1200   塑料框架+前大猩猩5 6.43英吋 1080P 90Hz 螢幕 支援HDR10+   螢幕一般440Nits 陽光下激發630nits   雙喇叭(上半是聽筒兼作) 高音較好 中低音普通   採用的一加 加回OPPO 融入CLORR OS的 OxygenOS 11.3系統    4500MAH電池 65W快充頭   電池壽命是 待機102小時3G通話 24:55小時 網頁瀏覽 16:02小時 影片播放 16:24小時   約 半小時充到98%   拍照(影片5:00 開始)   主攝  50MP IMX766 +OIS   超廣角 8MP (呃 這...)   黑白 2MP   前鏡頭 32MP   開啟HDR 有過度銳化感 關掉比較自然 但又變糊些 (一加會繼續調整吧)   主攝支援 夜景模式，超廣角也支援夜景模式   主攝 可4K/30FPS 支援EIS，超廣角只有1080P ; Comment：https//youtu.be/6WGq51LouMk。IMX766已經淪落成中低階手機的主鏡了嗎，望向我手。上一堆IMX363手機...。而且Oneplus9R還在用586是怎麼回事。9R被大師探索殺爆。買陸機 一加光是能刷舊贏一大票了 但老實說nord 我。認為根本是oppo 在歐美賣中階中高階的一個掛名而已。這隻用mtk也刷不了啥。Nord 就印度 歐洲 市場用名。BBK 這組 主鏡 大師探索是目前比較好的?,2021/07/25
[新聞] OnePlus Nord 2 5G 和 OnePlus Buds Pro,https://www.ptt.cc/bbs/MobileComm/M.1627014273.A.1E9.html,"Content：1.原文連結：連結過長者請使用短網址。https://chinese.engadget.com/oneplus-nord-2-5g-oneplus-buds-pro-165413443.html2.原文標題：標題須完整寫出(否則依板規刪除並水桶)。OnePlus Nord 2 5G 和 OnePlus Buds Pro 齊登場3.原文來源(媒體/作者)：例:蘋果日報/王大明(若無署名作者則不須)engadget中文版/Sanji Feng4.原文內容：請刊登完整全文(否則依板規刪除並水桶)。手機暫時只在印度和歐洲發售。OnePlus 為印度和歐洲市場準備的中階新機 Nord 2 5G，今天和真無線耳機新品 OnePlus Buds Pro 一起如約亮相。其中手機的造型如同此前曝光的一樣，基本就是借鑑了自家旗艦。配色有藍、灰、青三種，其中青色至少在初期是印度獨佔。機身的重量輕至 184g，厚度薄至 8.2mm。規格方面，OnePlus 之前已確認新機會搭載聯發科天璣 1200-AI 處理器，螢幕用了一片 6.43 吋的 FHD+AMOLED，更新率保持在 90Hz。裝置內建有支援 65W 有線充電的 4,500mAh 電池，同時還配有雙喇叭和 X 軸線性馬達。而在拍攝的部分，正面是一顆藏在螢幕左上開孔內的 32MP 自拍相機。後置三攝組合由 50MP 主攝、8MP 超廣角和 2MP 黑白相機構成，其中主攝端採用了OnePlus、Oppo 高階機都在用的 IMX766 感光器，並且也具備光學防手震機能。OnePlus Nord 2 5G 會提供 8GB RAM 加 128GB 儲存以及 12+256 兩檔配置，在歐盟的價格分別是 399 歐元和 499 歐元。至於 OnePlus Buds Pro，則使用了類似 AirPods Pro 的帶柄入耳式設計，會提供黑、白兩種顏色。裝置內建了 11mm 單元，支援藍牙 5.2、LHDC 和杜比全景聲，配合單側三麥克風可實現最高 40dB 的主動降噪效果。與此同時，這款耳機也具備透音模式，在需要時亦能搭配 app 為使用者提供 Zen Mode Air 白噪音。耳機本體有 IP55 防塵防水機能，充電盒的防水性則能達到 IPX4。開啟和關閉降噪狀態下，耳機自身的聽歌續航力分別為最多 5 和 7 小時，算上充電盒後會來到 28 和 38 小時。盒子能透過 USB-C 進行快速充電，插入 10 分鐘便能充入 10 小時聆聽所需電力，除此之外 Qi 無線充電也是支援的。OnePlusBuds Pro 會從 9 月 1 日起在美、加發售，價格是 150 美元。5.心得/評論：內容須超過繁體中文30字(不含標點符號)。OnePlus Nord 2 5G 8GB/128GB 399歐元 約新台幣13166元12GB/256GB 499歐元 約新台幣16466元OnePlus Buds Pro 150美元 約新台幣4205元歐洲的價格換算台幣當然還是要打點折扣，這邊都是用現在匯率換算規格面來看Nord 2應該是還算不錯，也用上聯發科技目前最強的天璣1200如果拍照品質也很好的話就是物有所值了; Comment：螢幕好小。耳機是不是跟oppo新出的那個差不多啊。聯發科應該就不用期待拍照.....。6.43吋有到很小嗎。現在6.5吋螢幕以下算小了啊 主流要6.7吋(6.67)。自拍還是沒對焦。超廣也是",2021/07/23
[新聞] OnePlus Nord N200 是品牌最便宜的 5G,https://www.ptt.cc/bbs/MobileComm/M.1623808589.A.D36.html,"Content：1.原文連結：連結過長者請使用短網址。https://engt.co/3cLJi3x2.原文標題：標題須完整寫出(否則依板規刪除並水桶)。OnePlus Nord N200 是品牌最便宜的 5G 手機3.原文來源(媒體/作者)：例:蘋果日報/王大明(若無署名作者則不須)engadget中文版/Sanji Feng4.原文內容：請刊登完整全文(否則依板規刪除並水桶)。售價 US$240，將從 6 月 25 日起在北美上市。之前已被官方曝光了不少資訊的 OnePlus Nord N200，今晚終於正式亮相。它擁有主流的外型設計，是 OnePlus 目前最便宜的 5G 產品。其售價最終落在US$240（約 HK$1,860 / NT$6,640），將會從 6 月 25 日起在北美上市。Nord N200 搭載了 Snapdragon 480 處理器，同時有 4GB RAM 和 64GB 內建儲存（支援 microSD 卡擴充）。其 LCD 螢幕為 6.49 吋，解析度升到了 FHD+，更新率 90Hz。與此同時裝置還配備了 5,000mAh 電池，並採用了基於 13MP 主相機的後置三攝系統。在這個價位上，OnePlus Nord N200 預期會跟 Moto 的一些平價機展開競爭。如果你在美國的話，可以透過 T-Mobile、Metro 或是 Amazon、Best Buy、B&H 等零售商進行購買。5.心得/評論：內容須超過繁體中文30字(不含標點符號)。台灣應該無緣看到的中低價機種，但是整體規格應該還算對得起價格啦只是就看看拍照表現是不是有辦法超乎這價位水準，才能對消費者有更強吸引力; Comment：不講究。韭菜買起來。4系列是永遠的電子xx。樓上，又不是每個人都要打電動。看一下是側邊指紋。480有比天璣700強？沒有的話就太貴了XD。處理器又不是只拿來打電動 cpu爛其他是能多好。就加減用吧。貴。矛盾的戰略,買便宜手機的人通常沒有預算辦5G。臺灣買得到5千多的realme x50, s765的比這隻強很多。。。國外也很少人在買空機，這種機子購機補貼之後應該。都是那種0元手機吧？",2021/06/16
[情報] OnePlus Nord 2消息,https://www.ptt.cc/bbs/MobileComm/M.1623583023.A.1ED.html,Content：來源：https://bit.ly/3vluNtV最近狂在Nord產品線出電子垃圾的一加終於有個比較能看的產品了。Nord的後繼款：Nord 2可能規格：天磯1200和最高12G Ram6.43” AMOLED+90Hz相機50MP+8MP+2MP(這次是黑白還是微距來湊數？)電池4500mAh主鏡5千萬畫素是IMX7667/6可能發表，目前流出價格為3萬盧比，約250歐元（更正）。看起來就是換Soc的Nord CE; Comment：香。never settle。這麼便宜。一代$400感覺滿香的 一加對台灣volte/5g支援都不錯。不講究。那圖應該會像 Reno5 Pro+變色藝術版一樣背板吧。https//i.imgur.com/aoY83pr.jpg。規格聽起來跟relame新機一樣 不愧是O家三兄弟。https//i.imgur.com/ElwZfxD.jpg。不講究XD。長這樣我一定買。http//i.imgur.com/ZVJFFkn.jpg。真的硬要塞一個200萬畫素的垃圾鏡頭欸。Realme哪個是S870。那。只做旗艦。早就變不講究很久啦,2021/06/13
[心得] OnePlus Nord 簡單開箱,https://www.ptt.cc/bbs/MobileComm/M.1599583996.A.8AB.html,Content：拿到這支盤子機一陣子了 簡單開個箱 香港機盒裝內容https://i.imgur.com/iRqJ83H.jpg信仰貼紙 跟 歡迎信歐規充電頭 一樣是只有30W跟10W兩檔https://i.imgur.com/jOY75rD.jpg手機本體 瑪瑙灰，覺得比主打的藍色好看https://i.imgur.com/9Y0ybDP.jpg不專業拍照對比 順序 Nord > 7T > 3a全自動，系統判斷上不上HDR日拍https://i.imgur.com/HsQcuXl.jpghttps://i.imgur.com/UcnBzex.jpghttps://i.imgur.com/HDONOUn.jpg夜拍，Pixel建議開閃光，所以三台都有開閃光https://i.imgur.com/wrmV7f5.jpghttps://i.imgur.com/BWMexIC.jpghttps://i.imgur.com/neM3ftE.jpg夜景模式https://i.imgur.com/YEr48sF.jpghttps://i.imgur.com/E3m1F2I.jpghttps://i.imgur.com/NehAozv.jpg再來微距從我拿到手機，系統更新已經有兩次提到改善微距 所以特別對比一下這部分沒有Pixelhttps://i.imgur.com/0v3M3H4.jpghttps://i.imgur.com/iTLTQmh.jpghttps://i.imgur.com/DRKg7yx.jpghttps://i.imgur.com/PTns9vX.jpghttps://i.imgur.com/ZWgkxyg.jpghttps://i.imgur.com/bQaxdTn.jpg湊數還是湊數5G手機 當然要測一下5G 用01教學文就可以開啟5G了台星試用門號 直接在台星門市測速https://i.imgur.com/jtsPecK.png最後提一下 VoLTE&VoWIFI 有試過的台哥大/遠傳 都不支援 有選項可以開但沒用亞太 都支援感覺就是相反 不支援三大卻支援兩小為啥要買這支? 是買給長輩用的 喜歡自拍所以當初目標鎖定 自拍主打的機子 這支有 前置高畫素+廣角 綠廠爸爸的美顏90hz的OxygenOS 流暢又接近原生 相比原手機ZF4 也是大大升級了感謝閱讀; Comment：兄弟在什麼通路買的啊？。NFC-Sim可用嗎？。NFC SIM可以進app不代表能用吧 只是竟然有支援亞太。volte跟Vowifi了啊。一家加的充電線都是這麼鮮豔的嗎XD 我記得之前有深。藍的線。記的6就是紅色的充電線了。1+1記得也是紅色的。整個外觀就很像是代工廠的公模機…。7t亞太有支援volte  vowifi嗎。到手價多少啊。1+對台灣用戶最大的硬傷果然是不能用NFC-SIM....。香港是英規的插頭？。是。後面的英文竟然全是大寫。樓上 從一加8開始LOGO已經重新設計囉。原來如此,2020/09/09
[閒聊] OnePlus Nord GCam 拍照測試,https://www.ptt.cc/bbs/MobileComm/M.1597412777.A.028.html,Content：   很多人問Nick 一加Nord 能不能用 GCam 他就測試了一下..   影片最後有他的感想   OnePlus Nord GCam camera test   https://youtu.be/yLx4ItET_c8   (有字幕)   比對照片底下都有敘述哪種鏡頭，其實只有前後主鏡頭，他找的不支援超廣角 ; Comment：全世界的電子垃圾都要Gcam來救援。為了地球環保。。oneplus沒root不是都不支援主鏡以外的嗎。我1加7t沒root有裝gcam阿。沒錯哦 要root裝makisk才能使用。能裝、跟能有效運作還是有差別的。更別提還有真正人家花功夫調的適配參數檔,2020/08/14
[閒聊] OnePlus Nord vs LG Velvet 拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1596823151.A.63A.html,"Content：  Nick 比對了這兩家 難得都會出一台 S765(7系)的手機 看看喜歡哪一台的照片  OnePlus Nord Versus LG Velvet camera comparison  https://youtu.be/s9za9Ckw9cY  (有字幕)  拍攝時 底下文字有標註是用哪一個鏡頭，一加Nord 前鏡頭有超廣角+4K錄影優勢  互拍介紹 -> 白天 ->黃昏錄影 -> 室內 -> 夜晚(錄影)  LG Velvet 整體 暖色調; Comment：Velvet有OIS還是表現不錯的 之後就看跳水情況了XDD。Velvet 真的沒有OIS,優化穩定！主鏡頭感光元件是三星4。800萬的GM1。。更正 Samsung ISOCELL Bright 的GM2ﴮ. 不是GM1。推。官方新聞寫主鏡有OIS欸。https//i.imgur.com/X6AByLe.jpg。ePrice 網站不凖。。https//www.lg.com/tw/smart-phones/lg-lmg900emw。自拍廣角  G8X 最廣>Velvet > V60。。G8X 79度、VELVET 73度、V60 72.5度。那還真怪了 看到LG社團分享 跟沒OIS的三星A系列比成像好。很多 還有跟我有OIS的Note10lite比 也沒有差很多的感覺。還以為有給OIS。LG照片較陽光的感覺 另外一個自拍廣角佳。velvet已經16多了。請問樓上哪裡有這價格?問地標還要18k。OnePlus Nord好像比較好看",2020/08/08
[閒聊] OnePlus Nord vs Pixel 4 拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1596130830.A.A4B.html,Content：  Nick 的比對   OnePlus Nord versus Pixel 4 camera comparison reivew   https://youtu.be/eJe_AGeNcMY   自拍錄影 -> 白天主鏡+超廣+變焦 ->夜間   一加 Nord的優勢 就是前後都有超廣角可用，還能4K/60FPS   白天感覺都能一戰，到了夜間可以繼續優化; Comment：懶得看只知道這次nord真的出來砸自己腳的。相機附帶手機 vs 手機附帶相機。清庫存手機。心得不得不噓。這u影片是要推銷pixle4吧。*pixel,2020/07/31
