Post Title,Link,Content,Date
[心得] Lumia 950開箱 & vs Pixel 5,https://www.ptt.cc/bbs/MobileComm/M.1612717544.A.5F7.html,"Content：看到這標題請不要說""你還來的及""""趕快歐印台積和合一""之類的會拿到這隻純粹是過年期間親戚大掃除從抽屜發現這隻手機親戚說他壞了打不開才得到的後來看到電池疑似膨脹再加上是可替換的就從拍賣網站上買一塊回來自己換換上去後隨即就能開機了打從第一支手機就是安卓手機對WP手機是完全陌生的有點期待他的呈現方式以下有大量圖片請注意自身流量，謝謝盒子本體https://imgur.com/YkzGZI8拉開來後就能看到手機以現在眼光來看真是非常不環保盒子這麼大https://imgur.com/T2cJuHc手機正面螢幕看起來保存狀況很好沒啥刮痕https://imgur.com/fB3pSja手機背面超大單顆鏡頭還有3顆閃光燈對現在手機生態來說閃光燈有點多餘不過當手電筒倒是真的很亮https://imgur.com/OopWzuK拆開後蓋可替換電池，單SIM卡可外接記憶卡最多200G還有支援無線充電https://imgur.com/tFYdRgM還有以現在眼光來看是非常高級的耳機孔https://imgur.com/xQ2Cg85充電孔為USB3.0https://imgur.com/ZvKEiPb開機了，熟悉的Windows視窗https://imgur.com/XMe43qP驗明正身是Lumia 950在當時來說3G記憶體應該是滿大的https://imgur.com/O25UylJ主畫面呈現方式就是WP10桌機版的開始按鈕https://imgur.com/efE6NMq據說螢幕是2K螢幕但跟另一隻Pixel5相較來說我木眼實在看不出差異P5的顏色較飽和且不會閃爍https://imgur.com/hNgnXOX至此稍微把玩了這支手機將他更新到最新版餵狗了一下最後一版似乎是2020/1/14發布以他最早發售日為2015/11/27來看持續更新超過4年算非常有心了可惜WP最後還是收了市集裡面找不到什麼能用的APP可以裝沒有LINE、FB、GOOGLE全家桶能用唯一Youtube只能透過EDGE來看目前這隻大概只能當影音機畢竟他能接擴充卡，也有耳機孔較方便但續航力完全不及格可能是拍賣網站買來的電池是非原廠的吧最後來看看跟Pixel 5的拍照相比以前時常耳聞Lumia旗艦手機單論拍照功能尚可跟目前安卓旗艦手機相比擬所以就拍了幾組照片做對比其中日拍都是全自動無腦拍夜拍都上腳架P5夜視模式，950長曝光因為950夜拍用自動模式拍出來幾乎不能看躁點滿滿每組對照都是上圖為950，下圖為P5第一組圖是台中市區照片第二組圖為南投山上風景拍攝和拍星星以下圖多多請注意自身流量，謝謝第一組圖日拍1https://imgur.com/BhpbJ9vhttps://imgur.com/xIo4NPt日拍市政公園1https://imgur.com/Tp5NQVVhttps://imgur.com/tdWqzqy這組950的太陽光全都黃掉肉眼比較偏向P5拍的日拍市政公園2https://imgur.com/byYv1SAhttps://imgur.com/1MaTOzQ這組一樣950白平衡跑掉日拍市政公園3https://imgur.com/OG2Y3Kxhttps://imgur.com/dgUim5r夜拍台中公園1https://imgur.com/CmRtgM8https://imgur.com/19AJWXH雖然950的用長曝還是很多躁點但是肉眼看卻是比較偏向950夜拍台中公園2https://imgur.com/uRTJOSrhttps://imgur.com/4xbEk3E這組亦是如此950符合實際情況夜拍台中公園3https://imgur.com/5525u8bhttps://imgur.com/hzmNZwy夜拍台中公園4https://imgur.com/liVyB8ghttps://imgur.com/B9wRZOw夜拍台中公園5https://imgur.com/KeHFJwUhttps://imgur.com/7zDuQyd拍車軌https://imgur.com/IeHKhcWhttps://imgur.com/030p9YZ這幾組看下來不管日拍夜拍P5明顯都是好過950P5日拍接近肉眼所見950夜拍接近肉眼所見但P5的夜拍對於現在人來說還是比較討喜畢竟顏色鮮豔、亮度提高口味重一點才好吃再來是拍攝風景對照組1https://imgur.com/0koGkw7https://imgur.com/VOrjVPi950的陰影處沒辦法完全呈現顏色也稍微偏黃對照組2https://imgur.com/0r0WFsthttps://imgur.com/rLQHeas950樓梯真是泛黃但天空處950卻是略勝一籌較接近肉眼所看P5整個藍到不行當天霾害關係都是灰濛濛的對照組3https://imgur.com/v88bn3Bhttps://imgur.com/KSc4JlQ這邊也是950較接近肉眼所見對照組4https://imgur.com/MJJu6XOhttps://imgur.com/Qhl66wg這邊950步道白平衡還是不行跑掉了連天空都藍過頭對照組5https://imgur.com/xxvc1Lzhttps://imgur.com/AlUBTQX這篇950卻又略勝一籌接近肉眼所看對照組6https://imgur.com/qqbALfAhttps://imgur.com/Sr7FD9G兩台都用全景拍攝看看對照組7https://imgur.com/BBqxT1Nhttps://imgur.com/RCJ8BkN這組感覺950表現較好對照組8https://imgur.com/smfFODXhttps://imgur.com/oZeVKUi950白平衡又跑掉了對照組9https://imgur.com/5HDyUcMhttps://imgur.com/vwVLWAw肖像模式P5整個屌打因為950沒肖像模式對照組10https://imgur.com/wr00ANihttps://imgur.com/5arQwN8雖然950白平衡偏黃但卻是肉眼所見對照組11https://imgur.com/95meDwXhttps://imgur.com/JPlk81N對著太陽拍HDR還是P5略勝一籌對照組12https://imgur.com/uTSa0kAhttps://imgur.com/PG6ck7V雖然都有耀光但是P5的耀光也太大顆對照組13https://imgur.com/vaN2lythttps://imgur.com/EWmKrFG夕陽餘暉對照組拍星星950https://imgur.com/sOTjZxIP5主鏡頭天文模式https://imgur.com/ROOMWyRP5廣角鏡頭天文模式https://imgur.com/Z5dwPD0拍星星畢竟還是P5強項整個屌打950畢竟950長曝光最多只能4秒再怎麼曝躁點一樣滿滿拍不出幾顆星星最後對Lumia950的感想是覺得WP感覺稍為可惜雖然這隻處理器是808但是整體滑順度和APP切換過場表現感覺非常的好拍照也不會有任何卡頓且規格在當時來說給好給滿但老兵終究是老兵不管拍照細緻度光亮表現都已經追趕不上新的旗艦機種最後我還是默默的把它收回去盒子裡畢竟手上已經有P3工作機和P5主力機再帶一隻確實麻煩不過可能會找個時間將950刷機看看搜尋了一下已經有人將桌機版的W10刷進950下台一鞠躬謝謝觀賞; Comment：推。樓下推 你那邊還來得及。幹嘛放那麼多拍照樣張？也不會有人關心他的拍照吧。然後type-c應該算是USB 3.1。撇除細節，一些日拍泛黃的比較有氣氛。尤其你風景步道那張，950畫面有層次感。但是細節表現就真的是時代差距了。看到標題還以為翻到舊文XD。專業心得文！拍照對比的拍法很專業。wp推 很棒的比較。950在那個年代 真的是好機。我覺得選p的一個點是，要調成別的風格的空間會稍大。一點。醜。以前那幾台8xx 9xx都很容易有奇怪的色偏。微軟就拉不下臉 蘋果給谷歌錢就有全家餐App。送我都不用。看來這支在當時是頂尖的。type c不一定是usb 3.1...他只是接頭規格 傳輸協定。可以是usb 2也可以是3也可以是其他。Nokia NokiaNokia NokiaNokiaNokia。950白天的照片中間區域好像有一點點偏紅。推細心。微軟在行動裝置淪落到今天，鮑爾默是罪魁禍首...。直接砍了WP7又砍了WP8，當消費者白癡？Windows 8還。跑去配合行動裝置。Win10 M推出時，iPhone 6s跟S7e。dge早就聯手吃光高階市場了。推。ms中離是傳統 不是飽爾的錯。p5一直很偏冷。。950上市的時候WP已經墜機了只差撞到地面。真正強的時期是920上市到WP8.1更新那段時間。推。擺到現在來看拍照似乎也沒有輸太多，真是支好手機，。如果當時系統能再支援更多app下載，現在說不定還有。生存的空間。950超讚……。日拍成像蠻強的，就差白平衡而已。那個時代的絕代高手，嗯…順便幫我下法國 xD。推一個。HDR疊圖演算法不就近年手機最大進步，950設計思路。就是傳統相機的走法，只能說是時代的眼淚.。早期數毛還會常拿950樣張對比現在的手機，現在是都。不放了.。這隻還不是Lumia最強的。那兩年All in的是玉晶光跟國巨？。就跟LG G4一樣差了個很強的HDR算法和夜景吧。950在拍照的時候，有時候鏡頭會出現喀噠很大的聲音。，尤其是拍暗處更明顯，很像古早時期的照相機一樣，。不知道是什麼原因。不過950也是有HDR可以調整，但是很簡單暴力，HDR的。痕跡超明顯。lumia920超棒。印象中這支hdmi插着螢幕就是windows 桌面了，只是沒。有app，都是用瀏覽器當介面。看完覺得950好厲害，不知道跟Pixel一代比誰會勝出。S808欸...大火爐。真懷念 忽然有點想把1020翻出來玩...。用HDR拍完後，可點選調整光亮度。https//imgur.com/PAhowoo。https//imgur.com/SWax4Dt。預設照片都是最左邊。https//imgur.com/vaN2lyt。拉到中間是這樣。https//imgur.com/x82B0UB。拉到最右邊是這樣。https//imgur.com/pqF0oiF。很簡單暴力，也很粗糙。但是他並不是只有三段選擇而已，他可以慢慢滑，調整。到你最喜歡的平衡點。Pixel 拍車軌是遮鏡頭進天文模式嗎？。是說Pixel5拍天空跟夕陽要調一下亮度跟暗部。不然照片會這樣https//i.imgur.com/6UIjy9z.jpg。之前WP用起來滑順是因為很會砍app 只要切換app再回。去開又要重啟了。我有減光鏡強制進入天文模式，拍完第一張後就趕快按。停止就有車軌了。其實950看起來不差。嚕咪呀居然還有出?。lumia我用過920，相機真的不錯，然後比真的暖暖包。還溫暖。。推，也是舊lumia的使用者。用過620順暢度屌打當期同價位安卓，之後換830也是好。手機可惜大環境是殘酷的......。當年lumia的老問題就是白平衡綠光罩頂，不曉得為啥。如果有機會，其實更推950XL的，相比950。綠光問題，是演算法的問題。白平衡很後期有修正，修正後確實有改善偏綠的問題。動態照片，傳到win10系統桌機，只有照片檔但是依然。會動1~1.5秒，實在找不到可以替代的app。能拿到950都是意外了，XL就不去想了，玩玩就好啦。我有一支950XL 電池比較大顆 續航一樣很差 機身容易。發燙 目前的功能是放在廁所 大便時放音樂用。光手機app不能用就只能跟微單單眼對幹了，更何況H。DR完全是上古時代的思維，何況這已經是幾年前的事。了…。想到約10年前用的lumia 620 記得很多app不能用 哈。哈。懷念wp的用戶可以下載square home動態磚launcher回。味一下。920當時是夜拍神機 一堆黑科技 無線充電、連4G都有.。..。推推，Win 10沒在手機平台流行，是很可惜的事…。950臉部辨識有沒有口罩都沒差。玩了一下動態相片，一張照處理時間要花超過1分鐘而。且還有機率失敗，體驗很差，相對比p5的動態相片方便。很多。950的虹膜辨識對於現在來說蠻方便的，戴口罩也能用。，缺點是要拿蠻近的，而且有變色鏡片就不能用了。950xl 是用810 能順利使用的公司沒幾個。808也。其實950 950XL, 已經再用多張運算了。只是礙於CPU 拍的照片少。而且還要運算。通常950 950XL連續拍照10張就會卡蛋。950應該用 USB3。那時候微軟同時有出 Display Dock。lumia920開始一堆黑科技都是最近才開始紅，果然先。知總是寂寞的…。lumia哪有寂寞，當初wp7出來也是很多開發者捧場，。是ms自己在那邊趕人，還趕3次，弄成這樣是能怪誰。MS自己先要硬推CE的，如果當初不著急，等NT出來再推。就不會有那麼多斷層了，超級大敗筆就是 WP7 還是 CE。Lumia925友情推。推分享。現在還能看到Windows Phone， 給個讚！我只能緬懷。動畫磚的功能了。。推 好用心。p5拍照是用dsp，不是猛用CPU。後來pvc變冗。用過1520，唯一的不滿是app太少了。lumia650路過，微軟繼續燒win10m明明可以的，結果就。自己放棄了，超級可惜。5年前就推出水冷手機+瞳孔辨識，領先那麼多真的可惜。win10m燒不動啦，ms連大絕uwp都放了都沒用。這已經不是好不好用的問題，是ms在行動裝置已經信用。破產。要東山再起就讓手機=筆電...。也算是一代名機了（MS墜機前），現在變成我的鬧鐘專。用機（嘆~）。（下一隻鬧鐘預備機...pureview 9）。Lumia920，此生做過最後悔的購物決定沒有之一。不過爛的不是手機而是系統，WP真的是扶不起的阿斗。請問茶山景點是在嘉義嗎？。南投。950XL路過，時代的眼淚......。我有lumia忘了哪代，不能裝Line。從此對windows phone生氣。媽的我買一台不然裝LINE的手機要幹嘛",2021/02/08
[閒聊] 三星S20 Ultra vs Lumia 950XL 拍照,https://www.ptt.cc/bbs/MobileComm/M.1584633245.A.319.html,"Content：  趁著等等 Nokia 線上發佈會直播 (3月20日0時30分)  https://youtu.be/NvDyZLOyD1o  芬蘭的 Lumia粉這次比對了  Samsung Galaxy S20 Ultra 5G vs. Lumia 950XL  https://youtu.be/0si0Wc2iwJA  時間序  0:00:32 白天  0:03:23 弱光  0:06:15 白天 (2倍放大)  0:07:56 弱光  0:09:41 作者給分 ..（意外＠＠）  作者認為  (Main) camera comparison. Not great, not terrible. But definitely not worth  the money. There's cheaper and better camera phones available...; Comment：絕世劍，東芝感光gg，ms手機也gg。Noika 8.3 5G （背面4鏡頭 圓形造型）採用 s765。為什麼要為了nokia五個字把下巴加出來啊…。主鏡 超廣 景深 微距 這個實在很業界常規。歐元599 預計夏天推出。Nokia 5.3 也是背面圓形4鏡頭 前面水滴 採用s665。低階 Nokia 1.3 系統Android 10 Go  高通s215。日拍真的差不多。甚至在某幾張照到太陽的個人認為。950還比較好。當然低光源拍霓虹燈之類的。科技進步就表現出來了",2020/03/19
[閒聊] Galaxy S10 Lite vs Lumia 950XL 拍照,https://www.ptt.cc/bbs/MobileComm/M.1581432377.A.1D7.html,Content：   Lumia粉這次比較了這兩台 而且看敘述他從S7以後就對三星失望，不過這次驚喜   Camera comparison. I have been disappointed by the Samsung phones since   the Galaxy S7. This was a pleasant surprise.   Samsung Galaxy S10 Lite vs. Lumia 950XL   https://youtu.be/VzleXMc7n1Y   時間序   0:00:11 Specs      硬體 S10 Lite 主鏡imx586+OIS   0:00:39 Daylight   白天   0:03:02 Lowlight   弱光   0:05:25 2x zoom - daylight  2倍放大 白天   0:06:52 2x zoom - lowlight  2倍放大 弱光                                   S10 Lite的   0:08:19 Samples - ultra-wide    超廣角   0:09:07 Samples - macro         微距   0:09:34 Samples - full resolution (48mp) 最大像素   0:10:26 My conclusion 結論   Personally I liked the S10 Lite more than the Galaxy Note 10 Plus.   Autofocus isn't as good as in Samsung's flagships. The 2X zoom quality   should be better.   But the overall image quality is very good. Macro lens isn't useless like   in Xiaomi devices.; Comment：沒想到950XL還能屌虐當代的手機...。我真的覺得lumia不錯，可惜了,2020/02/11
[閒聊] 米Note 10 vs Lumia 950 XL 拍照,https://www.ptt.cc/bbs/MobileComm/M.1575400096.A.556.html,Content：  芬蘭的Nokia粉這次..(基本上他會用 808、1020、950XL vs 其他)  Xiaomi Mi Note 10 vs. Lumia 950 XL  https://youtu.be/nWxizwsevuE  應該是CC9 Pro 7P版本，(對岸有說 開發版更新後拍照變快，但畫質似乎有損)  都用預設值 CC9Pro 27MP，950XL 8MP  0:00:10 Specs  0:00:43 Daylight  0:04:06 Lowlight  0:07:28 2x zoom - daylight  0:09:11 2x zoom - lowlight  0:10:59 文字結論  The Mi Note 10 definitely has a top-notch camera.  Pictures look natural but sometimes colors are too washed out.  2X zoom performance isn't worth to brag about. ; Comment：兩支拍起來都不好看…。小米顏色偏清淡，比較令人意外的是好幾張的HDR效果。都是Lumia更好,2019/12/04
[閒聊] Lumia 950 XL 刷 Windows 10 ARM,https://www.ptt.cc/bbs/MobileComm/M.1548219540.A.D58.html,Content：  Demo Windows 10 ARM64 running on a Lumia 950 XL [WITH GPU]  https://youtu.be/-FzmpOr4HN8  還能跑 Fallout 1  Original Fallout on a phone - Lumia 950 XL with Windows 10 on ARM  https://youtu.be/pTPTVvKRqW8 ; Comment：喔喔！。這也太猛了吧喂喂，簡直笑翻了。可以跑安卓模擬器嗎。Rick rolled in 2019?!!!!!!。會不會裝幾個程式就炸了。第二支影片的 Lumia 950 XL 怎麼摔成這樣XD。這還在？,2019/01/23
[新聞] 微軟Lumia 950/XL原型機新奇手勢曝光：,https://www.ptt.cc/bbs/MobileComm/M.1541263893.A.AA2.html,Content：微軟Lumia 950/XL原型機新奇手勢曝光：握機不熄屏，自動觸發Cortanahttps://www.ithome.com/0/392/645.htm; Comment：有種重新定義的感覺。不重要 反正ms不玩了只剩鐵粉整天意淫surfacephone。微軟在遊戲機的熱情可以分一點給手機部門就好了。想找Surface Phone鐵粉 歡迎關注IT之家小編 玄隱。然後他就死掉了。這支不是都下去了 還提它做什麼?,2018/11/04
Re: [問題] 現在還值得買lumia 950嗎？,https://www.ptt.cc/bbs/MobileComm/M.1518875414.A.7CF.html,Content：我之前是拿Z3 想說一直用不壞沒辦法換機後來在12/31的時候摔到 觸控只剩下半部能用想說再捏一下就有新機可買所以就拿出塵封已久的Lumia 735出來用(win10)之前只是拿來當公務機打電話用但最近拿來當主力機用了一個半月左右相機跟硬體的部份都比不上950這部份就跳過不談軟體部份其實支援度真的hen慘PTT我只有找到MOPTT但是因為免費版不能回文所以我前幾天一直沒電腦回這篇XDD也少了一些像jptt之類熱門文章之類的功能line就只有基本的 通話 訊息 影片 貼圖 記事本 其他的都沒有FB跟IG也很難用 我直接用網頁版google maps也沒有 也只能用網頁市集也沒多少可用的APP 主流遊戲更不用想玩目前這陣子下來還算堪用 應該能撐到出845的手機但也就僅止於此而已我個人是不太推啦※ 引述《william1017 (大肚)》之銘言：: 大家好，新年快樂，是這樣的自己早期對windows phone一直很有興趣，無奈當時售價太高遲遲下不了手，現在準備下手時微軟又宣布要收掉手機業務，真的很感慨。: 平時主要就是社群軟體，line、FB、PTT、IG這些爬過文後看起來是沒甚麼大問題，本身也不玩遊戲，就是看上了這支的相機表現，以及無線充電等等。: 目前困擾的就是spotify已經停止支援了，而自己也算蠻常聽歌的，正考慮是否要雙機流，手上有支備用的小米2s，有注意到Spotify也可以用網頁播放器，不知道有沒有人使用過？希望版友能給個建議，是否真有那麼不堪連一般使用都有問題？謝謝各位。: ; Comment：IG有6tag  Google map有gmaps。FB就臉書的官方版，但微軟版的可以傳高解析圖片。PTT有moPTT舊版或KzBBS。主流遊戲可以玩麥塊(？)。Windows版的MoPTT不支援加密連線。可以拿來體會密碼在空氣中裸奔的感覺。樓上反正溫抖縫路上也沒人。沒有貼圖 呵呵。真假沒有貼圖？這麼慘XD。有貼圖啊 我是說沒其他的功能了,2018/02/17
[問題] 現在還值得買lumia 950嗎？,https://www.ptt.cc/bbs/MobileComm/M.1518761034.A.B89.html,"Content：大家好，新年快樂，是這樣的自己早期對windows phone一直很有興趣，無奈當時售價太高遲遲下不了手，現在準備下手時微軟又宣布要收掉手機業務，真的很感慨。平時主要就是社群軟體，line、FB、PTT、IG這些爬過文後看起來是沒甚麼大問題，本身也不玩遊戲，就是看上了這支的相機表現，以及無線充電等等。目前困擾的就是spotify已經停止支援了，而自己也算蠻常聽歌的，正考慮是否要雙機流，手上有支備用的小米2s，有注意到Spotify也可以用網頁播放器，不知道有沒有人使用過？希望版友能給個建議，是否真有那麼不堪連一般使用都有問題？謝謝各位。; Comment：買手機是買方便的 不是拿來折磨自己的。支援的app只會越來越少而已。你要買來收藏就買，買來用還是算了。更不要說win10m只剩技術支援了。收藏可以 家裡有800 920 1020 1520 930 現在放棄啦。我有830 系統跟屎一樣。== 推薦射在這隻上面 ==。問題是唯一會用的也不會再更新了。好吧謝謝各位，本來想買來玩一陣子再賣掉的QQ。照相功能不錯，當2號机還可以，主力就不建議了。收藏用的備用機可以 主力機不行。當主力機不行。用過WP 誠心不建議。我媽和我姊之前用1520 後來我都被罵 ....於是我買了。iPhone和nokia6。我自己的950XL是拿來當隨身相機用的 手機功能就當作。收發電話跟簡訊就好了 最少比功能機EX3310好打字。等Nokia新機，外觀還蠻像的考慮下？XD。入伍需求的話可以考慮。用過wp8，當時就覺得難用，你現在用會想摔機吧。messenger傳不出去 whocall無法使用。ios才難用吧 wp8好用多了。微粉：wp超好用的情義相挺，被放生&市佔連1%都不到。都不care。。值不值得要看價錢。我有930 現在不知道可以幹嘛。我有一支1520，也不知道它該做什麼啊！。我還在用950XL，如果只要所述功能，那麼算是""勉強""。夠用了，買一隻還是可以的，相機還是超強的。多普達p768有興趣嗎？(早期的win phone)。1520 使用者路過，真心不建議跳坑。如果常使用google map 不建議用微軟手機。相機超讚。WP真的不長進，真的難用，缺點都不改進，強烈建議。不要跳坑。相機也沒那麼神，對焦慢，白平衡不好，畢竟都是多久。前的手機了。其實會想入手一支紀念用",2018/02/16
[閒聊] 你沒看錯，Lumia 950可以用在Dex上,https://www.ptt.cc/bbs/MobileComm/M.1495545947.A.AA3.html,"Content：前情提要，大家應該都知道Continuum吧？http://i.imgur.com/0nrVxWr.jpg就是插上手機後可以成為一個小電腦的功能，Dex跟這個有異曲同工之妙。而現在有網友解除封印了Dex的潛能惹O_ohttp://i.imgur.com/wczTMl5.jpg正常的dexhttp://i.imgur.com/k3wU5HM.jpghttp://i.imgur.com/jMHARBw.jpgO_o!!!!http://i.imgur.com/e0W0sjw.jpghttp://i.imgur.com/F5aOjx0.jpghttp://i.imgur.com/iLq0ZHb.jpghttp://i.imgur.com/a20mvQk.jpg可以用滑鼠，也可以用word，也可以看預告片0.0PhoneArena猜測Dex只是一個能簡單擴充螢幕、滑鼠、usb的工具，也就是說他其實是一個Type-C的擴充槽。換句話說，Dex是一個很酷炫的Type-C轉接器，而950在識別和使用上沒有遇到問題。所以Dex的可用裝置至少多了一種，不過把s8插進去Continuum的擴充做沒反應@@這真的太酷惹，看來Lumia用戶又有一個可靠的擴充座可以買了XD; Comment：很貴的擴充xD。不懂為什麼不做usb-c直接轉螢幕 然後用藍芽鍵鼠。這樣實用性應該大增吧。三星S8可以支援USB直接轉出HDMI接螢幕。http//i.imgur.com/zH69OGf.jpg S8。http//i.imgur.com/PwtTRtN.jpg 10。不過透過這種外接不會變成全螢幕的型式。如果橫放會變成全螢幕嗎。http//i.imgur.com/Gfsk6GJ.jpg 橫放。不會變成像dex那種類似電腦的感覺。小妹還在加班？。這是正常的上班時間(茶)。尼是不是警衛？。我是打雜的 Q_Q。也要系統內有這樣的轉換設定吧 win10應該都是內建的。小妹那兩支就是普通的MHL吧。而且好像暴露泥的上班地方了。http//24h.pchome.com.tw/prod/DCAD5F-A9007PE7P。我上面是用這個實驗的。小妹偷偷工商!。都在補貨中了是工商什麼啦XD。XZP 4K可以用這招上4K電視嗎? 我知道投射方法已經GG。理論上Type-C輸出4K沒問題，但要看手機有沒有做。可以的話那XZP爽了~公司一台6X""的4K螢幕+這東西看片。關鍵還是手機端，沒試過我不敢跟你保證XD。XZP也還沒出~我也只是腦補而已XD可以的話當然爽翻天。樓上越描越黑。真好我也想要sony的影像處理 爽翻天。桌面4K不行 現有所謂輸出4K都是解影片才行。題外話 Android O正式添加多視窗功能 app能檢查並把。自己放到想要的螢幕。話說我一直不太明白Dex的使用機會，什麼情況下才會。遇到有插座有鍵盤有滑鼠有螢幕卻沒有主機的狀況。就是不打算多買一台主機的人啊。回家插上，出門拔走。不過講都很美好，實際應該會。氣到崩潰",2017/05/23
[新聞] 瘋狂促銷！美國買Lumia 950XL免費再送Lum,https://www.ptt.cc/bbs/MobileComm/M.1461660275.A.B89.html,"Content：http://www.eprice.com.tw/mobile/talk/5141/4981505/1/瘋狂促銷！美國買 Lumia 950XL 免費再送 Lumia 950Windows Phone 近年來很不好賣大家都知道，就連微軟於去年大動作發表的Lumia 950XL、Lumia 950 雙機也是相同的狀況。但沒想到為了讓消費者對Lumia 950、Lumia 950XL 雙機提起興趣，微軟竟然在美國市場使出會讓人傻眼的促銷大絕招，那就是只要購買 Lumia 950XL 就可免費再獲得一支 Lumia950！其實日前網路上就有傳聞指出，微軟為了減緩龐大的庫存壓力，可能會推出買 Lumia 950XL 就送 Lumia 950 的「買大送小」瘋狂大優惠。沒想到這項傳聞很快的化為真實，現在只要到美國的微軟線上商店去看，就會發現 Lumia950XL 的商品頁面上，清楚寫著只要購買  Lumia 950XL  (解鎖版本) 就可免費再獲得一支 Lumia 950 (解鎖版本)，然後這樣的促銷優惠將可讓你省下多達 549 美元 (約台幣 17,750 元) 的購機金額。雖然這項購機優惠僅限美國市場，然後促銷期限僅到 5 月 1 日，但還是可明顯看出 Lumia 950 雙機真的賣得很不好，然後微軟確實有著龐大的庫存壓力，才會推出如此瘋狂的買一送一購機優惠。雖然說這項優惠我們台灣消費者應該是吃不到 (話說台灣微軟日前才剛剛宣佈引進 Lumia 950.......)，但看到這個買  Lumia 950XL 免費再送 Lumia 950 的促銷優惠，會讓原本對Windows Phone 毫無興趣的你考慮入手來玩玩看嗎？心得：微軟也真的蠻屌的，這樣賣的感覺就像是買iPhone 6s Plus送iPhone 6s，買Galaxy S7 edge送Galaxy S7，雖然知道微軟的新手機賣得不好，但是能夠把兩台差不多價格的產品當成買一送一也是蠻猛的，畢竟這些旗艦機都還在銷售熱期之內。不過如果真的賣得很好，庫存清掉了，微軟會再考慮繼續生產更多的Lumia950/950XL來攬客提升市佔率嗎XD; Comment：買一坨垃圾送一坨垃圾。話說昨天就一篇送950...單純不想幫這個網站增流量~~。噓一樓 WP是有點鳥 還不到垃圾好嗎?。樓上悲憤中~~~~~。台灣人幫美國人買950。。R哥的開箱文呢？。說垃圾太言重，準垃圾...。能撐到現在還存活也很不容易啊。MS真的不知道那些磚塊醜呆了嗎。Lumia625來幫後輩護航啦XDDDDDD。除非一二名自爆(ex msn 或林鳳營)，不然鮮少有市。佔第三，與一二有懸殊差距的可以逆轉。動態磚就喜歡的人很喜歡 但大約佔1%而已。好慘.......一個要沒落的節奏.。送成這樣 不勝唏噓……。ms的app實在太少了，模擬器沙漠。@decorum 動態磚超美的啊 尤其是Win10m。動態磚那些都還好 但app量實在是...。一樓好笑，二樓崩潰了XDDDD。ms市集太鳥，手機在強APP爛的跟渣一樣也沒用。一樓XDDDDDDD。看到三樓推文還覺得蠻中肯的 直到我看到ID。跟林鳳營好像 買一送一。慘。靠杯XD 手機界的林鳳營 真的有點像。用過兩年MS系統,其實很順,但app少,為玩遊戲才跳安卓。頂新領引全球(?。其實真的不錯用 但app尤其是銀行類的幾乎沒有。當隻內建通話功能的相機倒是不錯。WP是可回收資源  不是可燃性垃圾。用林鳳營比太可憐了啦，母公司又沒有戕害人民的黑。心事件。用windows常中毒(?。只要1K多的lumia640爽用中。不買垃圾。樓上的 我正在用垃圾。我用垃圾來保護眼睛。因爲app少。。1%路過。喜歡動態磚。1%路過。不過想脫離了。仍很喜歡動態磚，但在台灣..。早幾年這樣做，現在就不會只有1%了......。連病毒都沒出WP版。微軟下一季的財報…。1% 路過 920撐三年了。大家應該是在桌電的使用體驗差,而不爽支持Windows吧。Lumia925三年半路過，順的跟新的一樣。噓台灣ip SE。的售價+沒貨。三樓悲憤XDDDD。能用垃圾配置跑出順暢體驗...不過優點<<<<缺點。wp不要說遊戲少，fb爛又沒官方ig更新，那買智慧型。手機要幹嘛。什麼app都缺，只剩打電話很順！？。龐大的庫存壓力? 等等那台灣怎麼想買XL還買不到(哭。925姍姍來遲。925 Rock!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!。Wp用起來很順。就是app殘廢",2016/04/26
