Title,Content,Comment,Date
[問機] 三星s7換HTC u12 Life ok嗎？,(一) 預算區間/已選擇之機種 (若為請版友選擇你考慮的機種，請填機種在這)5000上下 / HTC U12 Life(二) 使用需求 (例如:螢幕尺寸、拍照、高續航、高效能...等等)日常使用 偶爾拍拍照 不玩遊戲(三) 系統/品牌喜好 (例如:要XX品牌...不要XX品牌)無(四) 補充說明 (補充說明以上沒提到的點)家人現在手上拿的是三星的s7因為平常只是上上網、偶爾拍拍照 不玩遊戲所以大致上使用還算ok但是最近發生充電有時接觸不良的狀況所以只好開始找中低階的手機準備取代預算希望在5000上下，越便宜越好目前看來看去好像HTC U12 Life還算符合需求請問一下各位大大s7換U12 Life在電量跟生活拍照上應該是有感升級吧還是有更好的選手可以參考呢？謝謝！,"Zenofne Max Pro系列參考看看。續航升級。拍照降級。問機格式。不ok,沒格式。已修改 不好意思。算降級吧，我太太使用u12 life我看拍照不是很好，差。我當時使用的u11+很多。你怎麼會有htc U12讓你升級的錯覺?。U12 life有這麼慘阿..s7都4年前的機子了  Orz...。u12life 拍照很不好，不是升級+1。https//i.imgur.com/IZxmvoC.jpg 這是兩隻處理器。s7是8890 u12 life是636 拍照跟處理器應該都降級。謝謝大家提供資訊 小弟3c白痴 以為新的至少都會比較。進步。除了續航 都是降級。沒什麼升級吧。。。所以才有除非真的擠不出預算 不然都建議買旗艦的說。法。s7換5k的升級感都還好。那請問拍照如果持平 要加到多少才有機會。找旗艦或前旗艦比較有機會。note 10 lite以上，拍照才會有感升級吧。realme xt,5  紅米8 pro。照相持平或升級大概10k吧。二手U11+/12。換U12+吧，至少是前旗艦。u12+吧。5000上下的Samsung使用者，怎不買去年的A50或A70？。當然ok。要買U12+就賭不是某專賣店+px家平台+品質異常。退貨。會讓你QQ。一堆疑點不回覆，咬死已經開網路就是「福。利機    」，要求付費。。朋友在這邊被推坑，一堆退貨後續問題，一個月了，還。沒退貨成功！給你參考。。謝謝大家的意見 我們會再評估一下。Tahuiyuan大大，因為a50好像下市了a70價位又比較高。，所以當時沒考慮。絕對是降級。a50跟a70不用想了。照相就是降級。U12+吧 目前8000~9000就有了。充電不良換條線？我好幾次是因為線太舊的關係。這價位就紅米。換垃圾何苦。U12+好像可以。U12+雖然會有升級感，但也兩年了，便宜就是如此。別再推U12+，朋友五月在p家連收兩台有問題，現在被。廠商搞成「刮傷」，每支索賠4000-5000",2020/06/19
[問機] HTC U12 life VS ASUS ZenFone Max Pro 2019 (ZB602KL),"(一) 預算區間/已選擇之機種 (若為請版友選擇你考慮的機種，請填機種在這)5000元內 ASUS ZenFone Max Pro 2019 (ZB602KL) 3GB/32GB  $3800 HTC U12 Life (64GB) $4200(二) 使用需求 (例如:螢幕尺寸、拍照、高續航、高效能...等等)主要 接打電話、line、gps導航(三) 系統/品牌喜好 (例如:要XX品牌...不要XX品牌)台灣的牌子(四) 補充說明 (補充說明以上沒提到的點)請問這兩台手機，哪個比較好？比較順 不lag 謝謝※ 編輯: ijokpl (1.162.225.196 臺灣), 03/12/2020 22:11:00推 jasn4560    : U12 life吧 332真的母湯 03/12 22:13推 NickXiang   : 兩支產地都是MIC捏= = 03/12 22:14→ ymx3xc      : 都不建議 現在是過度期 在等一下 03/12 22:16請問什麼時候呢？→ shengder    : 限定MIT只有U12+而已，還是你不知道made的意思? 03/12 22:19→ LastAttack  : 台灣品牌不代表產品一定MIT喔 03/12 22:19→ cin2        : 也一堆MIT的小家電 其實都進口大陸零件台灣組裝而已 03/12 22:20推 basacola    : U 12 life 03/12 22:24推 paul40807   : 你要Brand in Taiwan還是Made in Taiwan要說清楚 03/12 22:24台灣牌的，網路上看的到製造國家？推 asdf3164    : 秒選HTC，不要華碩 03/12 22:30為啥？→ chenming867 : Zenfone Pro Max讚 03/12 22:30推 ashiou1031  : life其實蠻穩定又便宜的 03/12 22:35推 NCTU0894IJK : u12 life 03/12 22:42推 Vendetta    : U12 life ram要買6G的  $4800 03/12 22:46推 BlancoBT    : u12 life 03/12 23:05推 basebo11    : 這兩隻選ASUS 03/12 23:07推 saimeitetsu : ASUS要高配版的比較好記憶體有點少 03/12 23:26推 WU0502      : 買U12 life 6G/128G或ZB602KL 6G/64G 03/12 23:32推 srafig4     : ASUS +1但要買高配版 3/32母湯 03/13 00:00推 s93281      : 我幫家母購入U12 life用得超爽 03/13 00:13推 f9968106    : ZB602KL 6G/64G還買的到新機？ 03/13 01:04推 good5755    : U12 life 6/128g 5300 03/13 07:51推 JustinLYS   : u12 life 03/13 08:15→ CORSA       : 比較好奇U12 life的螢幕解析度為何?! 03/13 10:33推 chwen7794   : Type-C 傳輸充電介面 3600mha(都沒快充，大電量反 03/13 12:18→ chwen7794   : 而要充更久) 支援 NFC 3ca， 03/13 12:18→ chwen7794   : 3g ram 比較不推 03/13 12:193g ram 跑不動GOOGLE MAP？推 shortyyun   : 請問哪一支聽筒音量較大有人比較過嗎？ 03/13 13:48推 bigwhite327 : 我就是買U12 life 日常堪用 拍照想死 03/14 12:40拍照如何？※ 編輯: ijokpl (1.162.225.196 臺灣), 03/15/2020 19:28:58",U12 life吧 332真的母湯。兩支產地都是MIC捏= =。都不建議 現在是過度期 在等一下。限定MIT只有U12+而已，還是你不知道made的意思?。台灣品牌不代表產品一定MIT喔。也一堆MIT的小家電 其實都進口大陸零件台灣組裝而已。U 12 life。你要Brand in Taiwan還是Made in Taiwan要說清楚。秒選HTC，不要華碩。Zenfone Pro Max讚。life其實蠻穩定又便宜的。u12 life。U12 life ram要買6G的  $4800。u12 life。這兩隻選ASUS。ASUS要高配版的比較好記憶體有點少。買U12 life 6G/128G或ZB602KL 6G/64G。ASUS +1但要買高配版 3/32母湯。我幫家母購入U12 life用得超爽。ZB602KL 6G/64G還買的到新機？。U12 life 6/128g 5300。u12 life。比較好奇U12 life的螢幕解析度為何?!。Type-C 傳輸充電介面 3600mha(都沒快充，大電量反。而要充更久) 支援 NFC 3ca，。3g ram 比較不推。請問哪一支聽筒音量較大有人比較過嗎？。我就是買U12 life 日常堪用 拍照想死,2020/03/12
[問題] HTC U12 life有能安裝的GCam嗎？,各位好，最近岳母大人自己去通訊行買了htc u12 life 6G/128G買回來不斷的說通訊行推薦：說是最新的，最近又有打折，原價1萬多現在只賣六千多。起初我看規格也蠻ok的價錢也不貴，她開心就好。但她昨天和我反應：照相很糊，不是一千多萬畫素的嗎？我試拍了一下，照片真的超級糞...長輩機買到128g就是為了拍照存多一點，結果那麼糞也不想拍了，不如買64g就好。所以岳母請我幫她安裝別的相機(因為我有幫岳父的大破安裝gcam)但當時zenfone max pro大家都有分享如何破解安裝gcam，但這隻我自己下載apk安裝好幾個版本都無法使用，不知有人有試過安裝成功的版本嗎？或要像大破一樣破解才能安裝？謝謝。====================================================================另外有個插曲，岳父家新買一台電視Benq E50-700測試內建的鏡射程式Screen Mirror，身邊四隻Asus手機(zfe5、zfe3、大破*2)都找的到電視後投放成功，就獨htc u12 life這隻...找不到電視，無法投放(但能找到外接的chromecast，能成功投放)不知道能否解決= =？謝謝。投放問題我後來自己查了一下，居然只支援chromecast不支援miracastwhat the....https://www.mobile01.com/topicdetail.php?f=566&t=5844745,我的公務機desire12+也是常常chromecast投放失敗錯。誤欸！其他非htc機種正常，看起來是htc的問題。樓上要不要重看一次 他的是miracast不是chromecas。t有問題 而且我的U11+根本沒遇過。貼牌的拉基 你覺得能多好。這隻網路買5000初而已。我在工作場合投放失敗都很囧，後來都回去拿筆電。抱歉看錯 我以為是4g的。u12 life其他配備都不錯 就是相機爛了點...。u12 life我也買給我媽 後來發現是沒有防手震功能。m01之前也有人問這個問題，這機子太冷門了，無gcam。感光元件糞又偷OIS...二手賣掉吧。我的uu兩隻都正常miracast，我想不是htc的問題...。或是這款手機有問題?。結果是這隻不支援miracast  傻眼,2019/09/04
[問題] HTC U12 Life 當熱點機使用,最近在找CP值高的熱點機來使用..找到這台HTC U12 Life4G/64G 地標價位5500有3CA和USB type C要3CA是因為我住的地方吃的到中華或遠傳的3CA因為是打算整天插著電所以電池電量不重要..請問這是否是6K以下價位CP值最高的選擇？還是有我應考慮但沒考慮到的選擇？謝謝,你幹嘛不買可以差sim卡的分享器就好==。*插。6K可以買NETGEAR M1了==。要這樣玩去買二手電池壞掉的3CA手機可能更划算。推一樓 這樣CP值才是最高 訊號還更好。應該一年就電池膨脹了。人家的熱點機是用剩的 別特別買一隻。買紅米更好。買聯發科晶片的(5年7個月使用中)。對 這時發哥就很奇怪 掛這種很厲害。請問9樓是用哪款？,2019/06/11
[問題] HTC U12 LIFE 64G VS 紅米NOTE 5 64G,   本身手機是紅米NOTE 4X 有時讀的到SIM卡有時候   讀不到  決定要換了 目前考慮 HTC U12 LIFE 64G   或者 紅米NOTE 5 HTC這支看上的點有TYPC 跟   NFC 價錢也不太貴 HTC這支除了沒防手震還有什麼   缺點? 是否買的到空壓殼? 這兩隻耐不耐摔 我有時   會不小心摔到 NOTE4X 毫髮無傷 覺得猛猛的~   或者有什麼推薦其他款 這價錢區間我都可以接受   本人需求:雙卡雙代 相機別太差 GPS定位穩 電池別太小            傳說對決順順的,U12 life。紅米屌打。zf5。u12life只有5V2A，QC1.0等級。紅米Note5 6GB/64GB。那一定note 5。ZF5。紅米note5 4+64 CP值高。頻段是不是比較少  確認一下。我是說u12life。N4X 好像是升級MIUI 10 才會SIM2 偶爾讀不到。一個有3CA，一個有快充，看你重視哪一個。。你需要nfc、ca、typec嗎？。前幾天剛買u12life紫色。拍照選紅米。兩支都沒防水 防水要往旗鑑機去找。便宜選阿米。u12 life拍照很爛噢，比紅米N5爛。弄個gcam上去不就得了。選u12 life，有全頻nfc，照相還行。看需求 多一堆用不到的 CP沒有比較高,2019/01/26
[問題] htc u12 life v.s nokia 6.1+求推薦,老婆的手機快不行了距離續約還有半年之久想說買隻手機給她使用預算約在7000上下算是續約前的過渡機手機需求：平常不玩遊戲，較常拍照和上網儲存空間要64g續航力不要太差充電不要太久想請問大家以上兩隻較推薦那隻？或是有較推薦的手機，謝謝,"u12 life 電池大一截。建議nokia 8.1。u12+拍照普普 eyes拍照佳 但處理器續行普普 nokia。8.1兩者皆中上。u12+拍照普普 你認真？。U12life拍照很爛、充電只有QC1.0，不久前又有ROM偷。料嫌疑。打錯啦 是12 life普普啦。小捏一點，同樣用S636還不如考慮子龍5，只有電量小。些其他幾乎全贏。官方已經把U12 Life改成eMMC 5.1惹 LOL。6.1有點問題。重拍照別選U12 life。續約前的過度機 怎麼不買更便宜的5.1+或紅米就好了。建議買二手的旗艦。u12 life沒快充。ZF4(6G/64G），剛好在七千以內。預算七千重拍照，續航不要太差，要有快充，就U11Ey。es了。。U12 life。紅米note 5,過渡不用花太多。比較想問為何要買過渡機，然後等續約。ZF4。u12 life。拍照還推u12 life是要害死人嗎....。6F htc12 life充電只有qc1.0??。我推u11eyes。U11 EYEs。u12 life 是 5V/2A 充電，雖說 QC 1.0 也是 5V/2A。但兩個到底是不是一樣也很難說 XD。u12 life入手後覺得拍照還行",2018/12/29
[新聞] HTC U12 life追加大容量版 遠傳祭優惠獨,"HTC U12 life追加大容量版 遠傳祭優惠獨家開賣2018-12-03 15:06經濟日報 記者楊伶雯╱即時報導宏達電(2498)10月推出HTC U12 life搶攻中階市場，今(3)日宣布追加大容量版，獨家與遠傳合作，推出台灣全球獨家6G/128GB容量升級版本；遠傳祭出加碼送128G記憶卡優惠，搭配999以上資費，手機只要1,990元，還送JBL立體聲耳道式耳機乙組。宏達電指出，U12 life搭配大電力3600 mAh電池，搭載64位元Qualcomm Snapdragon 636處理器，內建智慧功能和超高效率，不管是玩遊戲、看影片或多工作業都流暢不間斷；另外，配備高屏佔比與窄邊框設計的6吋18:9螢幕， 拍照效果部分，由1,600萬像素及500萬像素鏡頭搭配構成雙主鏡頭相機，雙鏡頭搭配4K錄影，錄影同時還可以拍照。宏達電表示， U12 life備有RAM記憶體與ROM儲存空間分別為4GB/64GB與6GB/128GB兩種版本，其中6GB/128GB版本將由遠傳獨家推出，提供暮光紫與月光藍兩種顏色，6GB/128GB版本建議售價為11,900元，即日起在全台HTC專賣店、HTC網路商城、遠傳、friDay購物、神腦線上、PCHOME購物、YAHOO購物商城、及MOMO購物正式開賣。https://udn.com/news/story/7253/3515523心得：這臺的價格給的應該還算是合理，稱不上是太貴在續航上看台灣廖阿輝的測試似乎也有不差的成績(688分鐘)不過可惜是沒有快速充電也沒有擠壓功能，拍照表現我就比較不清楚了",清料（？）。向好處想，htc開始玩推料了。規格跟價錢看起來很ok啊。QC 1.0也不算慢了 01有人實測2Hr以內充飽。可惜現實市場風向是掛踢西的Mark得比其他牌子降好。幾千才賣得動。。9000我覺得會考慮買。踢西更新又不勤 多降一點才賣得出去不為過吧。價格還OK啊！。價格還OK，但實機質感真的不怎麼樣。價格中規中矩阿。優一一來福﴿更新蠻快的。6G128G其實還可以。tc還想起飛可考慮類似nikeid了 外觀選好選cpu選ram。rom 音效芯片 cmos...,2018/12/03
[情報]  HTC U12 life 今天首賣9990,剛剛經過我家附近的 HTC營業店，有在販賣最新的手機今天好像活動促銷。9990有送行動電源+耳機+一個殼活動前100名送福袋，大概有排的都有拿到吧，因為也沒有多人排大概30人這台特色 電池有3600 mah，USB Type C，曉龍636，https://i.imgur.com/siSlppH.jpghttps://i.imgur.com/0JPyvUf.jpghttps://i.imgur.com/mfzlt4I.jpghttps://i.imgur.com/Me9bKSm.jpghttps://i.imgur.com/R71L3LI.jpg介紹影片https://www.youtube.com/watch?v=KTLcrWHy7AQ,中階拉。跟pixel有87趴像誒。不要送一些有的沒的，直接賣7990不就好了XD。真的跟Pixel一代超像。這個賣6990應該死而復生。續航值得期待。賣7k馬上買一台。qc3.0行動電源耶 還有很像很猛的耳機。9990送這些是在大出血嗎。賣7990，早鳥送延長半年保固，我就買一台來玩。這隻真的悲劇，要買中階級誰要買你沒特色的htc。U12+什麼時候要降價。鏡頭該擦了 一層霧。這台有HDR auto嗎？。送qc3.0行動電源結果這支不支援QC。因為贈品扣一扣大概還有9500。這隻6990 或7990應該賣得動。9990就算啦。這支有支援3CA。有絲給推。9990給個EYEs的相機 然後給個QC 吸引力大增。只是腿腸的更新也是讓人卻步的問題之一。U11 eyes的8.0到現在還不知道在哪裡。636賣9990 廢到笑。股價繼續往下探底。9990很OK啊 還有UFS 只是居然拔了快充。說到那個UFS 嗯.....跑起來跟emmc有87%像也是很厲害。寧可拿UFS換QC跟照相 中階機配UFS幹嘛。讚    讚讚 買買買。這隻一臉放生樣。等nokia7.1plus出來再決定要不要買。塑料機賣9990 很敢開。真的有人在嘴腿腸更新耶。這台有QC啊 只不過是QC 1.0而已。HTC的更新很爛啊，你看S7都還在更新10已經沒了。原來這台的UFS跑得很慢嗎XDD。有人去測了啊 讀寫各200mb 超快。跟zenfone 5直球對決了。6G/128G 哪邊買?。沒保固的電子垃圾。沒ois沒qc3.0，唯一能說嘴的是雙喇叭。zf5屌打。如果拍照OK的話...我是覺得還不錯啦...。U12 LIFE沒雙喇叭阿 單喇叭而已。HTC更新的確爛 U11 eyes 已經放生了。背面是學pixel嗎。我覺得塑膠機還不錯，至少不像玻璃容易摔爆，被受。潮是另一回事。秒選ZF5，選這支根本沒卯月。股價已經是威盛2.0了。M19什麼時候要賣。某達人說https//www.kocpc.com.tw/archives/2234。50。說有立體聲雙喇叭的規格。http//3c.ltn.com.tw/news/34845。報導說沒有捏。覺得太貴＝＝。福袋裡有什麼？。開價9990 這個價格還算不錯。價格不錯？？？ 要不要看看別家636賣多少？。鏡頭保護貼要換了。加錢U11。5990還差不多。別家636，大破嗎？沒C，中華限定2CA。35樓 S7 不是UU嘛…。這價格和贈品還可以，約莫8990更好。寧願買子龍後勤有保障。who cares?。加3000買其他家旗艦S845手機。hTㄈ淪落到這個下場令人不勝唏噓。看看別家636賣多少?! 沒NFC 沒CA的紅米嗎??。紅米有imx63x 大電池 有QC 賣7k多 TC?。佛心公司。沒關係的 等跌價到五千就好了^_^。zf5屌打。真的7500以下才買。他要享受一下價格蜜月期吧！下個月就開始跌價了。不是每個人都像ptt上的人這麼了解性價比。怎樣的行動電源？。說真的tc被罵這麼慘，但u12怎麼好像不怎麼跳水？是。在搞什麼鬼東西。ZF5 都能跟旗艦比了 的確屌打。pixel + iphone 的畸形產物？。台灣貨就是爛，所以只能賣便宜。LG賣那麼爛 更保值呢。一人一雞 救救TC。買了 .這個板又要多好幾個TC黑了。賺。這隻到底有沒有防水R。這支沒防水  另外拍照看起來一般般。說看別家636賣多少的 是指zf5嗎XD 笑死。請問zf5贏這隻很多嗎？。A6+ S450 上市11990，目前7000到7500。比起來U12 l。ife還算划算～。盤子 加1000就有S845 6g/128g。依照腸粉最愛的用詞來說 ZF5卻是碾壓這支。除了電池比較小之外。https//i.imgur.com/L5ES9VZ.jpg。盤子中的霸主?。賣7K我把上把我手上華碩砸了買一台。到底有沒有防水R。沒列在規格上應該不用期待吧。看到636還是算了。S636不差啊 U11 eyes的SOC跟這之對調。U11 eyes會很吸引人。但....有夢最美 畢竟是TC。降到4000 我考慮看看。https//tinyurl.com/y8sdbpx6 這裡說有雙喇叭。少個2000，這隻就有競爭力。想買的繼續等，反正一定降價的。爛貨!!!!!!!!!!!,2018/10/20
[閒聊] HTC U12 life 動手玩,  雖然很早就發布 不過最近才上市的樣子 國外也是  s636 + 6吋 無瀏海  HTC U12 life hands on  https://youtu.be/e6TKaa2ipQk  有借鏡撞色的FU  外觀+螢幕+UI  HTC U12 life camera test - video sample - FULL HD 1080p  https://youtu.be/wNBNBorapck  可能 穩一點  HTC U12 life camera test - video sample - 4K 2160p  https://youtu.be/IMZD3iqE1B0  會抖,很好奇一件事 為什麼很多手機錄4k防震的效果和108。0差這麼多 有些明明1080錄影很穩4k就晃成狗。錄影時 電子防抖的作用比較明顯好 有作用的話就穩。4k比較耗資源。這支拍照跟QC如果補齊 開個12990很吸引人 可惜了。這年頭想買個規格到位的中階機還真難。你可以參考 同樣s636 的 ZF5 vs 紅米N5 拍攝 4K。https//youtu.be/hSNAaNA3Irs。紅米N5自帶 4K時不給開 用OPEN Camera開起來變很穩。https//youtu.be/HLbYuLW7gbw?t=86 這段用了開起來。比較慘的是下一代 紅米Note6 不給開 錄影還變單聲道。電子防手震就是錄下比原本更大的畫面 擷取中央穩定。的部分 你要錄到最高畫質沒得裁切 當然抖。無瀏海先給推，其他再看看。噓防抖，是在抖什麼。防手震已經用幾十年了,2018/10/18
[情報] hTC U12 life 續航測試 廖阿輝,https://tinyurl.com/jgoxrjkU12 life 688分比11 eyes進步了單位(分鐘)小米 Max 3       932Zenfone Max pro  921三星 J6          797三星 A8 star     784SONY XA2+        776三星 A8+         699htc U12 life     688vivo X21         671Zenfone 5        615紅米 Note 5      590oppo R15         585U11 eyes         583Nokia 6.1+       563小米 A2          543華為 Nova 3i     534,"還不錯。636這成績好像還好 不差不好。這續航不錯。好像還不錯。照相有沒有u12的87%比較重要。跟踢西自己家這幾年來比，是大躍進了。不錯欸。ODM設計出來的手機都比腿腸自己弄得好。腿廠真的可以自盡了....。這支就少個QC不然滿吸引人的。萬元內拍照就不計較了。我也在等這隻的照相測試,如果不錯我就要衝這隻了。很不錯。不過不曉得拍照好不好。比zf5好欸 還不錯巴。這隻跟U11只差1000塊，除了電力跟螢幕尺寸，還有哪。裡比U11好嗎?。耳機孔吧。時價比定價。感覺不錯。如果常常全球跑的人，這支比起11算是比較多頻，續。航也較OK的出差用機了。。這台是ODM喔 看類似Pixel雙色設計還以為是自己做的。tc電池大進步，跟其他公司差不多了。站在消費者的角度當然時價比定價啊，不然勒XD。這續航...真的是TC嗎？。Tc終於好點了！ 對了這台到底有沒有防水…。沒有防水防塵。不錯。拍照有U11等級這台一定賣翻。這續航 不錯耶~。舊機換新送QC3.0行動電源 結果這台支援快充是哪招XD。沒支援QQ。跟u11 eyes 拍照贏不了。還好吧，u11剛出時續航最強耶。有其他介紹？。這次如果有QC3.0 一定橫掃中階機。有防水但是沒認證，所以規格表就沒列了（發表會說的。）。反正就算防水也是防萬一。沒寫防水似乎使用者會更小心（？。電池比紅米note5小但續航更好，這很不錯吧？。好棒 大家快買^_^",2018/10/13
