Post Title,Link,Date,Content
新年換新機，入手紅色 iPhone 13 應節又行善,https://chinese.engadget.com//apple-iphone-productred-new-year-060028918.html,2022-01-12,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '']"
iPhone，15 歲生日快樂！,https://chinese.engadget.com//iphone-15-%E9%80%B1%E5%B9%B4-anniversary-163827093.html,2022-01-11,"['為了慶祝這個里程碑，讓我們一起來回顧過去的每一款機種，並且談談它們每一代的特色吧！', '一年後登場的 iPhone 3G，帶來了 3G 網路、AGPS 以及最重要的 App Store，讓它首度有了現代智慧型手機基本的 app 安裝及行動上網的能力，而不像一代 iPhone 主要靠 WiFi 上網。', '3GS 在外觀上與 3G 幾乎相同，不過也加入白色版本。這是蘋果第一次在 iPhone 的命名中加入「S」來代表外觀不變的硬體升級。3GS 升級了 3MP 的主鏡頭，並且首度支援了 HSDPA。', '2010 年的 iPhone 4，是 iPhone 首度在外觀上的大改版，首度加入了垂直的不鏽鋼邊框及玻璃背板。它的 3.5 吋螢幕有著 326ppi 的密度，是蘋果首度在產品上冠以「Retina」顯示之名；而在正面上它也多了個 VGA 解析度的前鏡頭，並將後鏡頭升級到了 5MP，還引入了陀螺儀和 microSIM 卡。', ""不過，想必大家對於 iPhone 4 印象最深的，還是它的天線收訊會受到握持的方式所影響一事，也就是俗稱的「天線門」事件。到今天賈伯斯的名言「you're holding it wrong」（你的拿法不對）依然是科技公司死不承認錯誤，反而怪在消費者身上的代名詞。"", '這一代又是外觀與前代相同，不過蘋果重新設計了天線位置來加強接收，所以中框上的切線位置略有不同 。這是 iPhone 上首度引入了 Siri 助理，並且將後鏡頭升級到了 8MP。', 'iPhone 5 保持了 iPhone 4S 的基本構型，但是做的更薄了一點，且將螢幕大小提高到了 4 吋，是 iPhone 推出這麼多年來，第一次螢幕加大。iPhone 5 也是首度引進了 Lightning 連接埠來取代舊的 30pin 呢。', 'iPhone 5s 再度延續了 iPhone 5 的基本外觀，但是首度引進了 Touch ID，並新增了金色選項，開啟了金色手機的濫觴，這也是首度在系列中加入了雙色（True Tone）LED 閃光燈，並且將 iPhone 系列升級到了 64 位元的處理器。', 'iPhone 5c 是同時推出的「低配」型號，也是 iPhone 系列首度在同一個年度推出超過一款機種。在此之前蘋果大多是選擇將前代降價做為低配選擇，但在 5c 上蘋果選擇了停產 iPhone 5，由 5c 取代。5c 大體上採用與 iPhone 5 相同的內部硬體，只是將背殼由金屬改成了多彩的聚碳酸酯，明顯主打較年輕的族群。', 'iPhone 6 是蘋果首度同時推出兩種不同的螢幕大小，也是首度在名稱中加入了「Plus」。在外觀上，iPhone 6 捨棄了延用三代的 iPhone 垂直機側，又換回來圓角的機側，並且在背後有兩條厚厚的膠條，在當時引起了相當兩極的評價。由於 iPhone 6 太大太薄，在當時也曾一度有過用戶把手機放到後口袋然後一坐就折彎的事件發生，被稱為「bendgate」。iPhone 6 也是 iPhone 系列中首度加入了 NFC 的功能。', 'iPhone 6S 完全接續了 iPhone 6 的外觀，也是後賈伯斯時代的首支手機。除了內部硬體的加強之外，在外部 6s 也採用了更硬的金屬合金，來抵抗彎折。這也是蘋果的首支具備 3D Touch 機能的手機。', 'iPhone 7 再次延續了 iPhone 6 的設計，不過很「勇敢」地拿掉了 3.5mm 耳機孔，也開啟了智慧手機不再提供 3.5mm 耳機孔的先河。到現在已經差不多 5 年過去了，好像還是無法有個定論耳機孔究竟是需要還是不需要？iPhone 7 首度為系列帶來了雙鏡頭的配置，在 iPhone 7 Plus 上搭載了兩顆 12MP 的感光器，一個負責一般廣角焦段，另一個則是 2X 光學變焦了。', '同樣是 2016 年，蘋果發表了 iPhone 5s 的外觀，但內建了 6s 和 6 Plus 的部份內部組件的 iPhone SE，做為新的低配機種，並且滿足小螢幕用戶的需求。', '至於 8 和 8 Plus 則是延續 iPhone 7 系列的外觀，一般被視為是與「7s」同等，但蘋果卻決定加了一個數字。不過雖然在內部硬體上有所升級，但就沒有什麼特別值得一提的新功能加入了。', 'iPhone XS 為前一年的 iPhone X 的硬體升級版本，並且以相同的基本設計為基礎，再推出了加大的 XS Max，更是首次提供 512GB 型號。同時推出的 iPhone XR 採用 LED 面板再加上多彩背板，不過除此之外倒是沒有什麼太大的不同。', 'iPhone 11 Pro 和 Pro Max 為系列首度帶來了廣角、超廣角及望遠三攝系統，以及已經差不多成了 iPhone 標誌的三角形鏡頭排列。這也是蘋果首度在 iPhone 產品線中引入「Pro」的稱號，並且採用霧面玻璃背面材質。', 'iPhone 11 則是三台當年機種中的低價款式，並且採用 LCD 面板，因此更像是 XR 的後繼機種。相較於 XR 來說，iPhone 11 倒是多了顆超廣角鏡頭，為雙鏡組合的配置了。', 'Apple 在 2020 年 4 月又來一次「舊瓶新酒」，推出了採用 iPhone 8 外觀的二代 iPhone SE。這款手機保留了原有的 4.7 吋 Retina 螢幕、Touch ID 鍵、Qi 無線充電及 IP67 防塵防水特性，更兼容 iPhone 7、8 的保護殼。處理器則由 iPhone 8 的 A11 Bionic 換到 iPhone 11 的 A13 Bionic，所以新增了 Wi-Fi 6、藍牙 5.0、Gigabit LTE 等多項連線技術的支援，並帶來流暢的 AR 和物件辨識表現。', 'Richard Lai 也爲此文章作出貢獻。']"
Casetify 雙 11 限定折扣，買得多減得多最高 75 折,https://chinese.engadget.com//20211110-casetify-1111-120053841.html,2021-11-10,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', 'Casetify 在今年雙 11 推出超強限定折扣優惠，現在到官網購物，凡購買一件商品享九折、兩件享八折、三件或以上更可享達 25% 的折扣優惠，當中如果購買特強防摔手機殼的款式，單件便已享有 15% 的折扣！折扣會於 11 月 12 日結束，趁機盡情以優惠價搭配自己喜愛的手機配件。', '順帶一提，有關折扣不適用於聯乘系列，而且受條款及細則約束，詳細內容可查詢 Casetify 官方。', '為進一步加強保護性能，Casetify 的特強防摔手機殼在 4 個邊角添加了qìtech2.0 抗震物料，在測試中更達至驚人的 9.8 呎（約 3 米）掉落高度而無損。在物料方面它以 65% 回收物料及植物性物料製成，可支援使用無線充電。另外它們亦外層塗上 Defensify 抗菌塗層，有效消除 99% 細菌，在保護電話的同時保護你的身體健康。', '竹纖維可分解再生手機殼採用了 Casetify 研發的 ecotify 素材製成，融合生物聚合物、澱粉和竹子，能 100% 分解成二氧化碳、水和其他天然礦物質，不會殘留任何毒素，保護環境出一分力。它亦通過了 6.6 呎（約 2 米）防摔測試，提供足夠的保護性能。除此之外，它也支援無線及 MagSafe 充電功能，確保你能利用最方便的方式回復手機電力。', '著重儀容的你也可以選擇這款鏡面手機殼，它採用電鍍塗層聚碳酸酯製成，在不使用玻璃的情況下也能做到與鏡子相同的效果，能讓愛美的您在旅程中更方便整理儀容。鏡面手機殼在保護力方面亦不可看輕，它就通過 5 英尺（約 1.5 米）的跌落測試，不用擔心失手一碰就碎裂。', '液體流沙手機殼以熒光系色調以及可個性化的特點，打造出亮眼吸睛的設計，現在你可以從四款精選的雙色配搭中選擇，成為眾人目光中心外，以熱塑性聚氨酯製作的防震保護邊框亦能保證保護性能。', '']"
最佳禮物系列：五款可客製化手機殼展示貼心和個性,https://chinese.engadget.com//20211021-pinkoi-custom-123032635.html,2021-10-21,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '現代城市人手機不離身，手機殼不光能提供保護，還是展示個性的小道具。如果你剛好因為週年、生日或結婚紀念日等節日要選購禮物，這次就來為大家介紹一下可以客製化的手機殼，讓你展示貼心和關心，選對的話還可以在對方心目中加分呢。', '很多人都會用拍立得拍照，為美好的時光留下剪影，這款手機殼便可以讓你把與她拍攝，重要的拍立得照片放在機背，時時刻刻都能看到她，一人一個當成情侶手機殼也是相當不錯的。它採用了環保 TPU 材料製作，具有減震防撞效果，在四個角落更增加了防脫落的充氣囊，減少掉落時對手機所承受的損傷。', '「打分數」我們日常手活中常做的事，就好像是為食物打分數一般。這款手機殼就讓你可以為自己「打分數」，下單時輸入五項可以表達自己的簡單英文形容詞，示意圖中就利用了 rich level（富裕指數）等等，以最高分 5 星，最低分 0 星打分數。當然要送給伴侶的話，分數也絕對能反映到她收到禮物時的反映吧。', '大家在新一年開始的時候通常都會熱血地設好一大堆要做的事，但很多時候過幾天就會沒這回事了。這一年要不要試試新的方法，訂製一個有「待辦清單」的手機殼來提醒自己。', '這款手機殼能讓你設定最多 ９ 項的待辦事項或目標，並在旁邊加上可選打勾／不打勾的圈圈，每天都提醒自己要向目標進發，不要懶惰。', '正如設計師在商品介紹所說：「簡單 - 是最不簡單的事！」，沒有太多花巧的東西，就以實木木皮和防彈凱夫拉纖維壓製製成，紋理及款式方面有美麗木紋北美胡桃實木、花梨木及黑酸枝木，也有與黑色手機擁有優秀一體感的冰原黑硬木，一共四款可選（若下單時沒有你要的規格可以詢問店主訂購）。另外它亦可以要求客製刻字，五個中文字內、或英文 12 個字母內不需要額外付費。', '不過是香港、台灣還是其他地方，旅遊彷彿已是一件對每個人而言很遙遠的東西了。以這個概念為基礎，台灣的 Fitzory 設計館就為大家帶來了「明日航空」的手機殼，以香港、台灣及日本等的 8 個城市推出各有特色的設計。在無法自由旅行的現在，先幫自己預定好未來的機票。', '']"
Nomad 精製皮革配件推介： AirPods 3 保護殼,https://chinese.engadget.com//20211020-nomad-goods-080020580.html,2021-10-20,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', 'Nomad 一向以造工優良的手機配件而聞名，特別是採用了 Horween 製革廠品質認証皮革製成的手機保護殼，其時尚、成熟外型以及天然皮革的觸感更是受到眾人追捧。', 'AirPods 3 剛剛推出，Nomad 便緊隨其後率先推出了專用的招牌 Horween 皮革保護殼，天然皮革在經過一定時間的使用後，皮革本身的顏色或質感方面都會有所變化，為你營造更獨特的保護殼。另外殼身採用了兩件式結構方便安裝，為了提高保護性亦選擇加入極細纖維內層，在旁邊也配置了掛繩連接點，可以用手繩等把 AirPods 掛在背囊或袋上。', 'AirTag 提供了一個讓人可以輕鬆追蹤物品的方法，但 Apple 本身推出的鑰匙圈和掛環配件都不方便放置錢包內，有見及此 Nomad 便推出了 AirTag 卡片。卡片本身有如信用卡的大小，用家可以輕鬆把 AirTag 鑲嵌在卡片中央並放進錢包內，即使掉失了有更大的機會尋回。（不包含 AirTag）', '現代皮革保護殼是 Nomad 最著名的產品，適用於 iPhone 13 系列的所有型號，雖然它採用了天然皮革作材料，但厚度適中不會影響到 MagSafe 或 NFC 功能等的使用。在防撞功能方面，Nomad 指這款保護殼能內部藏有氣墊，能夠在 10 尺（約 3 米）高度的掉落中保護手機，避免損毀。', '運動系列保護殼是 Nomad 為了喜歡簡約的用家而設，在手機背面採用了高光澤、易抓的設計。而它亦能提供基本的防掉落保護，能夠在 6 尺（約 2 米）高度的掉落中保護手機，另外它亦支援 MagSafe 無線充電。', '']"
網店自帶分期付款，彈性購買 iPhone 13,https://chinese.engadget.com//20210928-jselect-atome-080051220.html,2021-09-28,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '如果你急不及待想入手最新的 iPhone 13 或 Samsung Galaxy Z Fold 3，但手上現金又有點緊張？那麼你便可以選擇利用 J Select 與 Atome 合作提供的先享後付分期付款方案，把總金額分成三期購買，更可配合消費券使用，讓你可以更彈性地消費。', '除了 iPhone 13 以外，J Select 上亦有更多價錢較高的產品，能讓你充分應用 Atome 分期付款功能，更可購取不少亞洲萬里通積分兌換不同禮品、優惠或服務。', '說到近期最火熱的新手機，那便非 iPhone 13 莫屬。J Select 上也有提供 iPhone 13 系列產品，價錢方面與 Apple 官方售價一樣，但就能應用上面提到的 Atome 分期付款功能，以 256GB 版本的 iPhone 13 Pro Max 為例，原售價 HK$10,199 分能三期付款，每期需付金額只有 HK$3399.67，配合即將發放的消費券，便可輕鬆入手新手機。', '配備了 Snapdragon 888 八核心處理器，性能優異 Samsung Galaxy Z Fold 3 提供了不一樣的手機體驗，可打開的設計讓用家可以擁有更大觀賞空間，同時 120Hz 刷新率為機面屏幕和主屏幕帶來更流暢遊戲和觀賞體驗。', '12GB RAM、512GB 儲存空間的 Galaxy Z Fold 3 在 J Select 上以 HK$15,398 發售，或可分三期付款，每期為 HK$5,132.67。另外 256GB 儲存空間版本的 Fold 3 售價為 HK$14,598，或分三期付款，每期需付 HK$4,866。', '同樣採用了 Snapdragon 888 八核心處理器，Samsung Galaxy Z Flip 3 就走上另一個極端，摺疊後僅 4.2 吋設計讓它極致輕巧，可以收藏在衣物的小袋子內。另外在摺疊後亦可透過 1.9 吋的機面屏幕顯示通知及讓你直接操作手機，不論是查看訊息、拍照、播放音樂等等，都沒有需要展開手機。', '8GB RAM 以及 256GB 儲存空間的 Samsung Galaxy Z Flip 3 售價為 HK$8,298，以 Atome 分成三期付款的話，每期只需 HK$2,766。', '現在 J Select 上 Nintendo OLED Switch 的預購價為 HK$2,820，分成三期付款每期僅需 HK$940。', '']"
iPhone 13 配件推介、優惠合集,https://chinese.engadget.com//iphone-13-accessories-collection-140056081.html,2021-09-27,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '隨著 iPhone 13 正式推出市場，各式各樣的配件也隨之而來，這篇文章會為大家持續更新及整合 Engadget 中文版介紹過的 iPhone 13 專用配件。']"
iPhone 13 / Pro / Max / mini Tim 哥開箱 ft. 妮妮 Niniko,https://chinese.engadget.com//iphone-13-pro-max-mini-tim-niniko-yahoo-080009050.html,2021-09-23,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '', '']"
超前準備，iPhone 13 專用 4 款螢幕保護貼推介,https://chinese.engadget.com//20210920-iphone-13-screen-protector-120034968.html,2021-09-20,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '提提大家，在 Amazon 上購物時金額需達到 US$49 才能享受免運費的優惠，不妨留意一下身邊的人有沒有人也需要新機的保護貼，又或是在站上同時購買其他需要的產品，即可節省金錢！', '這款由 Apple 獨家提供的 Belkin 螢幕保護貼除了可以防止括傷等可見的螢幕損傷，而且有效減輕來自太陽或燈光等的光線反射，即使在光亮的環境下依然能確保螢幕清晰度。它亦有著極度纖薄的 0.051 cm 厚度，因此不會影響手機的螢幕靈敏度以及多點觸控功能。', '購買它時還會隨附 Easy Align 托盤，讓你自己也可以精確地進行黏貼，裝保護貼不求人。', '如果你十分重視隱私，怕被周遭的人偷看到你的對話，那麼 Ailun 螢幕防窺貼會是個不錯的選擇。除了提供保護手機的功能，Ailun 的防窺貼亦可以防止手機正面以外的人看到內容，另外除了由於防窺特性在光亮度有微少影響，不會影響到螢幕的清晰度。 Ailun 指它可以維持 iPhone 螢幕 99.9% 的觸控準確，擁有防汗防油污的塗層外，同時設計上亦強調與不同形狀保護殼的相容性。', '另外它還提供 5% 的折扣券，在購買時點擊使用讓原價 US$8.99 的保護貼套裝減價至 US$8.54。', '雖說保護貼能夠防止手機螢幕受到直接損傷，但鏡頭亦是另一個很容易受損和弄髒，這款 Ｍkeke 保護貼套裝就提供了分別三片的鋼化玻璃螢幕保護貼和鏡頭保護貼，讓它們可以一直保持著完好無缺的狀態。', '另外它還提供 20% 折扣券，在購買時點擊使用讓原價 US$15.99 的保護貼套裝減價至 US$12.79。', 'ESR 強悍鋼化玻璃保護貼特化了本身的防護效能，官方數據指出它們可抵播最高 110 磅的力量防止螢幕損傷，同時亦設有防污塗層避免留下污痕或指紋。ESR 強調它的高清玻璃能讓用家體驗無瑕的手機觀看體驗，亦不會影響到 Face ID 的運作。隨附的框架可以協助你輕鬆安裝保護貼，即使自己安裝也可以避免出現氣泡。', '']"
iPhone 13、13 Pro 預訂日，一文看清價錢、規格差異,https://chinese.engadget.com//apple-iphone-13-iphone-13-pro-preorder-080019290.html,2021-09-16,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', 'Apple 這回動作非常快，昨天凌晨（15 號）才發表的全新 iPhone 13、13 Pro 系列，居然就在明天（17 日）的晚上 8 點就開始接受預訂，而且最快在下星期五（24 日）就能拿到新手機把玩啦！為了便利一眾讀者，Engadget 中文版就先為大家整理一下購機須知，像是價格、規格、差異等，少不了的當然有傳送門，讓大家一鍵到達預訂頁面啦。', 'Pro 系列分有 6.1 吋的 iPhone 13 Pro 和 6.7 吋的 iPhone 13 Pro Max，顏色總共為四款：石墨黑、銀色、金色和新的天峰藍色。儲存空間版本也是有四個：128GB、256GB、512GB，還有新增最高的 1TB。iPhone 13 Pro 系列新搭載 Super Retina XDR with ProMotion 面板，擁有 120Hz 自適應刷新率，帶來順暢顯示，而且額頭瀏海的 TureDepth 相機變小了 20%。續航力更有提升，iPhone 13 Pro Max 更是增加了 2.5 小時，在 5G 時代更耐用。三攝主相機全面升級，有新的 77mm 3 倍遠攝相機、f/1.8 6 鏡片超廣角相機，加入了微距拍攝、廣角 f/1.5 1.9 微米大畫素點主相機。全新 A15 仿生處理器有 5 核心 GPU，帶來更強大圖像運算。', 'iPhone 13 Pro 的香港定價為 HK$8,499、HK$9,299、HK$10,999、HK$12,699', 'iPhone 13 Pro Max 的香港定價為 HK$9,399、HK$10,199、HK$11,899、HK$13,599', 'iPhone 13 Pro 的台灣定價為 NT$32,900、NT$36,400、NT$43,400、NT$50,400', 'iPhone 13 Pro Max 的台灣定價為 NT$36,900、NT$40,400、NT$47,400、NT$54,400', '', 'iPhone 13 和 iPhone 13 mini 同樣維持 6.1 吋和 5.4 吋大，瀏海一樣有縮小。提供粉紅、藍、午夜暗、星光色和（Product）RED 五種配色。儲存空間版本為 128GB、256GB 和 512GB，取消了前代的 64GB 版本。續航力方面，iPhone 13 和 iPhone 13 mini 都增加了 2 小時的續航力。雙攝相機同樣為廣角和超廣角的組合，不過就加入了原本 Pro 身上的感應器移動式光學影像防震功能。搭載 A15 仿生處理器，GPU 核心數量為 4 顆。', 'iPhone 13 的香港定價為 HK$6,799、HK$7,599、HK$9,299', 'iPhone 13 mini 的香港定價為 HK$5,999、HK$6,799、HK$8,499', 'iPhone 13 的台灣定價為 NT$25,900、NT$29,400、NT$36,400', 'iPhone 13 mini 的台灣定價為 NT$22,900、NT$26,400、NT$33,400']"
