Post Title,Link,Content,Date
[心得] Samsung M33 PWM分享,https://www.ptt.cc/bbs/MobileComm/M.1655562822.A.779.html,"Content：因人而異每個人的感官不同感受也不一樣，自己眼睛比較敏感加上又是靠眼睛吃飯，所以就是就是盡量挑不閃屏的手機，當然可以減少用手機時間是最好目前拿realme 7大概快滿一年了，最近拿最久的一台realme x3 （無法擴充）poco x3 pro(亮度低還是會閃屏所以最後還是換掉)realme 7 應該用超過一年了（有時候會當機大概一天要重開機一次不然是用的滿習慣的）30W閃充很好用目前大概蘋果剩下iphone 11和 se 2022可以選，一直還是習慣安卓剛好看到三星m33推出LCD TFT想說可以試試看，因為網路找不到測試文然後這隻實體店面也沒有展示，剛好618活動就買了是line導購加上紅包，三星商城購入，門市取貨，三星商城有兩年保固8490+618加購禮包（256記憶卡，25w充電頭，耳機，保護殼，手持吸塵器，手持風扇）兩年保固，其實大概就等於購入記憶卡，其他通路可以找到大概7000初的價格刷了大概9100但扣除回饋其實也大概7300左右，多了保固和不怎樣的風扇和吸塵器https://i.imgur.com/2iDOdZP.jpghttps://i.imgur.com/fAwMAOG.jpghttps://i.imgur.com/qbKI9NZ.jpg因為非專業不知道這樣方法對不對，但我自己是這樣挑手機的，這台測試用realme 7相機調專業模式1/15-1/8000快門下都不閃屏https://youtube.com/shorts/AsxUm5WldwY?feature=share所以這應該是DC調光或是PWM0嗎，因為非專業使用者我自己也不太清楚，但覺得可以給同樣眼睛敏感的需求者參考額外覺得喜歡的點3.5mm耳機孔，機身滿輕的，四桶形狀的相機見仁見智，喇叭外放比realme 7大聲，雙卡槽之外還可以額外擴充記憶卡所以應該是說三卡，5000mah電池容量，價格7300上下覺得不錯，缺點記憶體6G太少，原廠連個充電頭都不附，入門款就是預算不多才覺得應該附上，好加在目前活動有送25w充電頭不無小補https://i.imgur.com/kBL405E.jpg今天最便宜不過M系列我想很快就可以跌破7000軟體測試跑分，相機部分網路蠻多的就請大家上網看，因為主要在意的點在螢幕閃屏另外realme 9 pro也是不閃屏，今天取貨也順便看了謝謝收看超級不專業文章補充Emmc or UFS使用p10check軟體https://i.imgur.com/LKCEmvs.jpghttps://i.imgur.com/LbBtol7.jpg; Comment：LCD不是本來就不閃QQ。沒有喔poco x3pro 低亮度還是會。建議改改標題 把不閃加上。也有PWM的LCD，還是要看實際調光方式。。lcd屏閃就是那種全暗全亮，比oled糟，還是挑2khz以上，。好像有些會插黑幀減少拖影。手機殼是玻璃背蓋嗎？拍起來滿漂亮的。怎麼不等POCO X4 GT。DisplayMate A+認證、全DC調光、硬體低藍光、144Hz。好哦沒關係我可以再買，好LCD手機不嫌多。OLED最終註定要走高頻的，DC模式調再好都會偏色，過渡。期的低頻OLED買到撞到。連安卓千元機螢幕屏佔比都屌虐iphone 11跟se。請問測的出來ram是emmc還是ufs?。這隻emmc。感謝分享，這隻notebookcheck沒資料。所以我回頭買a32。https//i.imgur.com/6V6ChRd.jpg。不知道該如何測試p10 check準嗎。https//i.imgur.com/NiTknyc.jpg。400-500MB這樣應該是UFS2.0對嗎。另外背部非玻璃，但我分不太出金屬還是塑料就是了。目前看到屏還是覺得很難受…。推屏幕。跟你一樣敏感XD.買13PRO MAX一天就受不了直接給家人用。手邊小米11.9T PRO.IPHONE 8和8PLUS是能接受的。前陣子買小米12X和12PRO結果一樣..眼睛酸爆+頭暈。父子騎驢。LCD也有低頻 PWM,例如榮耀play。這速度ufs無誤，剛上市的時候GSMArena把這台標成emmc。前陣子買A52S被那個垃圾oled屏+屏頻弄的頭痛眼快瞎 本。來為了眼睛也要買M33但考慮到這支太低階大概一年半就。要變電子垃圾還好忍住了就是在等紅米11T國際版 果然月。底要上市了可喜可賀為免以後不會以後再有高階lcd等過。幾個月降價後會再多買一支來備用。更正上面是屏閃。三星應該只有a跟s值得買。低亮度用手機有比較健康?不能理解。不屏閃應該是高低亮度都不會發生，但有些機種如poco x。3 pro就有高亮度不會低亮度會閃情形發生，推測非全程D。C調光。三星s pwm問題沒有比較好",2022/06/18
[購機] 10k內 目前挑M33/M32想請問有更好的選擇?,https://www.ptt.cc/bbs/MobileComm/M.1648999516.A.FFF.html,"Content：──────────────────────────────────────1.預算範圍/考慮機種：例：10K-20K/iPhone12 Pro Max、Note20U、XPERIA 5II10k內 目前看上是m33.m322.使用需求(螢幕尺寸/拍照/效能/續航力/防水/記憶卡...等)：續航力 > 效能能支撐看網頁、看直播(youtube/twitch)、遠端連線(不過聽朋友說影響這個是網速?)其餘不在意 螢幕可以不要太大就好 (會放在手機架上) 怕太大不好放 ..要有指紋解鎖/快充 (這兩個條件我不確定是不是現代機必備..)有點久沒買手機 如果必備就當沒這兩個條件XD3.5耳機孔(有最好 是加分項) 沒有沒關係 ..(主要是現在耳機還在用3.5) 如果沒有=要另購藍芽耳機XD3.品牌喜好(不要XX品牌，要OO品牌)：無 不超過預算都可以 只有一點 希望軟體部分比華碩好 5z的軟體通知問題真的讓我很頭疼..4.補充說明(補充上述未提及之其他需求)：上一支手機5z 除了軟體通知跟每天一直在充電其餘沒啥不滿 我也不常拍照所以拍照對我來說還好(主要只有工作上會需要拍照片) 但是不用很專精的那種不知道在這價位中有沒有更好的選擇 或者m32/33 看自己喜歡哪一個就選哪一個; Comment：認真看完你的需求和預算，推薦你直接買A32 6/128。還有A52S 6/128也在一萬內。。看A52S還買不買得到吧。加一點上A52s 8/256 我記得現在行情在11張以內？。缺點除了死不給S Pay悠遊卡外 差不多沒了？(看看那A53那。個德行跟嘴臉…。隔壁板A52S 8GB版，10500絕對買的到。。小米 11 lite 5g 八千打死8g/128 又輕又薄。這年頭都買中階手機了 RAM越多越好不要虧待。A52s現在搭蝦皮9.3折券只要10xxx。8g版的 很划算。A52s啊，不要看更爛的m系列。我就是從5z跳到a52s的，全部都有感升級。尤其是續航，沒有充電焦慮真的很爽。但是我建議爆一點點預算上8G的，記憶體越多越好。周邊有需求還是想法的話 就買便宜的單機比較好吧？雖然。週邊可能會花比較多錢 但至少是自己想要或需要的品質？。直接選低價的，殼跟膜你要再自己額外買就好。而且玻璃膜。是不太建議，摔沒幾下就一條裂痕卡在那裡,邊緣裂開容易。割手。。為何一樓推a32 m33算是a32升級版吧？。因為三星階級就是A比M好吧?。我記得一直都是M<A<S&Note系列。M33的規格有點異常，如果之後M系列都是這樣的話和A系列的。差異就只在小地方了。ZF8有耳機孔 雖然只有工作要拍照 但還是覺得ZF8比A52s好。價格差不多 但規格與鏡頭都贏A52S CP值較高",2022/04/03
[購機] A52s vs. M33 選擇障礙求救,https://www.ptt.cc/bbs/MobileComm/M.1648833527.A.B6E.html,Content：──────────────────────────────────────1.預算範圍/考慮機種：預算10K內，考慮A52s(6G/128) vs. M33 (6G/128)2.使用需求: 不玩遊戲，主要拍攝狗狗跟風景、食物等，不太拍人像3.品牌喜好: 中國品牌以外4.補充說明: 目前手上的Sony C10II實在又卡又易當，拍照慢又不優想在續約前(還有一年多QQ)先買支新機來用用，考慮到預算就是這兩隻了配合活動價格:A52s為9499M33為7990想問大家會選擇哪隻呢? 感謝<(_ _)>; Comment：52s。A52s。最貴的不後悔。都很爛，但只能選A52S。只有A52s了。秒選A52s。10k內，A52s 8/256最便宜是10800元左右，看要不要小。捏。買M33不如去買A32，A32有UFS，使用某些app的體驗就差。很多。至於A52s，垃圾頻閃螢幕，可以直接淘汰。。捏一下 買好一點的。M33相機沒有OIS。最後選擇A52S一定要買8GB RAM版本的。除非你確定一年後合約到期絕對換手機才買6GB RAM版。本。13pro。樓上10K內是在亂推三小???。然後要嘛A52s再捏一千多。就能上8G RAM。何必選6G版本????。這兩支拍照都悲劇  選誰都後悔。原Po原手機是X10ii…也是悲劇啊XD。Sony的10系列拍照比三星A系列還慘吧?。至少還有夜景跟HDR…。iphone 11。除了中國品牌 就只有買蘋果了。”考慮到預算就這兩支在選”，幾個沒在看內文亂推手。機的是目洨膩？。預算內當然高的 白問 何況A52s又賣很好。但用了半年A52s我還是賣了..系統動畫做得有時候頓頓的。不習慣。A52s。真的不懂。沒在看內文就回文的人。怎麼有辦法活到現在。推A52S。A52s++。沒看內文推文的人明顯拉低iOS用戶智商水平。絕對是A52S。。10800哪裡的?海鮮?。a52s。5>3 A>M 三星定位很清楚的。當然是A52s。A52s 比 M33 和 A53 好，處理器優秀得多。。三星的定位看起來確實很清楚，就是買舊不買新，舊的比新。的好。。778絕對勝過1280，不知有沒有系統調教縮小差距的案例？。不玩遊戲6G就可以了。長輩用的也是6G，整天傳Line、看YT。，她也沒覺得頓。。買三星機種沒ufs，可能不太行捏。A52s我查了一下。應該是UFS2.1啊…我有搞錯嗎???。a52s該有的都有，一萬初能買到8+256。重點是他幾乎沒有看過災情，我覺得非常的物超所值。。。蝦皮神腦今天買a52s 8/256 10800元左右，要買要快,2022/04/02
"Re: [新聞] 三星 M33 5G 4/8 起上市，單機售價 $8,49",https://www.ptt.cc/bbs/MobileComm/M.1648466818.A.38D.html,"Content：官網規格連使用手冊都放上去了https://bit.ly/3qGOBbLhttps://bit.ly/3JOyMXIhttps://bit.ly/3tMJCIu生產國別:越南重量:198公克出廠就是Android 12可Samsung Pay但不支援Samsung Pay悠遊卡功能無立體聲喇叭無OIS無霍爾磁電感應器※ 引述《marsarailie (Marsarailie)》之銘言：: 1.原文連結：https://www.eprice.com.tw/mobile/talk/4523/5717791/1/: 2.原文標題：三星 M33 5G 4/8 起上市，單機售價 $8,490: 3.原文來源(媒體/作者)： ePrice/Jason: 4.原文內容：: 三星的 Galaxy M 系列智慧手機，近幾年都是三星最平價的系列，基本上也以 4G 為主。: 不過三星在今（28）日首度推出 M 系列中第一款支援 5G 通訊的機種：Galaxy M33 5G，: 並且很快就會在 4 月與消費者見面。: 這款 Galaxy M33 5G 總共推出三種色系：「大亨藍」、「溫拿棕」、「贏家綠」，它主: 要搭載一個 6.6 吋 FHD+ 解析度 V 極限全螢幕，支援 120Hz 更新率；此外手機也內建: 與先前的 Galaxy A53 5G / A33 5G 相同的 Exynos 1280 5nm 八核心處理器，擁有最高: 2.4GHz 時脈；另外手機也配備 6GB+128GB 容量，並採用獨立三卡槽設計，除了支援: 5G+4G 雙卡雙待外，也能額外擴充最高 1TB 的 microSD 記憶卡。: 另一方面，M33 5G 採用四鏡頭主相機，標準鏡頭為 5000 萬畫素 F1.8，另外搭配一個: 500 萬畫素 123 度超廣角鏡頭，以及一個 200 萬畫素景深鏡頭與 200 萬畫素微距鏡頭: ；前置相機則為 800 萬畫素，相機並支援場景智慧辨識、趣味模式、美顏自拍、一鍵拍: 錄、超慢動作攝影、夜間模式等功能。: 除此之外，M33 5G 也加入了 5000 mAh 電池容量，支援 25W 超快速充電（盒裝不含充電: 器），手機並加入側邊指紋辨識器，支援 Wi-Fi 5 與藍牙 5.1，也有 3.5mm 耳機孔以: 及 NFC。: 上市資訊方面，Galaxy M33 5G 將推出大亨藍、溫拿棕、贏家綠 3 款顏色，單機建議售: 價 NT$8,490，預計 4 月 8 日起在三星商城、PChome 24h 購物、MOMO 購物網、Yahoo: 購物中心、蝦皮商城、 i 預購、Friday 購物、GT 亞太電信、東森購物等指定線上通路: 陸續開賣，並於今日 13:00 起於上述通路開放預訂。凡 5 月 31 日前預訂或購買: Galaxy M33 5G 即贈快充通用型旅充（25W）Type C（建議售價 NT$590）。: 5.心得/評論：: 嗯...這支的規格也跟 A33 太接近了吧: 處理器、螢幕什麼都差不多: 不過少了防水跟 OIS，相機的畫素提升: 然後有耳機孔，其他就差不多: 不過價格降了三千？居然可以差這麼多？: 三星這波操作，不理解: ──────────────────────────────────────; Comment：包裝不含旅充頭。但是會送你一個充電頭 8490-590=7900 不到8000根本超。值。電子XX。開放樓下回答。$849。電子產品。。A53 完美地襯托這台的好。。最後一個功能是做什麼的。電子。可以裝皮套磁鐵感應休眠。。可插卡有耳機孔才是安卓中階的靈魂。。今年新出的在自家A52s面前都是。不知道有沒有貼膜。沒悠遊卡Q。唯一獨佔的Samsung悠遊卡竟然不放，價值減50%。電子XX。chichi8181不就這個月才出現的帳號，特別愛捧oddo。干你屁事？我做什麼事還要跟你報告？。htc有夠爛 建議ID趕快註銷 不然有點可憐。果然，口氣跟那個被永久水桶的一模一樣XD。去年有兩個帳號捧oqqo捧到被ptt站方查，超好笑XD。而且我哪有只捧oppo 我也會踩oppo oppo系統的確好 但。相機沒很強 新的馬里亞納晶片跟屎一樣 然後vivo相機。也很讚 能跟三星相機比拼 但綜合來說目前還是三星相。機更強。「踩」大家注意這個動詞。「踩屁踩」？。強行掛上支語？ 捧高踩低是成語。請問這台有支援遠傳CA嗎？我的刀碩大破想換了。啊我前天才買M32而已 哭",2022/03/28
"[新聞] 三星 M33 5G 4/8 起上市，單機售價 $8,49",https://www.ptt.cc/bbs/MobileComm/M.1648442114.A.12C.html,"Content：1.原文連結：https://www.eprice.com.tw/mobile/talk/4523/5717791/1/2.原文標題：三星 M33 5G 4/8 起上市，單機售價 $8,4903.原文來源(媒體/作者)： ePrice/Jason4.原文內容：三星的 Galaxy M 系列智慧手機，近幾年都是三星最平價的系列，基本上也以 4G 為主。不過三星在今（28）日首度推出 M 系列中第一款支援 5G 通訊的機種：Galaxy M33 5G，並且很快就會在 4 月與消費者見面。這款 Galaxy M33 5G 總共推出三種色系：「大亨藍」、「溫拿棕」、「贏家綠」，它主要搭載一個 6.6 吋 FHD+ 解析度 V 極限全螢幕，支援 120Hz 更新率；此外手機也內建與先前的 Galaxy A53 5G / A33 5G 相同的 Exynos 1280 5nm 八核心處理器，擁有最高2.4GHz 時脈；另外手機也配備 6GB+128GB 容量，並採用獨立三卡槽設計，除了支援5G+4G 雙卡雙待外，也能額外擴充最高 1TB 的 microSD 記憶卡。另一方面，M33 5G 採用四鏡頭主相機，標準鏡頭為 5000 萬畫素 F1.8，另外搭配一個500 萬畫素 123 度超廣角鏡頭，以及一個 200 萬畫素景深鏡頭與 200 萬畫素微距鏡頭；前置相機則為 800 萬畫素，相機並支援場景智慧辨識、趣味模式、美顏自拍、一鍵拍錄、超慢動作攝影、夜間模式等功能。除此之外，M33 5G 也加入了 5000 mAh 電池容量，支援 25W 超快速充電（盒裝不含充電器），手機並加入側邊指紋辨識器，支援 Wi-Fi 5 與藍牙 5.1，也有 3.5mm 耳機孔以及 NFC。上市資訊方面，Galaxy M33 5G 將推出大亨藍、溫拿棕、贏家綠 3 款顏色，單機建議售價 NT$8,490，預計 4 月 8 日起在三星商城、PChome 24h 購物、MOMO 購物網、Yahoo購物中心、蝦皮商城、 i 預購、Friday 購物、GT 亞太電信、東森購物等指定線上通路陸續開賣，並於今日 13:00 起於上述通路開放預訂。凡 5 月 31 日前預訂或購買Galaxy M33 5G 即贈快充通用型旅充（25W）Type C（建議售價 NT$590）。5.心得/評論：嗯...這支的規格也跟 A33 太接近了吧處理器、螢幕什麼都差不多不過少了防水跟 OIS，相機的畫素提升然後有耳機孔，其他就差不多不過價格降了三千？居然可以差這麼多？三星這波操作，不理解──────────────────────────────────────; Comment：看成849元。這價格就對了，幸好 M 系列沒有倒吸牙膏。。把充電器吸掉算是嗎。一顆soc毀所有。側邊指紋就是LCD了，跟oled差很多哪來的差不多。還不錯耶。這規格價格我不敢再嫌棄了，上一篇我不過講個三星中階機。變爛就引發軒然大波了。耳機孔跟記憶卡槽還在就很值得嘉。許了。。2022年還有耳機孔跟記憶卡槽 值得嘉許。那顆Exynos 1280是庫存太多? 怎麼中低階機全被霸佔。也才出3隻而已。耳機孔跟記憶卡槽 justin怎麼看。蝦皮4/4活動大概7000多。有更多性能、功耗、發熱、訊號等訊息再下結論。這樣不就表示成本就在那邊？。25W 超快速充電（盒裝不含充電器）。等等...螢幕是LCD的??。用的處理器跟A53一樣，到底是M33用太好，還是A53 用太爛。。。螢幕120Hz更新率。這支看起來還不錯耶。天下手機無堅不摧 惟廉不破。平價，三卡，可插記憶卡，耳機孔，相機畫素提升。我還以為三星S系列是旗艦 A是中階 M是入門 賣這價位....。電子垃圾。成本很低的。最頂的旗艦硬體成本歷來最高就六七千。中間差三四萬的名義隨便廠商講。那這種等級的就更不用說了。顏色的名字取太爛了吧xd。這隻用獵戶座1280當然是下放阿（？。筆電也是。頂規跟文書硬體成本差沒三四千。售價差五六萬。（不算電競機種。只說頂規商務跟學生盤子8g文書機。我選擇接受 M33 用太好的這個說法，這個說法可以讓較多。人感到舒坦。。這顏色是什麼鬼。TC的即視感..。M51 m52 呢 好的怎麼不進來啊 三爽。溫拿棕XDD。1280目前看起來就性能輸778 還比較耗電。https//youtu.be/q_3iDsBzFtw?t=187。這樣買降價後778的手機不就好了。不錯 但這顏色命名是什麼時代的。我早就看好了買a52s了。後面出的我看閹割成什麼樣子。單機重量215g，算重了。目前LCD、差不多規格、在這個價位。帶，200g以下大概就是POCO M4 Pro 5G 195g跟紅米 Note 10。5G 190g。哇，很符合本版主旨效能過剩，要記憶卡槽和耳機孔。一定賣到爆。看成賣849…。最符合獵戶座1280晶片的手機價格就是Galaxy M33。215，跟pocox3pro同等重，慟。是不是拔掉充電器變贈品了? 售價又可以消消樂了好棒。LCD不錯啊，有些人不習慣OLED螢幕。隔壁版A52S差沒幾百元了。LCD讚讚。三星的中低階手機應該都是ODM吧？。定價15K和8K用一樣的soc...。雖然iPhone 也是這樣啦。但iphone是給你最頂的soc 反觀。只有最頂CPU..。越南製、非ODM，還好非ODM的三星還有LCD的型號可以選。，不然只剩OLED瞎眼電子垃圾。。怎麼知道odm與否？。電池續航5000不行。用上三星處理器的大概就不是ODM了吧..。LCD對我來說是優點",2022/03/28
[閒聊] MTO M3310,https://www.ptt.cc/bbs/MobileComm/M.1516023934.A.A29.html,Content：https://i.imgur.com/homTmIw.jpg3310姊妹機價格完全一樣還有手電筒 收音機還有大鍵盤字不過我覺得時代變了就是了自從我爸媽習慣用智慧手機跟ipad還有一堆叔伯阿姨用iphone還能切磋心得對我來說沒什麼老人機了; Comment：這是同產線不同品牌，。還是山寨機呀？。老人機是因為以前只有智障手機。台灣的廠牌。價格還一樣，，，，,2018/01/15
Re: [問題] inFocus M330 原瑞問題電池可以免費換！,https://www.ptt.cc/bbs/MobileComm/M.1499961738.A.CAE.html,"Content：※ 引述《EijiHoba (我要好工作)》之銘言：: 媽媽用了一年半,電力消耗速度變快,: 請問: 1.這樣電池壽命算正常嗎?: 2.妳們的電池用多久才開始電力消耗速度變快?: 3.聯絡康法科技,他們有賣電池,一顆報價788元,02-2268-5698電話訂購:   拍賣,商城上號稱原廠電池,299元就買的到!! 是真貨還是假貨?: 4.珠海科斯特在台灣有代理商嗎?有連絡方式嗎?: 5.有inFocus M330 使用者Line群組嗎? 如果有,可以加入嗎?這幾天因為媽媽的M330手機也發生閃退、電力快速消失的問題，所以也在板上爬文尋找解決的方法。參考大部分文章都把兇手指向電池，一把背蓋打開電池果然有膨脹的情形！原本為了要買電池又開始爬文，結果發現竟然是2014年原瑞那一批有問題的電池！因為看到推文有人說可以打電話給INFOUCS原廠更換，昨天就抱著一絲希望試著打給客服，客服要了手機序號和電池出廠日期之後就說可以免費換一顆電池~(但是新電池就沒有保固了喔~)今天下午快遞就把新電池送到囉！舊電池也必須交給快遞帶回去。真的不花一毛錢，也不用害怕在網路上買到假電池。沒想到2014的事，到現在INFOUCS還願意擔起後續處理的責任~希望回文留個紀錄，如果以後還有人遇到相同電池的問題，可以打電話去換電池，就不用自己花錢囉！; Comment：佛。反觀。康法服務是真的不錯 但是水準就.。我有一隻M210電池膨脹，昨天打過去卻說無法換了。我的那隻待命換電池中。我的m2電池也大的跟什麼一樣，當初也出現在原瑞該批。中鏢名單中，但不給換…。願意處理是很好 不過說到底問題就是出在當初這批電。池有問題。infoucs也差不多快收了阿 大放送不然也是浪費。born731105大：你跟康法靠北說M2電池膨脹就可以了。不然他們可能不會特別鳥(其實之前就有活動換過了。神腦、震Egg那兩次都有列M2) grliu大：拿這篇堵客。服的嘴 powyo大：最近還出新機不可能那麼快收吧...。至於康法服務是不錯 水準其實也夠 只是有時候有些。客服也是散散的 EMAIL客服則是很遜。不知道要換電池是不是有什麼關鍵字，但是我有明確說。出""M330""、""膨脹""、""原瑞""，因為也有看到別人打去問。電池問題的經驗，似乎沒說出電池是「膨脹」，客服就。不會主動說可以換。。佛心公司 不過手機真的…。那天我有跟客服明講電池“膨脹”、以及是“原瑞”電。池，我會再打一次客服。還有""M210""。手機還不錯吧 只是之前的電池的確很爛。感謝,也換到一顆.  另補充客服問的問題。1.手機IMEI/出廠日期/購買處(神腦之類的)。2.電池是全黑? 還上下白色?。3.電池infocus字樣是在中間,還是左下角?",2017/07/14
[問題] inFocus M330 電池,https://www.ptt.cc/bbs/MobileComm/M.1494312195.A.D33.html,"Content：媽媽用了一年半,電力消耗速度變快,請問1.這樣電池壽命算正常嗎?2.妳們的電池用多久才開始電力消耗速度變快?3.聯絡康法科技,他們有賣電池,一顆報價788元,02-2268-5698電話訂購  拍賣,商城上號稱原廠電池,299元就買的到!! 是真貨還是假貨?4.珠海科斯特在台灣有代理商嗎?有連絡方式嗎?5.有inFocus M330 使用者Line群組嗎? 如果有,可以加入嗎?; Comment：母親節 幫媽媽換一支吧。誠心建議換一隻。趁母親節換一隻吧。網路買好像一顆300，我屯了15顆，結果手機壞了。郭董牌有FB社團喔！。掏寶似乎一顆75臺幣，沒買過。樓上為何要屯15顆，真的有點誇張。https//goo.gl/ADtj8C。別再用淪為電子垃圾的手機折磨你的家人了。2014年末的手機也是時候該換了。網路上假貨多 跟官方買當然是最貴但最安全。不然M530那顆UP140025原瑞其實也OK 問題也少。至於電池差不多用一年多來說 多少也是會衰退。一年至一年半 差不多 之前朋友在對岸買 折合台幣大。約500左右吧 是天貓官網貨。網路買是真的原廠，電池大概兩年衰退正常。你買三顆非官方，總會買到原廠的吧！價錢差不多還可。換，機會成本高，放心買吧！，你有三次機會。https//goo.gl/bCWuMH    我上次在這買。有民間fb！！！裡面有賣家專賣電池。4F XD。wadeabc大那顆可能不OK 就算是真原廠 依照製造日期。來說是舊版原瑞 新版原瑞只有M530那顆UP140025開頭。才穩。台灣拍賣很多都是從淘寶買來賣的。你是有自己在淘寶買到假貨？不要又是人云亦云。即使是入門機也不用5千就能買...。郭董牌用過一隻電池膨脹我就不多說 愛省去省吧。之前這款的科斯特電池的確有不少假貨 秤重或是看包。裝會知道 而且原瑞版電池也有分 買到之前舊款那些就。容易膨脹。我的M330用了1年11個月也是感覺電池漸漸老化，正在。想該不該換電池時，上禮拜觸控壞了，直接換zf3/552K。L超有感升級。趕快跟屯15顆但手機壞掉的wade大買電池呀～。我剛剛又下單掏寶買四顆華碩電池，代購總費用才1000。，台灣買東西真是傻。之前鴻海有說電池有問題可以去更換，但已經滿久了！。目前用M330已經2年6個月，非重度使用者，目前耗電量。比以前差，但沒到很離譜的掉電！。噴電快正常的 才3000mAh出頭的電池就別挑剔了。除了電池壽命以外 跟使用習慣也有關聯 我都是保持電。量至少50%以上 平常在家就插著充電器使用 另外節電。設定也記得要開啟 CPU有降頻差很多",2017/05/09
[問題] Infocus M330電池充電問題,https://www.ptt.cc/bbs/MobileComm/M.1476956162.A.563.html,Content：我的手機是Infocus M330，去年2月多時購買的最近一個月，使用原廠的充電線，充電會非常非常慢一個小時可能只充5~10%，有時候甚至完全沒充到還遇過幾次，充電一個小時在沒有使用手機的狀態下，電池少了快5%（變放電嗎？）用另一台Infocus M370附的原廠充電線也都是一樣情況可是如果是用Acer和Sony的原廠手機充電線充電速度就很快，尤其是Acer的，一小時可以充到快40%如果是換用Sony的行動電源+它附充電線充電甚至可以一小時就充60%以上想請問大家，這樣會是原廠充電線的問題？還是手機電池的問題？？; Comment：答案你不是已經說了嗎@[email protected]。有可能手機USB 接觸不良。我媽這台之前充不了是“線”的問題，但現在要換zf3。線 充電器 電池。所以啦 換線就好啦。我也是用m330 原廠充很慢 而且常常接觸不良 換條線。就好。M330原廠線真的超爛 我用3天就換了。拿線去充M370就很正常，又好像不是線的問題。但別家的線去充M330就正常，又好像不是電池的問題。已經搞不清楚是線or電池的問題了.....,2016/10/20
[問題] InFocus M330電池外殼裂縫！,https://www.ptt.cc/bbs/MobileComm/M.1475447621.A.6B6.html,"Content：小魯我手上的InFocus M330有兩顆電池，平常習慣3-4個星期交換使用。今晚拿出電池要換時，發現屁股那側的塑膠殼裂了一小片！http://i.imgur.com/tJB00ii.jpghttp://i.imgur.com/j0ZcV3D.jpg請問版上各位神人大大們這樣還能用嗎？還是保險一點直接回收掉    ？; Comment：不管原因為何，只要電池外觀受損強烈建議丟去回收。這顆明顯是高仿電池 真正的舊版科斯特電池是寫""燃燒。""而不是""爆燒""兩字。建議換掉。保護殼邊緣而已 我覺得還好。但如果這缺損是因為受到重擊所致 那就要考慮一下。就只是電池外殼的塑膠受損  電池本體沒事就還好。沒事 能用",2016/10/03
