Post Title,Link,Date,Content
卡美哈梅哈！Casetify 推《龍珠 Z》聯乘系列電子配件產品,https://chinese.engadget.com//dragon-ball-z-casetify-collab-130018013.html,2022-08-01,"['Engadget 編輯團隊致力為你蒐羅優質產品及優惠價格，文章內部份連結商戶與 Engadget 有合作關係，定價及供應量有機會更改，一切以商戶最新資料為凖。', '是次聯乘系列以《龍珠 Z》中的精彩的那美克星篇作主題，以多個大受歡迎的角色及令人難忘的場景為設計靈感，而主角孫悟空、「宇宙帝王」菲利以及笛子魔童都分別被設計成個人化強悍防摔手機殼，購買時可以輸入自己的名字，以特別字體在手機殼右上方出現。', '除了基本款式以外，首次露臉的的炫彩、透鏡手機款亦是這次聯乘的亮點：炫彩設計令人聯想起兒時收集的閃卡，並分成以主角一方的「Z 戰士」、反派的「菲利軍團」還有笛子魔童跟悟飯「師徒」三款設計；透鏡設計則更為特別，孫悟空使用經典絕招「龜波氣功」的手機殼於不同角度觀看時會呈現儲氣的不同階段，就像活生生在使出招式一樣，十分值得入手收藏。', '是次合作的款式囊括大部份 Apple 產品，包括 iPhone、AirPods、Apple Watch 錶帶以及 Macbook 等等，另外亦有部份產品適用於 Samsung S22 Ultra、Galaxy Z Flip 3 以及 Pixel 6 Pro。除了電子配件以外，還有《龍珠》籃球以及僅於亞洲部分地區發售的不鏽鋼保溫瓶可供選購。', '']"
Pixel 6、6 Pro 的五月更新修復了通知震動過弱的問題,https://chinese.engadget.com//google-pixel-6-may-update-010015008.html,2022-05-04,"['根據 Google 的計畫，五月更新會在接下來幾週時間內陸續推送。', '']"
Google Pixel 6 的四月更新來到，帶來相機、無線充電等多個修正,https://chinese.engadget.com//pixel-6-april-update-arrives-on-schedule-fixing-camera-and-charging-issues-120031019.html,2022-04-05,"['這當中包括了前置相機在特定 app 中看起來畫面被放大、以及相關預覽中有時會「綠屏」，再加上針對特定配件的無線充電速度等更新，據信是與 Qi 無線充電標準有關。', '四月更新將在未來一週內視裝置和電信商逐步推送。']"
Google 發佈最後的 Pixel 3 安全更新,https://chinese.engadget.com//google-pixel-february-2022-update-security-090057764.html,2022-02-08,"['除了 Pixel 3 以外，Google 也為 Pixel 3a 和更多較新的機種帶來了 2022 年的 2 月更新。新版修復了使用相機時自動重開機、藍牙音訊斷線及連線不穩等問題，而且改善了特定電信商的連線表現，並修好了部分場景下鍵盤遮擋輸入文字的錯誤。', '']"
Google 開始恢復推送延遲的 Pixel 6 與 6 Pro 更新,https://chinese.engadget.com//google-pixel-6-pro-december-update-rolling-out-080011014.html,2022-01-15,['Google 延遲的更新除了原本 12 月定期更新預計帶來的 UWB 支援的等機能外，也多了一些額外的修正。這包括了一個會使 Pixel 6 與 6 Pro 在特定狀況下導致 WiFi 斷線的問題，以及一個會使手機電力消耗比預期兇的臭蟲。']
Google 為新舊款 Pixel 帶來更多小功能更新,https://chinese.engadget.com//googles-pixel-6-can-now-be-used-to-unlock-bmw-vehicles-083523646.html,2021-12-07,"['Pixel 4a 5G 或更新的機種則是新增了一個「Quick Tap to Snap」的機能，讓你可以雙擊手機機背，來開啟 Snapchat。再向下一點，Pixel 3 與更新的機種都將能調整按壓開關鍵多長的時間，會啟動助理；並且擴大了 Pixel Buds A 系列耳機的低音設定範圍，現在變成了由 -1 到 +4。', '而針對特定和語言的部份，則是首先為台灣、義大利和法國的用戶開通了相當實用的「車禍偵測」功能，如果手機透過加速度感應器感應到了你有可能發生了車禍的話，它就會自動將你的位置和相關資訊傳送給急難救助單位。最後，Google 也為錄音 app 的自動聽寫機能，增加了日語、法語和德語支援。這些功能現在已經逐步推送給 Pixel 用戶，所以可以看看是否已經可以使用囉。']"
Android 12 的數位車匙等新功能已登陸 Pixel 6 和 Samsung Galaxy S21,https://chinese.engadget.com//android-12-digital-car-keys-assistant-widgets-photos-youtube-music-074114812.html,2021-12-02,"['除此之外，行車過程中的訊息智慧回覆選項很快也會變得更多（預計在未來幾月內更新）。想要在媒體 app 內搜尋音樂的話，在點按搜尋按鈕後只要說出你想找的歌手或曲名就可以了。跟媒體功能有關的改進還涉及到了小工具，以 YouTube Music 為例，它的新版 widget 會包含播放控制和近期播放功能。在未來幾周內，還會有新的 Google Play Books 和 Google Photos People & Pets 小工具上線。前者能直接打開書庫，幫你更好地尋找有聲書內容，後者則能幫你把最愛的人或寵物影像展示到主介面上。', '此外在 Google Photos 中，你會在照片網格裡看到 Memories 的內容，它能自動幫你精選拍攝自節日、特殊活動的寶貴影像。當然，用戶可以在 Memories 裡進行改名、個人化、修正等操作，想要將其從網格內去除也是完全可以的。藉著這次更新的機會，Google 也把 IoT 產品上的 Family Bell 帶到了行動裝置上，用戶未來就能在自己的手機上設定或共享事項提醒了。', '不意外的是 Gboard 也新增了不少 emoji，Beta 用戶從今天開始就能體驗，一般使用者在未來幾週內也能看到更新。最後在安全的部分，新系統會自動為那些長期不使用的 app 重置權限，以防止其在暗中獲取隱私。這項特性會先出現在 Android 12 上，從下月開始 Google 也會陸續將其推送給裝有 Google Play 服務的 Android 6.0 及以上版本裝置。']"
Pixel 6a 流出圖顯示耳機孔可能變沒了,https://chinese.engadget.com//google-pixel-6-a-leak-051404200.html,2021-11-21,['其他的規格部分，6a 據指會用到 6.2 吋的 OLED 螢幕，但未知會否搭載 Google 自家的 Tensor 處理器還是第三方的平台，畢竟 A 系列定位在比較便宜的中階機種吧。']
Google 更新 Pixel 6 以求改善指紋辨識器表現,https://chinese.engadget.com//googles-surprise-pixel-6-patch-improves-the-fingerprint-scanner-023004023.html,2021-11-18,['目前確定收到更新的包括有兩版 Verizon 的裝置和部分國際型號，手上有 Pixel 6 的朋友最近就多留意下更新提示吧。']
Google 稱 Pixel 6 指紋辨識慢是因為「加強的安全演算法」,https://chinese.engadget.com//google-pixel-6-slow-fingerprint-sensor-060002487.html,2021-11-08,['在 Google 的聲明出來前，曾有用戶認為廠方採用光學而非超音波模組是速度慢的主因。但只要體驗過一些不同手機的話，應該就清楚不同方案其實都存在有快有慢的可能性。Google 接下來可能會透過軟體更新的方法來嘗試解決這一問題，但如果修不好的話用戶們也不要太意外啦...']
Pixel 6 系列的充電功率並不能達到 Google「宣傳」的 30W,https://chinese.engadget.com//google-pixel-6-30w-fast-charging-claims-100040461.html,2021-11-07,['值得一提的是，測試人員也使用了 Google 舊款的 18W USB-PD 充電器來測了一下 Pixel 6 Pro 的充電時間。結果是它充到 50% 所需的時長比新充電器多 9 分鐘，完全充滿也只是慢了 10 分鐘的時間。所以至少在現階段，購買新的 30W 充電器實際意義似乎並不是很大。不過 Android Authority 推測功率的「封印」或許能透過軟體更新來解除，接下來就看 Google 會怎麼做了。']
Pixel 6 及 6 Pro 水貨登陸香港，即場試玩魔術橡皮擦,https://chinese.engadget.com//pixel-6-pro-hk-trinity-electronic-magic-eraser-100046775.html,2021-10-31,"['Pixel 6 8GB+128GB ', '風暴黑、珊瑚粉：HK$5,880', '海沫色：HK$6,180', 'Pixel 6 8GB+256GB', '風暴黑、珊瑚粉：HK$6,880', '海沫色：HK$7,180', 'Pixel 6 Pro 12GB+128GB', '風暴黑、陽光黃：HK$9,480', 'Pixel 6 Pro 12GB+256GB', '風暴黑：HK$9,980', '攝影功能也大有提升。兩者均採用 5,000 萬畫素的 Octa PD Quad Bayer 主相機以及 1,200 畫素的超廣角相機，而 Pixel 6 Pro 額外搭載一個 4,800 畫素的遠攝相機，提供 4 倍光學變焦及 20 倍 Super Res Zoom 功能。在前置相機方面，Pixel 6 擁有 800 萬畫素，而 Pro 版本則是 1,200 萬畫素。', '原圖：', '修改後：', '要注意的是 Pixel 6 系列跟 Pixel 4a 5G 一樣都不支援香港的 5G 網路，也不知道之後會否有相關的更新。不介意的話，可以跟三禾電氣查詢一下。']"
