Title,Content,Comment,Date
[問題] Realme X50 取消滑動解鎖,想請問各位大大realme x50 有可能可以取消打開畫面的滑動解鎖嗎？就是我按下電源鍵 或是 拿起手機感應打開畫面我能直接看到手機的桌面主畫面而不需要再用手機滑動解鎖螢幕這樣主要是因為這是長輩機 且曾經中風過 手比較無力所以希望能盡量減少長輩操作手機的步驟網路上查了不少網頁 但好像都沒辦法成功設定設定裡面也找不到...,取消鎖定螢幕呢 我是用指紋解碼 直接進入。善用臉部解鎖。指紋解鎖不是還要設定備用鎖定方式?。用臉部辨識不然就不要設定鎖定螢幕吧。之前x50都沒設鎖，雙擊 或 實體直接開。小米的話設定>更多設定>開發者選項>直接進入系統。樓上的應該可 或者 先關掉鎖屏密碼 然後連手機adb shell。locksettings set-disabled true。我記得華碩zenfone max2可以。買無線充電機種，不休眠螢幕恆亮不用丟充電盤蓋各布。使其降低亮度，要用時拿掉布手機直接拿起來即可。不用喚醒，不用插拔usb充電。。不是滑動解鎖，是真我有臉部偵測 設個密碼吧。https//i.imgur.com/W87s111.jpg。我什麼都沒動 臉給鏡頭感應到就解鎖了你自己再去設定一。下吧,2021/12/22
[購機] 小米10T/realme x7 pro/realme x50 pro,範本格式 (請依序謄寫，禁止更動格式)──────────────────────────────────────1.預算範圍/考慮機種：例：10K-20K/iPhone12 Pro Max、Note20U、XPERIA 5II一萬左右預算/現有選手小米10T、realme x7 pro、realme x50 pro如果有其他推薦的選手也歡迎2.使用需求(螢幕尺寸/拍照/效能/續航力/防水/記憶卡...等)：希望以cp值為主新機最少可以用四年  不打遊戲  照相要求不高  臨時需要拍照記錄堪用就好重量不要求反正是希望新手機會有升級感用起來很滑溜就好了平常就滑ptt.  看yt. ig. 看股票 而已這是我目前手機的使用狀況http://i.imgur.com/xFj47Mc.jpg這三個選手晶片分別是s865跟天璣1000我只希望他們可以讓我用到四年不卡頓就好....3.品牌喜好(不要XX品牌，要OO品牌)：都可以 ，以cp值為重4.補充說明(補充上述未提及之其他需求)：現在是用zf5 晶片s636的手機目前滿三年  已經開始卡頓到快受不了了而且小毛病很多  手機未接來電不會顯示通知  要自己開通訊紀錄看有時候會自己重新開機line的紀錄突然被洗掉登出(好像安卓會這樣)這隻的記憶體太小  每次切換就要重跑容量我128g應該夠用目前有烙印情形只要停留一個畫面太久就會(google map)但一段時間會消掉希望新手機可以有感升級挑選的幾支都是高階晶片希望可以至少用四年左右謝謝──────────────────────────────────────,"標題…。X50PRO吧。4年喔...........。現在手機只要不是那種太入門的，不計電池耗損，用4。年沒什麼問題。天璣1000不推薦 看下去 廠商都沒優化 容易發熱。我有10t跟x7pro 10t完勝但是x7pro很輕 如果重量，不。玩遊戲是考慮範圍的話，x7pro也行。這幾隻都可以，問題在電池兩年後要換那一隻有備料。zenfone 5應該是儲存空間不夠然後又emmc，換ufs的可。以撐很久。。我有一隻X7Pro體驗是蠻好的。手感佳螢幕漂亮。。小惡魔1記者說 10月才有 小米11T系列來台灣。高刷支援度算還可以。對比我另外兩隻S865+沒特別熱。x50pro應該很難買到了吧？他是單卡機另外藥丸孔偏大。moto edge 20系列好像也可以看看？。要用4年，拍照不要求，就10T了，旗艦cpu+續航高。x50p拍照好，但是核心cpu是短版，效能太低。x7p整體來說算不錯，充電也比較快，但是續航太低了。今年夠省電的還有點性能的 就778G  看向A52s。一萬要用四年有點困難。有865/870的話 還是優於778的。x3。小米10T早就停售了，完全沒做功課!。問手機前至少確認能買得到吧!。17樓搞錯了，是realme x50 pro不是vivo x50 pro。X7Pro還不錯啊 只是軟體有一些小毛病。X7P不錯。 如果續航的話新的GT大師？。10T蝦皮還買的到 144真的很滑。家母用zf5偶爾卡頓重開機就好了，文中其他問題也沒。有遇到，是不是買到機王還是使用習慣問題。前面有人說是容量滿也有可能。10T兩週前去旗艦店看還有現貨，但已無兩年保固，問。了幾間通訊行無貨了，最後選了s20 fe，一樣是865，。外型跟功能更討喜。要買10T 要快!CP值高,現在東森購物網還有貨...。紅米Note5 636 3年還OK，10T缺貨就改買pocoX3pro。Realme 新機 好幾台 CMOS 用 GW3 的最好避免。卡頓可能是沒記憶體了，移移清清檔案，查查軟體佔。用空間重安裝都有差。realme, 大師不錯。我買10t不到一個月 爽用 但只打算用兩年 給你參考。小米外勞都不想用了 資安問題大。外勞會在意資安問題哦？XD能不能炫炮可能還比較重。要",2021/09/29
[購機] OPPO A74 5G vs realme x50 ?,1.預算範圍/考慮機種：6000元(1)OPPO A74: 5G  6+128G 5000mAh 向東價6500(2)realme x50: 5G  6+128G 4200mAh 向東價58002.使用需求：手機只用來拍照、外出LINE、收發訊息。3.品牌喜好：都可以4.補充說明：之前ZF4陪我三年，工作正常、手滑入水才故障。目前SIM卡是4G，4G要能使用。大多使用筆電工作、娛樂，手機只要『穩定、耐用』就好。,"x50ㄅ。oddo低規高賣 秒選realme。x50吧，或是realme7地x也是6500。秒選realme x50，但更推8+128GB版。OPPO就REALME阿 你比較規格覺得值不值就好了。oppo a系列不值得。Realme 8好像不錯。之前的A73比較超值,不過應該停產了。realme 8 不如7...。realme就是oppo子品牌啦，我realme手機系統點開寫。colorOS。去realme修手機的時候，她叫我去oppo櫃檯。https//i.imgur.com/UQfMxEu.jpg。同樣6500的話 可以看realme 7 省錢就x50。X50已經更新到Andriod 11了，有多一些功能。realme X50或是vivo X50e也差不多這價位",2021/08/31
[購機] 紅米9T/realme x50長輩機抉擇,1.預算範圍/考慮機種：紅米9T/realme x502.使用需求:line和YT順，拍照不要太難用或畫質太悲劇(至少不要比ZF3差)，           室內用螢幕柔和不要太傷眼，暫無5G需求3.品牌喜好:應該就上述兩隻選一4.補充說明：長輩目前用ZF3，光開line都有點lag了，想趁618特價送一隻紅米9T_6G:$4400realme x50:$4900價位沒有差太多，x50規格較好，但一直聽說螢幕很暗怕傷眼睛，紅米9T這部分會比較好嗎?還是都LCD都差不多?另外兩款是不是都會有內建廣告太多的問題?謝謝大家幫忙~,家裡老人用x50 使用起來蠻直覺 感覺還行。9T算了吧，效能也沒比zf3好多少，換了一樣lag。室內亮度夠用 太陽下才覺得很暗。X50。9T電量大 搭蝦皮折價卷有驚喜價 但手腳要夠快。X50是不豔麗顯灰暗但是高頻PWM的LCD也比較柔和。說真的我不覺得會傷眼反而可能還降低眼睛疲勞。除非是極端環境大太陽下亮度不夠才會比較麻煩。想借問X50哪裡有這麼便宜的，我看到都5500以上。5500算正常市價。但現在都是靠蝦皮打折變成變相降價。變成低價手機打九折，高價手機折兩千。剛剛測試蝦皮的88折券還可以搶到結帳這支確實49xx。秒選x50。現在蝦皮還有92卷 折了5100多。也是不錯的價格了。價格接近的話x50。紅米特色就是傷眼！！！看久辣眼睛。9T可以 目前主力機。也是這兩台在抉擇。最後應該會選X50..。X50真的比較OK，765G比較好一些,2021/06/18
[情報] Realme X50 Pro 更新,其實前幾天已經更新好了更新版本為RMX2075PU_11_C20說真的更新的真的快讓我對realme印象有好很多但使用UI介面比起三星就不順不過個人感覺啦....以下為更新內容截圖http://i.imgur.com/ZkUyLVr.jpg,拍照爛 用一個月就脫手。用習慣就還好,2021/05/28
[購機] poco M3 & realme X50,1.預算範圍/考慮機種：例：10K-20K/iPhone12 Pro Max、Note20U、XPERIA 5II6000內poco M3realme X502.使用需求(螢幕尺寸/拍照/效能/續航力/防水/記憶卡...等)：外送用導航手機3.品牌喜好(不要XX品牌，要OO品牌)：不限4.補充說明(補充上述未提及之其他需求)：外送用的手機感覺是消耗品掙扎在要選哪一支之前用紅米會有導航飄移的問題不知道poco會不會這樣？如有更適合的手機歡迎推薦謝謝,m3 out。realme c3那種720p五千電量的？。Galaxy M12。自己用過覺得準就三星華碩LG，小米會飄，velvet要外。送可能要準備行動電源...。我用velvet送。選大電量的。我用velvet外送八小時都不關螢幕的狀況用掉一顆一萬。的行充然後手機電量還有100%。M3沒陀螺儀。加500上紅米 NOTE 9 PRO。沒陀螺儀還是可以導航啊。m3便宜，大電量。m3 看官網有陀螺儀阿？。沒實體陀螺儀用模擬的，Google導航實測可用，但會一。直晃動。https//i.imgur.com/WKYk1fY.jpg。這支不錯用 裸機手感7000內無敵手 質感一流。鏡頭 只有第一顆會露出 其他都藏在玻璃內。這兩隻螢幕都超級暗 如果外送白天用你要再考慮看看。realme 6。poco m3現在3399耶!!。官網 3599一支 官網也可以領200折扣碼 換算一支33。99耶 這段防疫期間而已 只是付費選項只有刷玉山卡。沒有辦法刷其他網購卡。太暗的問題就用手機傘阿。像是三星 我手上三台 全都烙印 亮也要想想看能亮多。久。手機傘XDD 也是個方法  亮度上去還是方便些囉。三星拿過3台，每台剛開導航都是反方向 ooxx。m3不會卡頓感很強嗎。M3 聲音不大  螢幕也比較暗  其他沒用過。不止玉山卡可刷，是玉山的系統而已!。阿...阿？,2021/05/22
[購機] 6K價位 realme X50 和 redmi Note 9T,1.預算 考慮機種6K 左右看到這兩支realme X50  $5990https://24h.pchome.com.tw/prod/DYAA3M-A900ASHUV?fq=/S/DYAA4M5G處理器4800萬AI四鏡頭高通765G4200mAhRedmi Note 9T $6699https://24h.pchome.com.tw/prod/DYAN82-A900B4FCL?fq=/S/DYAN815G處理器4800萬像素AI三鏡頭天璣800U5000mAh大電量2.使用需求(螢幕尺寸/拍照/效能/續航力/防水/記憶卡...等)：希望講LINE 視訊的時候盡量不要發燙知道用太久就是會燙 但希望能夠撐越久越好其他部分不會很在意如果拍照好的話加分(沒有沒關係)3.品牌喜好(不要XX品牌，要OO品牌)：都可以4.補充說明(補充上述未提及之其他需求)：──────────────────────────────────────發熱沒關係但比較在意不要視訊(手機)因此延遲主要希望講Line視訊盡量不會卡住(對方畫面不會動)發熱>價位>>>>>>其他(照相、電量、防水...等)不曉得哪支比較好,"9T ram只有4G喔。x50。當然選高通765g。聯發科只有最頂的那一顆旗艦(天璣1200)相容性和更。新除bug會做的比較好。x50溫控調教得很好 體驗不錯。不玩遊戲，拍照不要求，可去隔壁版收一支全新$330。0 poco m3。X50。765G本來就很涼吧，省電U代表。當然是765的X50。x50 隔壁收 或是去代購版找92折代購 讚~。poco x3 pro海鮮的神腦現在特賣，搭配折扣券6690。realme7 省電待機久又輕。處理器差很多 x50比較對得起它的價格。我認為面板比較重要，聽說x50螢幕亮度很低。請問蝦皮神腦怎麼折的啊？？。蝦皮特價沒了 是限時的 只有6g 藍或銅色有特價 其他。都沒有。Realme x50，讚 GG真心不騙。Line視訊發燙是軟體問題 我每一隻手機都會發燙。然後用Duo每一隻都不會發燙  你還覺得換手機有救嗎?。6k的 lg velvet。推一個名單外的Nkia 5.4,拍照蠻不錯的,發燙倒是還好。耶",2021/05/12
[情報] 電腦家 realme X50 $5990,https://24h.pchome.com.tw/prod/DYAA3M-A900ASHUV?fq=/S/DYAA59(極地紫)https://24h.pchome.com.tw/prod/DYAA4M-A900AUNZM?fq=/S/DYAA59(仙蹤綠)realme X50 5G(6+128)．6.57吋FHD+全螢幕．120Hz暢速螢幕．高通S765 全頻5G八核心．4+2六鏡頭4800萬畫素．SONY 1600萬自拍雙鏡頭．UIS MAX錄影防手震/AI智慧美顏．側邊指紋/臉部辨識/NFC．4200mAh支援30W Dart閃充(55分充滿)．Type C/雙卡5G+4G,真我PASS。去年雙11就6990。真我PASS。poco價錢影響大了。真我感覺送修要很久...上週送一隻X50跟我說缺料。X50賣多久了 還沒出完喔。五月底才有料可換...X50不是正熱賣的機型嗎?。https//imgur.com/3sZYPcr   補個人權圖。等送修回來再看看到底需要修多久啊(距離傳感失靈)。我用8+128的版本，我覺得超好用的欸...。765不太行了。765沒這麼爛啦，只是又有CP值更佳的產品出現而已。謝謝分享 已買lg vv。已經5990兩星期了，海鮮85折後5K，比較便宜。這支不錯啊。等3990的時候再叫我。5990打85折香爆。765不行了？？。765g算是目前最均衡的soc，不太需要開省電也能順暢。又長續航使用，剛入手q3pro，只能說mtk的調度真的很。迷，省電可以讓日常滑動卡頓，但正常使用比x50順又。稍耗電。。雖然再選我還是會選q3pro，因為x50螢幕太暗，重量太。重。。真我pass 爛iu。iu真衰，只唱歌沒賣手機也被罵。765不是功耗非常漂亮嗎？。765賣5k太貴了，畢竟有s21 256賣2790。樓上那個是突發的，不然我也想買啊。iu   XD。2790是哪支？。iu QAQ。https//i.imgur.com/sLoIhUC.jpg。UI吧。IU 錯了嗎XD。目前用XT覺得realme螢幕真的不太行 最後去隔壁徵了。一隻velvet而且鎖快充有點討厭。樓上velvet有鎖快充？我看網路是說原廠附的那個充電。頭不好。我指realme鎖快充。IU QQ。英文能力有待加強！XD。你們的螢幕更新率有被鎖住嗎？。POCO 出那兩支規格都碾壓真我，不降怎麼賣，X3更慘。，2CA 855+對860（855++？）最多4CA還能插記憶卡，。還有防水+耳機孔，真的太殺了。然後會考慮這價位手機的族群大多不會有滿血5G門號。，X3連4G跑滿都有困難了…。螢幕顯示真的鳥，鳥到我不會想推，雖然其他的部分還。可以。上個月在momo拿到200折價卷，折200買了Realme x50的。人路過，讚 真好用GG真心不騙。這支太重不如買realme 7,2021/05/12
Re: [情報] realme X50 pro 系統更新 安卓11,※ 引述《gogin (愛喝可樂的勾勾)》之銘言：: 早上看到: realme X50 pro 更新: 系統版本BMX2075PUTW_11_C.18: 主要是更新到安卓11: 早上就順手更新了一下: 沒事: http://i.imgur.com/IVVagDZ.jpg: 感覺有順手一點: 不過可能是錯覺: 如果有拿一樣的手機: 可試試看X50 （非Pro版）今天也收到更新了，大家建議直接升級嗎？ 還是先觀望呢？https://i.imgur.com/SaraA94.jpg,更 動畫上舒服很多 卡頓的問題也少了。X50 5G 5/1更新後目前覺得比10最後一版再流暢一點。安卓手機一律建議不要更新。不管什麼手機都最好查一下評價再去更新啦，別忘了。ios11。2.0多了系統分身，還有圖示可以調的地方更多了,2021/05/03
[情報] realme X50 pro 系統更新 安卓11,早上看到realme X50 pro 更新系統版本BMX2075PUTW_11_C.18主要是更新到安卓11早上就順手更新了一下沒事http://i.imgur.com/IVVagDZ.jpg感覺有順手一點不過可能是錯覺如果有拿一樣的手機可試試看,"反觀。別這樣  realme搞不好就只更新這個大版本了....。推。不用推啦  這種冷門手機....XD。只要大陸有在賣就不用怕棄更，反而印度版x3比較抖。要擔心沒賣到一定量的，像zf4p, 5, rog1。x3會升11放心。我的x7 pro月更一到兩次，去年就11了。XT只有安全性更新 我看應該是被拋棄了。X3也更了啦 只是小部分人收到而已 在等幾天。realme 6有機會嗎QQ。台版x7 pro還沒吧。realme x50呢？。pro有了 沒pro應該快了？！。我的x3昨天就升了 超有感 非常滿意。http//i.imgur.com/fkioCE8.jpg。哇好羨慕樓上 只好再等看看。還沒更新https//i.imgur.com/3AV3tr0.jpg。https//i.imgur.com/kMRSls7.jpg。這次更新非常有感。是啊  一些小問題更新後似乎沒了。XT QQ。想問一下這大更要半小嗎？。X3尚未收到更新+1 ...。X3 已更新。我沒那麼久....。XT不是會更新嗎。可以問一下X3的更新之後 還會有瀏覽器常常會卡住嗎。需要切換到別的畫面(首頁或其他程式)再切回去才會。正常。https//i.imgur.com/qXM4tr0.jpg。https//i.imgur.com/TkQJnJ6.jpg。https//i.imgur.com/75ra4rk.jpg。XT的也收到小更新~。好奇這支會上11嗎？。A11的流暢體驗不是錯覺，動畫方面有升級。趕快來買一隻x50p壓壓驚。我的x3昨天也收到通知，覺得現在版本好用，不想更。新https//i.imgur.com/Km5Ou1h.jpg。我的X50 Pro點了更新，然後卡死在桌面。。輸入密碼的視窗都跳不出來，畫面還一直閃。。X3已更新 GPS好像變好了。3/22就可以更新了 只是安全性只到1/5。X3有收到更新。。更新後的使用感就是整體變得像iOS/miui的感覺和省。電。。多工比較不容易觸發。。首頁往左划的頁面多了許多我用不到的小工具。。又出了正式版C.19 修正小錯誤跟安全更新",2021/03/26
