Title,Content,Comment,Date
[問題] OPPO RENO7 Z 設定不鎖螢幕,請問各位 OPPO Reno 7Z 如何設定永不鎖定螢幕長輩要用，覺得要解鎖螢幕很麻煩~~找了設定的螢幕鎖定那邊，也沒辦法關掉請各位指導謝謝,我不知道7z 不過印象中有的手機→設定→顯示→螢幕逾時。螢幕逾時已調到30分鐘，還是會鎖定。抱歉剛剛看了一下 我的手機也只能調到30分鐘...。怕解鎖麻煩，就不要設定密碼，或者設定指紋或臉部辨識就好。螢幕逾時只是調整自動關螢幕的時間而已。就不要設密碼了吧。指紋臉部密碼那邊進去改成無。就不用解鎖了XD,2022/07/23
[問題] OPPO RENO7 5G 全景光效如何使用？,各位前輩，請問OPPO RENO7 5G的全景光效要如何設定才會顯示，還是在台灣沒有開放此功能？（是OPO RENO7 5G，不是RENO7 PRO 喔）感謝各位前輩指導。謝謝。,,2022/05/21
[購機] 小米11T PRO與OPPO RENO7 PRO,"1.預算範圍/考慮機種：14000-170002.使用需求：重量適中、不要曲面螢幕、拍照錄影居多，幾乎不玩手遊。3.品牌喜好：無舊手機已經用了蠻久，剛好這2款都有優惠活動請問這兩款的話哪款會比較推薦呢？https://www.sogi.com.tw/compares/cellphone/16067,16178麻煩各位了，謝謝。",小米11T pro 拍照普通 但我覺得錄影倒是不錯。或許買小米12X比較好。省錢的話買11T就好 跟pro只差充電速度。12X是曲面。12X的螢幕是微曲面，我不太喜歡曲面螢幕耶。恩恩 也可以考慮vivo x70。拍照R7P好很多…不過兩支有價差，但我會選R7P。Reno6 pro 比較好我覺得。不玩遊戲買11T就好，一萬塊CP值很高。Reno6 pro應該是曲面。reno6 pro是曲面沒錯，被家人嫌的要命……。Reno6 pro雖然是曲面螢幕…但目前二手價可找到1萬左右的。，可以接受的話…CP值蠻高的。reno7 pro吧 沒有ois 是缺點，但重量跟拍照還不錯。R7P。感謝大家回覆。mi 11 + 888不推。單以cmos來說 reno是766贏10t無印。非曲面用到766的還有已經有台版的gt2pro(目前應該爆預算)。realme 9pro+(CPU 920輸多少也會影響到拍照吧 但便宜很。多 贈品拔掉跳很快)。以及將來有機會出台版的gt3neo。筆誤 上面是  贏11t*無印。雖然有價差，不過要選我選Reno7 pro。reno 6 pro。vivo x70也是用imx766。11T系列拔OIS大縮水。低光拍照還是要靠 OIS。R7P 沒OIS真的不推，我剛買R6P，供參考。沒OIS成片率真的會大幅下降 不管哪家沒有OIS的機型都不推。如果在意CP值的話小米11T PRO吧價格比較便宜規格也比。較好快充給到120w還有120hz螢幕更新率。vivo X70吧，reno 7 pro沒有OIS真的不太行。我現在就拿R7P 沒OIS我覺得是還好 不到很難拍阿,2022/05/05
[購機] S21 FE / OPPO Reno7,"1.預算範圍/考慮機種：三星Galaxy S21 FE 256Ghttps://i.imgur.com/rYLRPF0.jpgOPPO Reno7 256Ghttps://i.imgur.com/ZDRcTCT.jpg2.使用需求：老媽主要需求是拍照和追劇所以相機畫素、螢幕亮度、音質&音量大小、重量這幾點會比較在意3.品牌喜好：安卓為主(用習慣了)4.補充說明：前幾天去遠傳門市繳費，店員有推母親節資費活動我本來就有考慮轉5G，看這次搭的手機選擇很多想趁機幫老媽換台新手機，當作提早的母親節禮物目前挑的這兩支手機都是搭5G 999，價格一樣是$2,990三星那台120Hz螢幕更新率，比Reno7高而且有雙喇叭，感覺在音量跟音質的表現上會比較好？不過它相機畫素是3200萬OPPO Reno7螢幕更新率90Hz，相機畫素則是有6400萬重量跟薄度都比S21 FE更輕薄，如果長時間手持的話重量好像也滿重要的因為各有優缺，其他規格也都差不多所以猶豫中麻煩大家給些意見或使用上的心得~感謝","Reno7 似乎賣得不錯，MTK900感覺還好。oppo的拍照顏色比較鮮豔，通常會比較討喜。我記得都要綁三年 去名店不好嗎。如果考慮快充、妥善率、系統穩定、記憶卡擴充可以考。慮oppo 如果考慮螢幕、喇叭、悠遊卡可以考慮s21 fe。oppo 能上7pro 好很多。iPhone。Reno7的優勢在前鏡頭IMX709 用來自拍不錯。在意手感夜拍自拍容量選OPPO。我會選三星S21 FE，螢幕更新率比較高，雙喇叭看劇體驗上也。比較好一點。兩隻重量上也沒有差很多。沒有雙喇叭還要追什麼劇？Reno下去。上reno 6或7 pro。6pro s870加imx766 穩定又順。找6Pro 如果還有貨源的話。三星生態吧。如果追劇是主要需求的話可以考慮平板。看方案搭iPad 0元，我覺得CP值更高。有自拍/幫妹子拍的需求就歐寶。這搭機方案蠻佛的 還額外再送3C贈品 有電子鍋還不錯。Reno 7的下巴也太大了吧…。母親節這次贈品好多,還加碼抽獎Dyson,遠傳今年滿大。手筆的。這不用選吧",2022/04/21
[心得] Reno7 Pro 新竹隨走拍拍,最後決定換了Reno7 Pro用了差不多一個月看到目前版上還沒有人分享想說就來分享一下先放一張呼吸燈照片https://i.imgur.com/iqGgsNq.jpg蠻炫的.. 但是如果晚上手機都在房間充電又習慣關燈睡的話恭喜你獲得一個炫砲的小夜燈XDhttps://i.imgur.com/1rCUGQQ.jpg至於外型、手感，這部分就見人見智我個人是覺得不錯不過就像那句老話，我就先不請哈密瓜出來了最後就來跟大家分享一下拍的照片很久沒有來高中走跳的地方來晃晃新竹地標東門城以前都會在東門城這邊社團活動https://i.imgur.com/wm82d8E.jpg拍了一張一般版的照片做比較覺得夜景版的顏色比較飽和且鮮豔https://i.imgur.com/cIgMS4Q.jpg河堤上的貓，新竹有名的網美飲料店高中的時候來都不用排隊說https://i.imgur.com/vG0VqyK.jpg開了光斑人像功能發現可以用物品來當作主體效果蠻有趣的https://i.imgur.com/TvUKgd3.jpg散步去東門市場https://i.imgur.com/Kty1Mr6.jpg邊走邊拍發現雖然很多人說沒有OIS但其實使用上也還是ok不會影響這幾年東門市場也做得越來越好了店家越來越多，市場內也有很多有趣的地方奇異裝置藝術https://i.imgur.com/tNb62FU.jpg市場內裡面蠻多吃的，不過我吃飽才出門就沒有特別吃什麼了～不過看這些人潮，不要再說新竹只有麥當勞好吃啦！https://i.imgur.com/Jc2admy.jpg很久沒有來市區了，剛好天氣好出門走走不得不說這幾年新竹變化蠻大至少在東門市場以及東門城、護城河一帶應該算是有花心力在整理歡迎大家有空來看看最後再放幾張出去玩的隨手拍https://i.imgur.com/dRIqoju.jpghttps://i.imgur.com/E6aLAkv.jpghttps://i.imgur.com/881tUAG.jpg,呼吸燈真帥...想問一下你有使用第三方launcher嗎。夜拍好變態。燈有夠蝦趴XD。放大看夜拍還滿糊的。那個充電呼吸燈可以關嗎 有夠醜-.-...。燈應該直接RGB 真電競手機。貓店的燈壓不下來，可惜了點。家住附近的新竹市民推XD。有人習慣不關燈睡嗎XD。天璣1200效能最多也只是865。這支屏幕被對岸噴1080p看起來像720p的京東方爛屏 另外。只有單揚聲器  挖孔沒置中  屏幕只支持90赫茲不支持12。0赫茲。你覺得沒問題的話用的開心就好 只是同價位上小米cp值。更高。看影片只有單邊有聲音不會很怪嗎？。還不錯 只是一些評論似乎cp值不夠高。單邊有聲音已經習慣了，我拿x50e就降。旅遊文O。Reno拍照跟小米不太同等級，不能混為一談。呼吸燈好美。後鏡頭那圈呼吸燈好讚喔。如果有RGB好像會更帥,2022/04/03
[購機] oppo reno7或小米12X,1.預算範圍/考慮機種： 15K左右/reno7或小米12X2.使用需求：首重拍照和續航力3.品牌喜好：無4.補充說明：不知道這兩款鄉民們會比較推薦哪隻，換機在即，請大家給些建議，謝謝,oppo妥善率比小米好。小米12x拍照不行啊…。小米品質每下愈況QQ。都說拍照，為什麼選小米?。因為看過12X拍出的效果還不算差，所所以才列入考慮。拍照半斤八兩吧。Reno 6 pro。等GT Neo 3。那幾台拍照錄影都已經屌打iphone se3了。SE3 根本電子垃圾。Reno吧..小米現在真的不行..。oqqo爛到要這樣空洞的吹= =。同價格我挑X70...，reno7看實拍也不太行..,2022/03/23
[購機] OPPO reno7 pro vs vivo X70 Pro,1.預算範圍/考慮機種OPPO reno 7 provivo X70 Pro2.使用需求(螢幕尺寸/拍照/效能/續航力/防水/記憶卡...等)：考量優先順序：拍照>攝影>防手震>續航3.品牌喜好(不要XX品牌，要OO品牌)：OPPO reno 7 pro跟vivo X70 pro選一隻4.補充說明(補充上述未提及之其他需求)：之前一直在用OPPO，所以想說買reno 7 pro但比一下發現規格跟vivo X70 pro差不多而且X70 pro還有微雲台跟蔡司鏡頭但畢竟想說OPPO是新機，買新不買舊想請教一下這兩隻會比較推哪隻?,"A52S。等find 5? x70 pro?。這兩隻選就X70 Pro吧，不然改買reno 6 Pro。同上，OPPO強項是自拍，其他VIVO較強。正在用vivo x70pro, 拍照很滿意 系統很討厭 xd。oppo 上市21年11月, vivo 上市21年9月, 有差嗎?。Reno6 pro 拍照沒差太多現在跳水。reno6 pro跟X70 pro都用過，外型手感類似，都好拿，r6p有。grow星鑽工藝，背面特別，x70p霓啥藍很漂亮，介面的話…o。ppo穩定一些，拍照都很強，x70p成像較鮮豔，鏡頭配置排列。好看！可惜只有單喇叭。r6p處理器高通870，x70p是天璣120。0，感受差不多。X70 Pro吧，至少有防手震，續航也蠻不錯的。vivo拍照比較好。我會推薦reno7 pro ，買新不買舊，你也習慣oppo了，除非。你想嚐鮮換vivo系統介面…。X70 Pro還多一顆長焦鏡頭，拍遠景很方便。glow。這不用想也知道X70。x70pro。系統推OPPO 用X60p一個禮拜就賣 介面用不順手。前鏡7p的imx709強一點但後鏡輸不少 看你偏重自拍還是長。焦。買新不買舊的概念原來是這樣的用法，兩支不都是全新的？。reno7 pro 2022.2上市；x70 pro 2021.10上市。一定是oppo。兩隻都用過，vivo介面不太好，oppo的系統就很。舒服。拍照錄影選X70PRO   尤其人像。請問有使用過vivo x70 pro的，介面是怎麼樣不喜歡？",2022/02/20
[情報] Momo商城看到目前Reno7系列最低價,"Momo官網的方案 https://reurl.cc/e6pv6xReno7原售價：$15,990規格：MTK9008+256G3鏡頭65W快充4500電量Micro SD卡擴充插槽Reno7 pro原售價：$21,990規格：MTK1200-MAX8+256G4鏡頭 (後鏡頭 IMX-766、前鏡頭IMX-709)65W快充4400電量方案內容：https://i.imgur.com/SqUgCUN.jpg不管哪支，刷中信卡的話都是最優惠的555+1314+1000+1500=4369加上贈品1. Reno7預購禮：OPPO Enco Buds(市價$1,299) ＋Reno7專屬保護殼 (市價$690/不挑色)2. Reno7 Pro預購禮：OPPO Enco Air(市價$1,999) + Reno7 Pro專屬保護殼(市價$690)等於最後是Reno7：15990-4369-1299-690=9632Reno7 pro：21990-4369-1999-690=14932目前看到最優惠的價格給大家參考",桃子喔 pass。這減法... MTK900保護殼喊價690真好笑。網路購物錄影開箱不要少就好。這規格 這價錢。momo。給我一個買它的理由，oppo真的很敢開。不過這個牌子應該是線下銷售為主力吧。mtk900 實機玩過頓頓的。在momo 買過幾次 有錄影 後續都還不錯呀。momo 怕豹。怎感覺新的Realme 9 pro比較好XD。9pro可以一次減8600比較威XDD。Reno7 有SD卡擴充不錯欸 現在有擴充的好少 折下來也不到。賭人品。MOMO最好全程錄音錄影....,2022/02/17
[新聞] Oppo在台灣發表 Reno7 與 Reno7 Pro 新機,"──────────────────────────────────────1.原文連結：連結過長者請使用短網址。https://chinese.engadget.com/oppo-reno-7-series-tw-070013864.html2.原文標題：標題須完整寫出(否則依板規刪除並水桶)。Oppo 在台灣發表 Reno7 與 Reno7 Pro 新機，定價 NT$15,990 起3.原文來源(媒體/作者)：例:蘋果日報/王大明(若無署名作者則不須)Engadget Andy Yang4.原文內容：請刊登完整全文(否則依板規刪除並水桶)。Oppo 今天為台灣市場帶來了去年 11 月底發表的 Reno7 系列手機，包括了 Reno7 和 Reno7 Pro 兩款。除了晶鑽霧面的黑色版本外，此次 Reno7 系列主打的是一個名為「星雨藍」的配色，在磨砂顆粒之上呈現像流星雨一樣的斜紋效果。在背後相機的突起上，也做出了「星環」呼吸燈效果。Reno7 和 Reno7 Pro 兩款機種其實長的不太一樣，其中 Reno7 是圓弧的中框，接續到帶一點曲面的背蓋和螢幕，厚度為 7.59mm 並重 185g；而 Reno7 Pro 則是全平的背蓋與垂直的中框，與 iPhone 13 相似，厚度縮減到了 7.45mm，重 180g。內部的硬體方面，Reno7 採用的是 6.4 吋、2,400 x 1,800 解析度的 90Hz 更新率 AMOLED 螢幕，搭配 MTK Dimensity 900 處理器（這和之前中國發表時的 SD778G 不同）、8GB RAM 及 256GB 儲存空間。其三主鏡為 64MP 標準鏡、8MP 廣角及 2MP 微距鏡的配置，而前鏡頭則為 32MP。另一邊，Reno7 Pro 則是採用 6.5 吋、2,400 x 1,800 解析度的 90Hz 更新率 AMOLED 螢幕，搭配 MTK Dimensity 1200-MAX 處理器、12GB RAM 及 256GB 儲存空間。Pro 的三鏡為 50MP 標準鏡、8MP 廣角與 2MP 微距的組合，而前鏡頭則同為 32MP。其他包括 4,500mAh 電池、5G+5G 雙卡雙待、65W SuperVOOC 閃充等兩者都相同。Reno7 共推出「星雨藍」和「星河漸變」兩色，定價 NT$15,990；而 Reno7 Pro 則是推出「星雨藍」和「星夜黑」兩色，定價 NT$21,990。兩款皆於今日開放預購，2 月 19 日在 OPPO 自家通路及網路平台開賣，實體和電信通路則要等到 3 月 1 日。2 月 18 日前於 Oppo 通路預購的話，Reno7 送早鳥禮 Enco Buds，而 Reno7 Pro 則是送 Enco Air，全通路則是 2 月 28 日前購入就送保護殼。最後，Oppo 還順便發表了 Watch Free 智慧手錶。它有 1.64 吋的方形 AMOLED 顯示，主打的是與睡眠相關的功能，內建了「OSleep 全方位睡眠監測」，提供睡前就寢提醒、睡眠期間的睡眠監測（血氧飽和度、心率變化、手機端鼾聲監測等），還會在睡醒後提供睡眠報告，幫助使用者了解並改善睡眠問題。Watch Free 共推出「靜夜黑」和「流沙金」兩色，定價 NT$2,990，同樣即日起開始預購，到 2 月 20 日為止的預購期間內早鳥價為 NT$2,588，21 日至 28 日間為上市優惠價 NT$2,790。5.心得/評論：內容須超過繁體中文30字(不含標點符號)。──────────────────────────────────────https://i.imgur.com/6fLc2WC.jpgReno7 共推出「星雨藍」和「星河漸變」兩色，定價 NT$15,990Reno7 Pro 則是推出「星雨藍」和「星夜黑」兩色，定價 NT$21,990。Reno7 送早鳥禮 Enco Buds，而 Reno7 Pro 則是送 Enco Airhttps://i.imgur.com/tz71Umm.jpgWatch Free 共推出「靜夜黑」和「流沙金」兩色，定價 NT$2,990預購期間內早鳥價為 NT$2,588","還不如買三星A52。R系列的用戶都習慣半年換一隻了呢。賣這麼貴，相機還拔掉ois，OPPO也是很敢。90hz的螢幕......。7 pro兩萬，結果只有90。感覺這系列每代推出間隔也太短。導致沒啥新奇功能,結果變成亂搞。天璣1200都賣2萬了，天璣9000大概就要四萬。Reno真的貴…。這代對比上一代Reno 6 pro。主鏡頭拔掉ois，砍掉長焦，超廣角1600萬剩800萬，870變成。天璣1200。然後這代目前還比上一代貴，銷量會不好吧。亂寫，1800P 是什麼鬼解析度用。主要是台灣的Reno6Pro其實是對岸的Reno6Pro+超大杯版本。Reno7這次沒有 加上6pro開賣半年已經跳水。所以要買也是6pro才划算。一直出新的可以維持毛利跟話題熱度 就是機海策略 所以Re。no每一代都差異很小。反正大多數消費者不懂規格 只在意最新的是哪一隻。出來降價的。Reno都半年推新款 但是這次沒有高通也太慘。CP超高。沒用高通是因為高通快沒優勢了，大陸很多手機廠去年開。始就慢慢轉向聯發科，免得被美國掐脖子，一紙禁令就讓。你拿不到晶片。。定價比Reno6系列便宜，如果不是買pro，應該還是選7吧？。同價格優先買Reno6Pro，不買Reno7Pro？感覺怪怪的。。而且有點搞不懂，為何主鏡頭7PRO是50MP，7是64MP？。還有就是聯發科比高通差嗎？。比蘋果還賣信仰。樓上N大我有解釋了 可以看一下。畫素是因為7pro用的是跟6pro/FindX3同款的imx766。這幾隻固定都是5000萬畫素 Reno7完全不提cmos。1萬的6z也是6400萬 不會有人認為會輸Findx3吧。cpu跑分6pro/7pro非常接近 看你想挑哪一家了。步步高的手機都偷料，廣角766都換成jn1了。怎沒OIS...。沒有防手震也太慘，還不如挑X70 Pro還比較好...。旗艦等級不給防手震也太慘吧，改買X70 Pro或Pixel 6都好些",2022/02/11
[Live] OPPO Reno7系列新機發表會,1.發表會名稱：OPPO Reno7 系列新機發表會2.發表會時間：2022/02/11 11:00 其實就等一下3.發表會內容：OPPO Reno7系列發表，這次發表會是以發布Reno7系列跟OPPO Watch Free以及最後會有許光漢代言的廣告播出，另外看看會不會有Find的驚喜消息。4.直播網址：https://youtu.be/hARsri_V51o,"屏幕被對岸噴成屎 4000千人民幣的爛屏 B站就能看到。oppo上次最後買的R17Pro 屏幕比我用小米還差 清晰度。用看的都能感覺出來。沒有watch 2是不打算推國際版了嗎...。開始了。給我Find N。鏡頭比上一代還爛。星軌呼吸燈 Reno7 Pro only。只有藍黑兩色。自動對焦錄影 有點意思。上一篇文章2016年發的，有意思。新東西 防偷窺模式。價格要出來了。reno 7 $15990。21990算貴嗎。reno7 pro $21990。watch free $2990。價格可接受。find系列不知道何時發表。牆國自己都不夠賣了 台灣大概沒什麼機會..。7的價格還可以接受，如果要pro的話我會等降價。reno7中國用高通S778,台灣只給天雞900。reno7又貴又廢。回頭看了一下，這次的RENO7已經國行跟海外分開，比起大。陸版的，國際版的更像是RENO7 SE塞RENO7的部分模組導致。加厚。就和日本一樣，好貨先留給自己卜。垃圾賣15990真的很敢 嘻嘻。reno7外觀很好看",2022/02/11
