Title,Content,Comment,Date
[心得] Xperia 5 III旅遊拍照心得(負評),前言廢話：先前在蝦皮拿到八折券決定再買一隻安卓機當網路熱點分享兼公務機看同價位三星s22是包莖萬更熱且續航不佳且有三星手機螢幕冷筍疑慮於是選擇外觀也較好看的x5 iii，且看到有加強內部散熱雖然之前用1 II散熱方面經驗不佳但還是決定再給索尼一次機會平常一般使用已經覺得順暢度不如哀鳳但想到只花了不到兩萬就不計較本文：由於有過mk2的經驗，一拿到手機後直接adb關閉溫度控制app雖然十分有效，至少不會用用馬上鎖60hz，也不會拍一拍顯示一堆功能關閉不過上周末去花東玩時想說順便來測試mk3跟13 pro max拍照效果如何畫質上覺得是各有優劣，13 pm的hdr效果驚人，怎拍怎漂亮而sony則是色調真實且細節較好，還有快門鍵儀式感十足蠻享受用這支來拍照的感覺但好景不常，當接近中午時太陽正大，去海邊拍照時，大概拍個六七張後手機觀景畫面開始感覺剩下30fps不到，且不時卡頓拍照儲存速度開始越來越慢，角落照片預覽的地方不斷轉圈圈轉個不停點下去顯示上一張照片時也是轉半天甚至完全無法顯示當時app中看大概40度左右繼續拍下去後，快門按下去畫面直接卡住，也不知道有沒有儲存左下角存檔預覽繼續轉圈圈，滑掉相機app重開之後發現剛剛過熱時拍的照片完全沒存檔到不然就是一張黑色的畫面再繼續拍下去後開始連app都無法開啟直接閃退了，這時溫度43度前後到過熱完全無法拍照大約不到十分鐘而過熱時間幫家人拍的照片全部都不見了，沒儲存成功本以為關閉溫度控制已經無敵了，沒想到還是一樣結果同時用i13pm拍照依然還可以使用雖然機身變熱但沒有5mk3這麼燙任何功能也都還可以正常使用結論：珍惜回憶 遠離索尼這支拍照特化型手機並不適合戶外拍照，畢竟除了冬天之外戶外遊玩通常有太陽，這隻嬌貴手機只要曬到太陽溫度立馬飆升然後相機馬上罷工，雖然之前用mk2時已經吃過索尼的虧開會時做紀錄拍一拍結果相機app直接當機之後瘋狂閃退當時版友說我是中了機王這次不信邪還是同樣結果已經開始後悔是不是該停損換三星了...,"我的Pro-i 到白沙灣拍小孩，第三張就....強制關閉。也太扯。爛。祖傳過熱。戶外拍都會手調亮度，自動亮很熱又耗電。背殼塑膠，前oled發。熱，這樣cpu怎麼散熱。一代比一代熱，mk2算是涼的。不要跟荷包過不去，跳過888/8Gen1/Tensor。索尼：請充值信仰。Sony旗艦機背殼不是塑膠吧…。不過Sony散熱。明明S810時代Z5還用上熱管散熱。這幾年卻越來越倒退…尤其是8G1的1 IV。看對岸拆解不是說連均熱板都沒有XD。#1YgdTBud (MobileComm)。現在大太陽下 我的865機型拍照還是穩 而且自動亮度明。顯比i13p/s21清晰/亮一大截。這板 搜一下 過熱 不只三星 蘋果都中槍了。索尼的拍照熱當是祖傳特色，跟處理器無關。大家都過熱 但索尼罪大滔天 好喔。夏天絕對不出門的我 非常適合 讓手機跟我一起吹冷氣。是不是祖傳是一回事，怎會覺得跟SoC無關？。痾，大家都過熱可你索尼相機溫度牆設最嚴格活該被集火。用沒多久就過熱到關相機 這誰能超越。硬要挑戰三星工藝。我拿VIVO X70也沒過熱啊= =。拿同樣888的S21U，拍照從沒過熱，大太陽底下比較燙手但相。機不會罷工。Xperia1Mk3是我第一支也是最後一支索尼手機 真的太雷。zzz。1 II 體感43以上沒問題https//i.imgur.com/3wrx1oa.jpg。吸血鬼是不是==。z5有散熱管散熱膏但實際效果也不怎樣吧 雖然s810的鍋。應該比較大。我拿被罵熱爆的pixel 6去夏天的旗津猛拍錄影也遇到沒。過熱不能拍。*也""沒""遇到過熱不能拍。我6月拿被板上幹爆的888+去中興大學外面拍阿勃勒，手機全程。都正常工作啊。補充：全程天氣熱的要死，熱到翻。p6真的熱，但至少肯頂著高溫來工作~。是用5G訊號嗎？1 III用5G感覺比較熱一些，平常為了續航。我都開4G，在太陽底下超過半小時也還是能拍。https//i.imgur.com/0rKVlCR.jpg。我5ii拍照沒過熱過耶  用一年了。索尼過熱機不意外。索尼請用信仰冷卻它。熱情粉絲網友會說，索尼過熱是810時代的事了。z5雖然沒均熱板但至少有銅管，這次是什麼都沒嗎＝ ＝。只能開飛航 螢幕調低 降低手機溫度了。祖傳。剛好看到這招真應景你索涼伴。可惜戶外沒得這樣用。https//youtu.be/bNoh7rSxkEc?t=561。https//i.imgur.com/KNUtp9F.jpg。遺傳。代代不過熱VS代代都過熱。過熱已嵌在索尼DNA裡了。大家都很熱，就你sony只給一片石墨片。祖傳過熱 什麼時後才要改。只能建議換支",2022/08/02
[討論] Sony Xperia 5 III更新暨1 IV發表心得,http://i.imgur.com/LV8J8nU.jpg版號61.1.A.7.35只有316.8MB應該是安全性更新一樣先觀望再說,以手機的硬體限制來說 該給的攝影操作都給了吧。除非你是。說那個強迫人要手動換鏡頭的邏輯思維。想問長截圖要怎用？更新完還是沒有選項。5系列手感真的超讚，可惜沒無線充電。白話：AI寫不贏人，叫用戶自己修圖。要是SONY跟進拿掉耳機孔跟挖孔螢幕 我看就直接倒了。這個話題我滿有興趣的，像是你有在玩相機，應該會知道手機。上的先天光學限制在哪裡，所去以才會有演算法的出現去輔助。手機，我稍微開始摸相機後，才知道sony的alpha有多麼厲害。。我個人的感想是，雖然xperia的1、5、10系列已經到第4代，但。改變較多的的似乎只有相機介面，總感覺這個手機只是個充滿。遺憾的相機介面模擬器。。很多人都說，xperia比較真實，並且可以手動，但，別家關掉h。dr也可以真實，別家也有手動介面，不能老是用這兩個理由來。為xperia疲弱的演算技術找藉口。不過，我認為這不是消費者。的問題。索尼的手動的確是比其他家更專業啦。只是索尼走的路線的太極端了。Sony的手動模式比其他廠牌順手。希望加上相機的風格設。定，讓使用者自己設定飽和度和對比強度。就照片分水嶺 手控黨續留SONY。自動黨全面轉進藍綠糧三廠。介面再專業也只是空有介面，很多時候在照相上手機是力不從。心的，gp125裝上f16的儀表板它還是gp125，所以我才說這是個。充滿遺憾的相機介面模擬器。去SONY在自動這部分慘烈到打不贏萬元電子垃圾。可惜是8 Gen 1。去年。當然對高手來說，用什麼器材都能夠去充分發揮，但是手機 它。面向的是更多一般使用者。4K 120fps錄影 我記得1 II裝Video Pro也能用這個設。定錄影說...?。這次是3顆鏡頭都能錄4K HDR 120fps。這次好像是三顆鏡頭都可以4k120。不過我覺得最87的還是要讓你有單眼體驗所以鏡頭只能用手。動切換的。這一次鏡頭可以無縫切換了。我覺得這次亮點是螢幕亮度1000nit，然後續行更好，變焦不。用換鏡頭。YT有無縫切換影片   還是有一點點的感覺啦QQ。同意七樓，可惜手上有sony相機了，不然我或許會對xperia。相機感興趣。我的確有拿單眼（雖然不是Sony），所以能馬上上手。以我的喜好其實Sony白天拍照沒什麼問題了，主要是光線。較暗場景和數位變焦的演算法，需要改進提昇畫質。完全不想調的人，給他 iPhone 那種最陽春最簡易的介面就。好；很愛手動自己來的人，就是要給到索尼這種完整度才讓。人滿意。。既然要效法相機，應把功能都做出來、讓使用者選擇才好。蘋果13排出來算法痕跡真的很明顯 尤其在電腦上看的時候。三星和蘋果那個散景跟摳圖一看就知道是算的啊。。http//b23.tv/jnWyUp9。感覺手機的那種焦距要拍出大光圈淺景深效果實在有點太為難。它了，這時候就只能靠演算法去輔助，雖然有時候很假，但也。能讓大部分人享受到拍照的樂趣。除了像上面提到算得很假，很多廠商認為光線不足，就會。自動切換到主鏡+數位變焦。但對習慣自選鏡頭的使用者。反而是種困擾。偏偏算法製造的銳利度和鏡頭選擇關不掉。其他廠商太自動、Sony算法又不積極，有沒有適中的啊XDD。samsung的expert raw不會亂切鏡頭。apple可以靠要錢的app如moment。已經拿過5支Sony了，接下來應該也是換今年的索尼。蘋果就是這樣啊，想用強制用長焦還是要自作聰明用主鏡裁。切，近拍也不知道到底是強制用超廣角還是依然用主鏡。。用過半年多的5II 手動實際能做的事情沒想像得多。raw因為沒演算法介入 雜訊也相對較多。實體快門手感也不是很好 各方面都覺得稍嫌失望就賣了。雖然我相信現在到第四代一定各方面又更進步。但真要拍我還是拿單眼就好 XD。算是透過5II重新審視 自己對手機的需求還是方便為主。我還死撐xz2c,2022/05/11
[情報] Sony Xperia 5 iii更新,http://i.imgur.com/7d8AKpN.jpg只有359.2MB版號 61.1.A.6.2可能只是安全性更新之前安全性更新只到一月觀望一下再更新希望之後會把通知欄改掉沒通知還占全螢幕,放心，沒改QQ。5 II還在12月 真是廢到笑。5II被遺忘在時空裂縫。5ii不知道要拖多久。不要太不滿。不更新才是SONY價值。港版5II前幾天更新過。國外好像都更12ㄌ。說著說著5ii就更新了 1G多。https//i.imgur.com/jqwFvbi.png 那這個一千多是在更。啥。5 ii 推 android 12囉。才說到ii而已 馬上收到1GB的更新推送 XD。5ii看到這篇文就剛好收到更新@@。欸 恭喜 問了就是更新到12。van。查了一下就是安卓12了。5ii 也推了。5ii 是更新安卓12。更新中。台灣就是慢國外二個星期起跳，不想等就刷外國的rom。安卓12  SONY傳統鍵盤好像陣亡了。一些遊戲下面切黑邊的問題改掉ㄌ，史詩級更新。5ii已更完 目前沒什麼問題。更新完多了一個Files By google應用程式。https//youtu.be/-10zDxrXlnw。各位你們用相機鍵直接開啟photopro的功能正常嗎。窩之前給人家搶先裝之後就壞掉惹這次更新一樣只能開一般。相機 有沒有解。回樓上 我的是正常可以開的。那我看我應該沒救了。https//i.imgur.com/Kqc1ozy.png。桌面時鐘黑底的問題可以在這改，長按出現移動框框後右下。有個編輯符號進去可以改。螢幕截圖只剩電源+音量鍵可以用了喔？是的話有夠白癡。右上角電池趴數離邊緣好遠 是正常的嗎。電在拍照模式下會出現綠點的用意是什麼？。我以為也會有介面顏色調整的功能。x1ii也有一個小更新。12醜到吐 我是不想升。5ii也更新了。綠點是要讓你知道相機正在使用吧 怕有的app會偷開相機。5ii更新完有點卡卡的...。我正常 但是wifi藏起來有點小不爽==。wifi可以自動化阿。更新後遊戲增強器不會按照開啟時間排序了...。pro-i 更新完12很順。老實說越改越爛。最一開始是電源鍵按了之後 截圖就在拇指旁邊而已。material you 應該會慢慢推送更新給各廠。這次bug超多 使用感蠻差的。返回鍵跟多工鍵一直失效 很難用。大更新完遇到問題，手機資料先備份 ，重置系統或電腦官方。軟體 修復更新手機試試看。1 ii 更新後，指紋辨識變差了。重新註冊指紋才解決。1ii充電中會無法指紋解鎖...。更新後沒碰到螢幕或按鍵也會莫名震動 有辦法關掉嗎。覺得醜的可試試暗色桌布+深色主題，白色圓形會較不明顯,2022/04/06
[購機] Sony Xperia 5 III、5II、1...等,1.預算範圍/考慮機種：只要sony都行，5K-25K2.使用需求及品牌喜好：完全沒在玩手遊都拿來滑PTT、YT、TWITCH、金融app等也很少照相但希望有今天才摔壞螢幕的nokia8.1的水準不想用中國牌韓國牌又想要有耳機孔、記憶卡刪去法之下只剩sony3.補充說明：希望以耐用、CP值高為優先畢竟nokia8.1在輕度使用下也用到今天頭好壯壯聽說sony指紋很容易壞，很擔心QQ,5iii。從Z5c用一年多壞過一次 XZ1用到現在沒壞 已升級5III 對。指紋是不太擔心。這需求還有夏普ZERO6可選 不過S750跟SONY二支比較弱。指紋是一代很爛，二代之後沒什麼狀況了。感應超級靈敏，你就挑外型喜歡的買就好。I II應該剩二手跟福利了。新宇舊換新能拿兩年保(。5 mk3 應該算 CP 值好，其實如果能找到 5 mk2 更好，但新。機很困難。。指紋容易壞的應該只有1、5第一代而已。買5iii給太太用到現在很滿意（不打手游只看吃播）。我買過SONY  覺得有點不太優...系統不太穩  我最近買。新手機已經跳槽到別品牌了。應該買不到II更不用說I，不然你等四好了。不重視效能 那就剩下大小了 5II 綜合來說都很好 就是小了點。指紋很穩定。當年Z5用了四年。指紋沒事。手邊的Z5指紋辨識也還是好的。xperia5ii 好用。等10 iv。5iii 買新不買舊。5ii應該沒新機了買3就好。5ii好用。今年剛換5iii覺得滿意，非常好拿~。xzp指紋鍵用到現在還是很靈敏。1ii.5ii 中古便宜入手，等下一代cpu表現吧。5iii。XZP指紋很好 但Xperia1超爛 解鎖成功率低於20% 目前換S22U。正直與善良都回來了。你的堅持我完全可以理解。1代的指紋非常慘烈 我現在正在用Xperia 5。已經很久沒用過指紋了...。不過買新不買舊 建議就是5iii了。5ii比三星解鎖好。其實可以看s22還是一樣有哪個膜才比較容易成功的文 就知。道還是有毛病。sony解鎖就是順又快。5 ii大概只剩福利機了。這價位跟範圍 新的也只有5iii吧xd 5系列手感真的好，不過。不用殼好滑 哈哈。5一代 自從某次更新後指紋超級順。5一代可惜的是沒有耳機孔。問就是1 iii。5ii使用中 不過二代新機都買不到了。5III指紋讚。捏一下等4代出來。8.1我也用過，現役是5iii，如果是這樣升級的話，不會。後悔。指紋是5、1的一代有問題 mk2之後沒什麼案例。有啦QQ 我的1ii掛了 但是是從兩公尺高的地方掉下去。才摔壞的。5紅色剛出用到現在，指紋都秒解。指紋用了快2年沒什麼問題。5ii 讚。5ii首批用到現在 指紋只有碰過在極暗處無法解鎖。我的5 ii指紋掛了 QQ,2022/03/09
[問題] Xperia 5 iii gmail通知設定,最近新入手Xperia 5 iii手機但有三個問題讓我很困擾：1.我原本的手機是xzp，如收到新的email，會有震動通知，並且顯示在最上方但是5 iii不會震動欸！（只會顯示在最上方，小小的一個M）這讓我很困擾（這項已解決，感謝一樓推文）2.5 iii最上面的通知顯示（包括時間、電池%數的那一條）以及最下面的回復等基本功能（有三角形、圓形、方形那邊）都好窄好小喔！！！有沒有可能調大一點呢？3.點右下角的方形，會出現正在執行中的所有頁面以前xzp在手機螢幕上方有「全部清除」，可以很輕鬆一次清掉所有頁面5 iii要一直向右滑滑滑，滑完所有頁面才在最左邊看到「全部清除」很不方便，請問這點有解嗎？謝謝大家！,應用程式和通知>Gmail>通知>郵件 去看看裡面震動有沒有開。https//i.imgur.com/LTRrQWN.jpg。gmail設定裡的新郵件一律通知也勾勾看？。https//i.imgur.com/Fs29rcE.png。2的話不知道是不是只能調螢幕的顯示大小，3我是滑的。速度快一點就會直接到最左邊的全部清除~。2. 我是調螢幕顯示大小 3. 沒辦法。抓第三方清記憶體的可能可以解決吧。我只有三天後手機開始lag 才會去清記憶體。第三點沒事不用理他，系統自動管理就好。手機lag阿，卡卡的。lag先抓CPU-Z看看是不是被鎖頻，重開可以解決，但是不。知道怎麼根治XD。我有用 DevCheck 確認，是記憶體太滿了,2022/02/27
[問題] Sony Xperia 5 III需要鏡頭保護貼嗎？,各位好，如標題。上一支5 II用幾個月感覺鏡頭沒刮傷，但用起來總感覺怕怕的，鏡頭老是磕碰。現在改換5 III後想說避免再發生，但搜尋了一下也沒發現鏡頭到底用什麼玻璃。保護貼貼了又怕影響成像。請問建議是貼還是不貼呢？5 III還在寄送路上,看你 你喜歡就好。一樣剛換5iii (前一隻G6軍規)。過往經驗是寧可有貼有預防。不用貼。不用 裝高於鏡頭的保護殼就行了。等到刮傷會影響拍照你也差不多要換手機了。裸機的話你的背蓋會先刮花到你想換了 鏡頭都還沒什麼事。隔一層保護貼後那畫質我還不如拿黑色膠帶封印相機。所有的鏡頭貼都是垃圾，所有.。話你都說完了我是要說什麼啦！會怕就貼啊，手機是要用的。爽不是拿來擔心受怕，我不貼因為我希望拍照可以拍得爽，。相反我也不會去擔心碰到。貼了，容易影響拍照成像。。我用惡魔殼高於鏡頭就好 不用貼。5 II比較好吧 幹嘛換。有保護殼了為啥還要貼？。鏡頭保護貼很蠢。不要貼，絕對影響鏡頭透光率。我5ii貼了之後鏡頭直接糊掉。給你參考。影響透光和成像很明顯。鏡頭沒那麼不耐刮…。蔡司本人在哭。給你T*  然後你把他貼厚.....。Sony我用一年半沒刮傷 Pixel不到一個月就刮傷。我裸機 我驕傲。鏡頭貼絕對是跨時代的智障產物。https//bit.ly/3IWf6k9。推薦這個鋁製鏡頭框。sony 不是就應該要裸機。只裝殼不用保護貼的路過。蔡司鍍膜哭了。我的5 ii裸機一年了，有包膜跟螢幕保護。手感無敵、外型無敵、散熱無敵。現在手機鏡頭都比保護貼還硬吧。5II續航也滿瓜張的==我玩DFFOO狂玩100~0%可以撐6個半小。鏡頭保護貼不挖洞絕對影響畫質，但有挖洞又沒有保護意義。基本上要顧畫質就不建議使用↑,2022/01/30
[問題] Xperia 5 III 使用畫面凍結當機問題,最近家人新購了這支手機如下圖為會使用的APPhttps://imgur.com/f9aiFmKGoogle資料夾的不會使用右下角的資料夾的APP為KKBOX、Free TV(看電視)、台灣收音機(聽廣播)但在使用不到10分鐘會出現畫面凍結並需要重開機的狀況(待機時不會)有安裝溫度監控程式確認當機前是沒有過熱的問題拿回家中測試以後未出現畫面凍結當機(外部環境的差異為使用的WIFI不同、未連接藍芽(小米戶外藍牙喇叭))但家人有反應有1次為在戶外使用且原本家人的使用環境的原手機(XZ3)，也未曾出現畫面凍結當機的狀況那是否為買到機王或者是有其他的因素造成呢？謝謝。,特定APP的話，刪完快取應該不會再發生。整機這樣的話不。正常。保內拿去新宇看看吧。拿去換一支，要快。機王。機王。好神奇的bug。可能是程式沒接到 exception ，就一直在等投影訊號,2022/01/30
[心得] Sony Xperia 5 III 使用三天心得及開箱,開箱https://i.imgur.com/CglvcAB.jpghttps://i.imgur.com/Im4Nnf3.jpghttps://i.imgur.com/MCb2zDh.jpgZ50拍攝https://i.imgur.com/jNTIp9T.jpghttps://i.imgur.com/Xb63vJo.jpgS10拍攝心得1.UI非常悲劇，沒有內建相簿，沒有內建檔案管理，返回鍵左右不能改跟pixel一樣2.相機解析度有夠差，全自動下拍照及錄影成像大概只有三星S8的水準，後鏡頭沒開放4k60fps，前鏡頭更扯連1080p60fps都沒有，長焦鏡頭拍出來有夠糊，不說還以為是我手抖到3.螢幕亮度不夠在太陽下就是悲劇，閃光燈有跟沒有差不多晚上拍照悲劇，喇叭聲音小追劇悲劇4.內附30w快充很佛心但省了無線充電5.我沒玩遊戲所以噴火龍個人無感6.可插記憶卡及手機外觀還有握持手感是購買主因S22快點上市吧這支X5準備丟給我老爸用了,"真爛。XD 最後一句。賣了吧，老人拿這支拍照越拍越沒自信。索尼砍掉自己的相簿改用谷歌真的很不能理解。谷歌相簿超級難用。喇叭小生可以看一下杜比有沒有開，預設好像是關的。這隻沒有檔案管理？不是""檔案""APP就有了嗎。有開還是小聲窩就沒辦法惹。谷歌相簿真的爛，下載個gallery go 好用很多。裝video pro什麼4k60 直接4k 120給你玩。返回鍵明明就能改根pixel一樣。哦 我看懂了 不過原生手勢很好用了吧。側邊還有上下滑自訂功能。至於長焦 我跟13P比Sony的比較好 長焦本身光圈較小 若在弱。光牌本來就容易因為高iso造成品質下降。SONY現在側邊好用到不行。最後一句...你也太不孝了www。第2點就Sony著重在相機手動模式。而自動模式給它放著爛的結果。這是旗艦機？？。亂講..那可能只有S8水準...。就不想花成本維護那個app啊 用google多好。自動沒有爛吧 有疊圖降噪 拍建築物夜景 天空噪點控制的不。錯。你爸欠你錢？。這隻有這麼差？。笑死最後一句。請問前面三張是有用濾鏡或修圖嗎 好好看。這隻真的不行 相機很不直覺 沒有4k60fps 系統會莫名。鎖大核導致系統整個卡頓。慘。三星跳索尼，UI大降級，就算有記憶卡和耳機孔還是不敵。三星……，辛苦了。。真的 不建議三星跳索尼  差太多了 會氣到想摔手機。這麼慘，原本想給sony一個機會XD。笑死 你爸是不是小時候對你不好。這麼爛 我50收~~。XD 又一篇 索粉崩潰中。37樓掰。ui還沒改喔，笑死。37樓怎麼那麼不愛惜帳號。緬懷之。電視那個當當狸怎麼感覺有點好笑XD。23樓 也就畫面純淨度能說而已吧。HDR,亮部抑制在自動模式下。還是沒其他品牌好看。好真實的評論，索尼就是這麼棒，不要太不滿。sony 真的夠廢 連Ui 都能開倒車 哀。側邊好用? 拿了兩年一開始開一陣子後就直接關到換機。內鍵相簿可以裝apk弄回來。喇叭沒理由吧。我5ii那時候就是因為夠大聲 吊打其他品牌 和M8接近 才列。這麼差?。沒有檔案?。拿單眼不後製躲的是。*多。都有全螢幕手勢了還在返回鍵左右不能改？UI像Pixel在購買。前就該知道了吧。要懂後製是有位很愛發Sony心得文的大大說的 要爭跟他爭。去。樓上讓我想起 三星S系列拔掉耳機孔、記憶卡已經很久了。卻還是每次都有人在抱怨不加回來。明明買之前就知道的事。我分享照片就只是分享照片。沒推廣拍照要後製喔。不要在那邊帶風向= =。原PO在mobile01先發一篇抱怨。其實有很多網友給建議了。然後PTT也發一篇抱怨。不懂用意在哪= =。5III還嫌喇叭太小聲。建議可以帶耳機。這樣一定夠大聲。也不會造成環境噪音。https//i.imgur.com/lxH242z.png。長焦鏡頭拍出來有夠糊 - 會不會是故障？ 看01有些案例是 1。內文一堆錯誤，但MOBILE01有回文這邊發後不理。結論 不做功課 不會用。三星不都先笑別人拔掉後再自己拔掉…呵呵。然後，Sony做得到你三星安卓最大廠做不到…怪人家嫌？。樓上那有什麼好驚奇 蘋果、小米、Oppo、Vivo這些大廠也。做不到阿。倒是拔掉自家相簿、UI躺平、大核鎖頻 只有索尼做得到。好笑的是上面的推文說不是問題 你沒反駁他 那照這邏輯。耳機孔記憶卡也不是什麼問題 轉接線、耳機孔都能解決。記憶卡用雲端或三星備份就能解決。相簿跟UI不也是play商店可以解決的 gve舉例不夠有說服力。嘲笑別人後再自婊做一樣的事，可能也是只有三星做得到啦^^。play商店就能解決 市佔就不會只剩4％了 也不會被樓主拋。棄了…。記憶卡用雲端解決我這個。拿S20+插256G卡的都不認同了。那是你不會用而已吧。現在很少人再用記憶卡備份東西了 記憶卡有壞掉的風險。卡死掉就是欲哭無淚 備份到電腦或是雲端資料永遠在那。呵呵 先A板上有SD卡的文章吧。我記得有些我有推文 一堆人被打臉。西元幾年了孩子 買一張256G來用用吧。你用到掛掉那天記得跟我講。正常用可能要5年以上吧呵呵。那你告訴我蘋果、Oppo、Vivo、小米這些市佔前幾大 用戶。都怎麼備份的。我怎麼知道 那反過來問我用SD卡備份。你又知道我為什麼不用雲端了??。然後 其實我有記憶卡XD。https//i.imgur.com/0jlgfIz.jpg。你又不用SD卡 跟我這個堅持要用SD卡的爭論。永遠得不到共識啊XD。1%已使用 謝謝你喔。所以不用在幻想我沒有記憶卡了XD。https//i.imgur.com/42ce0rZ.jpg。每次都要說服別人記憶卡沒用，我用S21回你很有用，使用超不。方便的好嗎？你在外面拍影片滿了，最好還等他上傳雲端咧。S21就是因為沒記憶卡使用一直綁手綁腳。你是拍什麼影片要佔用那麼多記憶體。我蠻確定你在亂講 因為s8我也還在用。說拍照只有S8水準就扯了。剛看原來在01也發一篇啊...well...。人家拍什麼影片又怎麼了。要不要從事攝影相關的職業也跟你講??。總結就是沒有SD卡槽的手機。沒辦法達成他生活工作臨時存取大檔的需求啊。三星自己一直在閹割旗艦手機。原本有特色的""硬體規格""。雖然硬體閹割,有點不便。還是因品牌喜好買三星旗艦的人。只是反駁一下SD卡對他很有用。卻被其他""同品牌粉絲""狂問你。SD卡那麼容易掛還用?速度那麼慢還用?。SD卡裝那麼多東西幹嘛?用雲端就好啊?。""啊你拍影片是拍了什麼東西?""。…欸等一下這好像牽扯到人家隱私了吧XD。呵呵 我也是笑了 好像旗艦手機。拔SD卡是很棒的行為很合理一樣。但你在這抱怨也沒用。不如接受它 雖然拔SD卡槽真的沒影響到我就是。手機銷售排行榜賣最好的容量也都是128和256。如果真的從事攝影相關的職業應該拿相機比較專業吧……。總之你這種需求真的很小眾就是……。sony很明顯也沒打算走大眾。全世界唯一的比例，全世界最難上手的照相，全世界唯一。沒有瀏海跟水滴鏡頭的正面螢幕，全世界唯一的相機鍵，。正面鏡頭永遠祖傳800萬像素，永遠主鏡頭1200萬，然後。現在是全世界唯一一個有潛望式鏡頭的手機，這麼多全世。界唯一，他的客群明顯就不是大眾。好巧！又是類似的邏輯！ 都是抱怨無用論^^。保固爛！硬體閹！通通不要抱怨哦…沒用的^^。這咖本來就三星支持者，不意外XD。所以你的是故障喔XDDDDDD。樓上好了啦 不用在那邊硬抹。所以說那個抱怨無用論不就是在Sony身上先發生的？。自動、夜景模式和UI被抱怨多久了。請問樓上：是那一篇索尼文說抱怨無用的？。講得是抱怨保固無用…你在那邊亂滑坡到其他…。你講索尼軟硬體有閹？  是很多本來一開始就沒給吧XDD",2022/01/06
[討論] XPERIA 5 II & XPERIA 5 III 價格,剛剛看到5III又降價了跟之前的5II相比這次才上市不到半年跌幅跟去年5II是上市快一年的價格差不多記得去年9月還要大概25k左右沒想到這次跳水這麼快不知道是不是因為這次多發表一支PRO-I還是因為888呢我覺得是888的鍋la,哪裡有狂降..。比較有興趣1 lll 不知道現在價格該不該再忍一下等年。後。5II去年7月就開始陸續斷貨了，價格自然降不太下來。5II從去年6月底7月初左右就停產了。5 ii口碑越來越好。我也是想換1-3，但是否要再觀望？ 等 1-4開賣再換會不。會好一點？。哪裡降？。5II現在不是14000上下 5III那顆垃圾處理器害他註定登。不上大雅之堂。5II爽用中。真滴爽。https//i.imgur.com/DksWxF6.jpg。還好七月底有入手5II，晚個幾天就沒貨了。搞不好明年這時候.二手5iii和二手5ii同價 呵呵。5iii的對焦速度比5ii快多了 昨天舊換新 折了7000元。如果5ii拿去賣二手應該不只7000吧,2022/01/02
[問題] Xperia 5 III 播放Netflix 解析度問題,最近買了SONY 5 III結果看Netflix解析度覺得很差，結果查了一下發現只支援L3....https://i.imgur.com/wMYly9n.jpg問了客服也只是說我的裝置只支援L3請問有沒有一樣問題的人？或是知道怎麼解決的網友嗎？,"我換手機就解決了 供參考。這支沒L1嗎?之前zf7畫質變差重安裝就變回L1了。這隻我查過支援L1,可是app是L3。Netflix是出廠就配置的app不給卸載，想重新安裝也沒。辦法....。清資料或重登入?。應用程式資訊->右上角有3個...->解除安裝更新。剛剛試過adb直接刪除，重新下載跟重登，結果還是一樣。..網速也是正常，真的令人苦惱...。查了一下這支竟然真的不在Netflix中SONY的高畫質支援清。單裡面 明明1iii有。然後又剛好高通S888也不在Netflix高畫質的完整支援裡面。重點是888以前的一堆高通旗艦跟中階 甚至MTK中階都在晶。片組完整支援裡面 就888沒有。這樣是不是只能等後續支援更新...。哪泥！？L3？？。1Ⅱ也是 L1。Netflix有問題, 很多第三方App都判斷L1只有他L3, U12+也是。mk2上線就支援了QQ 只能等史詩及更新。沒付授權費吧，markII兩隻旗艦都是L1。mk2都不給耳機了 連授權費也costdown 好慘。說錯 mk3。我的5mk3是L1耶…。我S9+都L1了 要不試看看整支手機重置好了。我的10iii是[email protected]@。http//i.imgur.com/XKTKHj9.jpg。也是內建的Netflix。沒看了，但是我記得5II 是L1。你的連HDR都沒有 怪怪的。重新付費看了一下 PRO-I L1。你的方案是高級嗎 問一下。https//i.imgur.com/5twPeFe.jpg。我是5 III，我的看起來是正常。感謝各位大大推文回覆，之後實在沒辦法只好重置手機。試試看，目前已經解決了，如果有相同問題的朋友，也。可以試試看！。1II有附MH750耳機。是1III沒附耳機。我的軟銀版xepria 1也是L1。http//i.imgur.com/6Fpxd1v.jpg。快三年的s10+也是L1。看來Sony又一陣子要沒人買惹,噗哈哈哈...。好不容易有賺錢還玩這招,。那招？",2021/12/24
