Score,Word
0.2873939871788025,隱藏式
0.23419633507728577,擴音
0.18274204432964325,雙頻
0.15619130432605743,超大
0.15128643810749054,微距
0.1432548314332962,下拉式
0.13343651592731476,新一代
0.13317394256591797,單眼
0.12325645983219147,雙
0.11058177798986435,中度
0.0806560143828392,原本
0.07078438252210617,獨家
0.057975828647613525,雙待
0.05721762403845787,重度
0.0569632388651371,商用
0.05364682152867317,高性能
0.05234323441982269,反中
0.0226282961666584,特有
-0.008125958032906055,主
-0.010084277018904686,個別
-0.01200818456709385,後續
-0.01753360964357853,主要
-0.017795026302337646,最佳
-0.02061465196311474,跨代
-0.058045707643032074,優質
-0.10598037391901016,次級
