Title,Content,Comment,Date
[討論] ZPH 海溝升級 Find X5 Pro vs iPhone 13,   馬里亞納X晶片算法提升之後，再次對比蘋果手機，看看有多少進步   自研持續進化，OPPO Find X5 Pro對比iPhone 13 pro   https://youtu.be/D4s25wz9Quc   感覺OPPO主攝在夜景還是沒有很強調暗部提亮效果，但是壓高光還是好   當然比較明顯的是 超廣角部分本來硬體CMOS就比較好，算法加強一下   贏的地方就會比較多了。,應該拿12su比。升級個寂寞。和姜文講的還是有差距 希望能更好,2022/07/15
[心得] Find X5 Pro 原神初體驗,成為原神手機黨的第一步，先有一支好手機我自己一直在用的是XS max，但這陣子被原神摧殘後，已經快泯然眾機矣不過因為家裡關係又有了Find X5 Pro可以玩玩這隻X5 Pro搭載的驍龍8 Gen 1雖然聲名在外，但沒想到原神跑下去意外還算能打體感上贏我目前手上的XS max(用2022打2018的手機，年輕人你不講武德?)總之我會想寫這隻的評測是因為：有鑑於版上對於哪些安卓能跑原神的文章並不多(我指得是版上有實際玩過分享的，像新聞或網站上那種純數據就不列入)有相關需求的問機文，底下推文大多也是主推哀鳳你知我知獨眼龍也知，哀鳳肯定能跑原神但不代表安卓陣營就沒一個能打了吧所以我這篇只是想給個思路，安卓也有能跑原神的，還可以跑得很開心(我本人讓有類似效能需求的人能多些選擇可以參考PS.很重要先說，不要說怎麼不用電腦玩電腦不能帶著走，而且這裡手機版當然寫手機玩,有實測就推。評測手機(X) 評測原神(O) 玩過以後寧願回去打曠野。本來就可以，我S22+還不是爽打，我還打到深淵12關咧。看到倒數第二張圖噓一下，花快萬抽不到。8G1目前滿多機子都是開平衡模式跑比較好。看朋友用S22u玩也不錯 真的沒那麼不堪 一路以來都把8g1。貶的太誇張了。那個，極客灣看一下。用S22u玩過這遊戲畫面很美 掉電很快。快萬抽不到？紅茶人不到六千就大保了。這隻中國似乎停產了，價格都砍半，台灣還是那個死豬價。相對其他低階或舊的soc 8g1就是又貴有比較差啊 不然7。78也可以玩原神啊。吹風機都1500w，台灣電壓讓快充跑不滿？。.....這很難跟你解釋。玩原神還是用ipad mini吧 用手機玩根本不是同一個遊戲。哈。我曾經想過樓上的做法，但是覺得買這台只為了玩原神很。浪費錢，試用過看影片黑邊粗到靠北，而且打橫看螢幕才。比我手機大一咪咪體感約一寸而已，這台真的盤。優文推推@@。快充應該拿65充也差不多啦，印象中這80w比65快沒多少。安卓不論手機的話，這兩天才拿到Y700，原神真順到有嚇。到,2022/06/28
[心得] Find X5 Pro & 巴斯光年禮盒 開箱,用了Find X5 Pro一陣子了近期剛好因為X80的關係蠻多討論想說來分享一下我的使用心得一般的盒內物開箱，大家應該都看過這邊就不贅述了這邊來開一下比較沒看過的巴斯光年禮盒https://i.imgur.com/1459P9T.jpg禮盒外觀，老實說看到巴斯光年長出頭髮，還真不太習慣https://i.imgur.com/tv6QN1E.jpg內容物：收納包*1卡套*1閃充行動電源*1https://i.imgur.com/CHHpSHy.jpg打開之後，覺得上蓋的設計很酷有種太空的、穿梭的感覺https://i.imgur.com/xR0Tpya.jpg覺得質感最好的是行動電源，非常好看而且就因為有支援快充，在用的時候有感比一般行動電源快https://i.imgur.com/mub0Yi6.jpghttps://i.imgur.com/MyLAM4H.jpg收納包也蠻有巧思的右邊一排把Find X5 Pro的優點都列上去了馬里亞納晶片、哈蘇合作調校等都有https://i.imgur.com/yNdgDD9.jpg我是買白色的手機https://i.imgur.com/8HzLdGj.jpg和哈蘇實驗室合作的標誌什麼操作、評測的部分網路上達人寫得很多了，自認也比不上所以就跟大家分享幾張去花蓮旅遊時拍的照片讓大家看看這台相機究竟如何～https://i.imgur.com/p73ASbt.jpg花蓮的心地日常https://i.imgur.com/dxuTrzI.jpg室內的裝飾，拍出來色調很溫暖，整個蠻細膩好看https://i.imgur.com/tU7NGJh.jpg已忘記點了什麼的甜品https://i.imgur.com/zFnrrh8.jpg晚餐吃日式無菜單料理https://i.imgur.com/Zx0lcu8.jpg好吃的黑鮪魚中腹手握壽司https://i.imgur.com/NgmRDLi.jpg花蓮必來的廟口紅茶https://i.imgur.com/1UUnU20.jpg網路上蠻知名的咖啡，當天點了一杯肯亞手沖口感平衡好喝https://i.imgur.com/FgPwdXB.jpg太魯閣山月吊橋步道旁的樹https://i.imgur.com/5qOVk8K.jpg七星潭堆石頭，聽說疊超過七顆石頭可以許願https://i.imgur.com/KrI2n08.jpg當天天氣沒有太好，陰陰鬱鬱的太平洋https://i.imgur.com/jzw70cH.jpghttps://i.imgur.com/AU12tx6.jpg東大門夜市的網美燈，夜拍蠻漂亮Find X5 Pro特有的 XPAN模式拍起來很像全景其實有兩種模式，分別是黑白跟彩色但不知道為何我總喜歡黑白拍出來的感覺就沒特別拍彩色的了https://i.imgur.com/STOSQEr.jpghttps://i.imgur.com/FV7grSn.jpg以上是一些簡單的分享不知道圖片這樣上傳會不會壓縮到希望大家會喜歡,"感謝分享～請問巴斯行動電源電池容量是多大的阿？。相片標37Whr,用一般常用的說法10000。喔喔有看到了！感謝～。好喜歡這台拍照，而且拍照體驗是我用過手機最好的，沒。有之一，比蘋果更好，夜拍秒數都在一秒內。但是續航真。的差，用兩周就賣了。同樣都是自研芯片，手上X80拍照體驗遠不及X5 Pro。這隻在強國跌價很慘……。官方定價砍RMB 1100元，而且承諾價保到618，而且是1.2。倍價保。也就是說如果這期間降價100元，提前買到的人。會得到120元的降價補償。原圖嗎 相機不錯噎。這隻價錢20000初頭才會有競爭力。與x80相比，拍照會有明顯色偏嗎？。""收納包也蠻有巧思的""上面的網址被修到了。那是珍珠芝麻雪花冰。find x5 pro 極限夜拍遠遠弱於X80，但拍照色調很潤，。相比之下vivo很喜歡把綠色藍色加入螢光色調，很廉價的。塑膠感 （個人感覺）。就沒開啟蔡司時全部色彩失準XD。開啟蔡司其實也不准欸，比真實還要再素一點。*準。沒有真正真實的色彩，只有喜歡的色彩，3天後再到同。樣場景你還記得天有多藍、草有多綠？甚至一個月後？。更何況色彩還能進相簿調整，素一點就叫真實色彩？。蔡司的調色好像本來就是人眼所見顏色再淡一點。不過X80拍攝前顏色都能調啊，覺得-20蔡司素，可以調成-15。殼好看。真的習慣巴斯光頭，有頭髮就覺得不是他了",2022/06/13
[心得] OPPO Find X5 Pro 科技狗主觀心得,"安安又是我 連手機螢幕都堅持要測色域的男人 伊森蠻妙的 OPPO Find 系列在台灣討論度真是少得可憐...是否該學習一下索尼大法 到處發手機給專業攝影師嚇嚇大家呢這邊先上編輯照片 減緩鐵粉無情砲火https://i.imgur.com/kIfDtNJ.jpg1、218g 超巨重量，加上小女子單手無法掌握的 size，從 Galaxy S20 5G 小手機換來這支 Find X5 Pro.... 手有夠酸 @@2、跟「哈蘇 HASSELBLAD」合作，其實就是加了 XPAN 拍攝模式 & 經典快門聲 & 三款大師濾鏡，最後在專業模式導入哈蘇的自然色彩解決方案，But 無腦拍的俗人如我，用起來是滿無感的啦 XDDD3、有遇過「拍照過熱，相機介面鎖亮度」這件事情，亮度被鎖到戶外強光下完全看不到螢幕內容，切模式也變得超爆卡頓，但是回到桌面首頁的時候，手機亮度倒是會回來啦...4、音量大小鍵跟電源側鍵很容易誤觸，發生過兩三次5、手機音效模式預設有內建三組 EQ：平衡、溫和、細膩，也可以自訂 EQ6、以盒附原廠的 SuperVOOC 充電組充電，在 110V 環境，從手機完全沒電自動關機到 5,000mAh 滿電，要花 53mins 左右 （以中國機來說有點慢）；我們也拔掉 POWER-Z USB PD測試儀重新測了兩次，最快滿電時間是 46mins，跑出來的最大瓦數同樣是 110V – 66W，都達不到阿輝哥測到的 38mins...QQ7、手機支援也 18W PD，我們以第三方有支援 PD 65W GaN 來測試，滿電時間要花到 2hrs慢到往生的程度... 一定要走特規充電協定 SuperVOOC 才能啟用到最大充電功率，不走特規就是慢吞吞 zZ.8、續航部分，老樣子把能開的都打開，如果是一般上班，偷滑社群、回 LINE，不玩遊戲也不拍照，在幾乎不怎麼用手機的情況下，超級無敵輕度使用也只能撐 8hrs，下班剛好沒電自動關機，有點弱弱的說9、純粹讓手機在無網路的情況下待機放著，睡前還有 25% 的電，結果經過 7 - 8hrs 到隔天早上，電量就只剩下 15%，什麼都不做還是會小噴電10、雖然玩遊戲全都順溜溜，但遊戲刷新率的支援性是真心有在慘，只有 激鬥峽谷、Arcaea、PUBG : M 可以吃到 120Hz，重點是幀數還會被鎖爛，都跑不滿 120FPS 慘慘慘11、最有感的就是「光感螢幕指紋辨識」，成功率屌打超聲波指紋辨識！But 不知道是最近手太乾還是怎樣，大拇指辨識的成功率就弱弱的，大概是每五次失敗一次的程度（但臉部辨識戴著口罩就能解鎖 真心讚！）12、至於 S8 Gen 1 跑分剛開始分數超級漂亮，不過我說怎麼連續燒到最後就軟掉了啦 XD，穩定度只有 63.6%，單核心也會降到剩下百位數的可憐成績 QQhttps://i.imgur.com/VF7fKtL.jpg最後還是很感謝 OPPO 願意給一支 Find X5 Pro 讓我們測 XDDD廠商完全沒介入 全程都是編輯的超真實主觀評測 可以安心服用~（我們寫很爽 但廠商應該很抖 嘻嘻）https://youtu.be/6qY40ru-i5I下一支就會輪到 Xperia 1 IV 囉報告完畢 Peace.",充電應該是從1%開始充計算  很少人會用到完全沒電再充。推科技狗 然後坐等血流成河的超主觀1 IV心得(？。這台大概是最失敗的旗艦機吧，中國那邊都要停產了，。挑戰最速停產的旗艦機，沒使用頂級的感光元件，還砍。長焦和上一代的超微距，續行差，充電慢。皮卡丘爆料 下一代升級也不大 等明年。https//m.weibo.cn/detail/4778606553993571。期待攝影肥宅neo3 XD。滿不錯的，不是只貼影片連結而已。定價三萬四 呵。輕度使用撐不到8hrs有點慘。基本上常駐效能模式和120。不叫輕度使用吧。你這麼老實說會不會之後就沒有廠商。願意寄給你手機了啊？哈哈。可以想像到時候Xperia 1IV會有多慘烈惹。續航跟m01測試差好多，8g1沒救了。不過m01這隻跑分超低。沒特色的旗艦機。沒網路一晚還掉10%，這是漏尿了吧。期待下一期。換天g該有多好。買8G1就是腦袋撞到。有辛蒂我先推。？？？心得不是本來就主觀的嗎==。比較想看天璣版本的拍照和續航  高通的算了。推科技狗。推科技狗。特色：全球聯保。有長焦，沒有砍啊。推科技狗。特色居然是全球聯保www。科技狗測試真的很用心。推科技狗。長焦鏡頭只有兩倍而已，慘啊。然後主打拍照的手機沒有潛望鏡頭。這隻有停產?我看中國官方還是賣得很勤,2022/06/10
[情報] OPPO Find X5 Pro開始預購,"OPPO今年的旗艦機Find X5 Pro在台灣正式開始預購了整理預購資訊給需要的人參考，感覺要買的話預購比較划算送一拖拉古的東西-手機售價33,990元預購期間4/22-4/28買就送12個月2TB雲端空間登錄送1.巴斯光年禮盒，內含VOOC閃充行動電源2 30W+伸縮卡套+配件收納包2.AIRVOOC 50W無線閃充充電器+12個月螢幕意外保障+6個月延長保加碼抽澎湖花火節雙人套票網路商店預購的話可以再抽一支Find X5 Pro曬訂單可抽Watch Free網路商店開箱手機照片+給五星好評送紅利500點-至於手機本體，我是覺得這次跟哈蘇合作蠻有意思，雖然不少廠牌都會跟相機大廠合作不過這次還用上OPPO自家開發的NPU，本來拍照軟體功力就不錯現在跟硬體整合還有哈蘇加持，拍照效果應該蠻能期待的但少了招牌的長焦有點可惜，還是說數位變焦的演算法加強才直接取消長焦鏡?除了硬體部分我覺得OPPO這幾年好像一直在鑽研外觀工藝，這次用一體成型陶瓷機身，應該使安卓手機史無前例吧?每次Find出一款新機就會有大家沒用過的新技術，不知道FindX6會出現什麼?內建投影功能嗎?還有一點比較有趣的是，雖然OPPO價格比較高，但這次也有提供旗艦機專屬的服務除了之前就有的國際聯保，連現場服務都有專屬通道，跟提供高階備用機還有免費到府收送的尊榮服務。不過值不值得就還是看個人囉，不知道你各位怎麼看?","看評測，不是1+1<2，還是已經發揮海溝實力了。那個npu說是只發揮了30%...。你去bilibili搜 一堆影片 感覺蠻雷的。只有1代令人眼睛一亮，但1代拍照悲劇，2代開始就是。穩紮穩打，但價格高居不下，結果就是沒啥人買。覺得2代就是巔峰 之後都拔潛望...。贈品有創意 居然是巴斯光年。哈蘇沒做過鏡頭。好險原廠有送螢幕險，用這支應該捨不得裝殼。拍照軟體功力不錯？。應該有人回3萬我買蘋果就好誰跟你買OPPO。這個價位只會買蘋果。3萬我買s22u就好幹嘛買oppo。雷倒是不至於 但是就普通旗艦等級拍照而已。對比一下一樣獨立拍照晶片的VIVO X70 Pro+就比較差。3萬買oppo哈哈哈哈。3萬買s22u 好點。中國手機廠只有OPPO會把真旗艦引進台灣，給尊重。3萬買OPPO  不忍笑QQ。這次用上自家NPU夜拍真的有進 步不少，色彩還原很準。https//i.imgur.com/1uH52SV.jpg。這點倒是真的 其他中國廠旗艦根本不會來 只有OPPO會進。先說前幾代銷量多少，敢公布嗎？。這薩小價格。這價錢可以買iphone幹麻買火龍機。哈蘇XPAN模式看對岸實測隨便拍都有大師感，香。每次都有人喊說對岸品牌的旗艦機都不來，只會賣滯銷品。，結果真的拿旗艦機過來賣又說不如買三星和蘋果。Reno系列都沒好料 find拿謀醜 pass...。oppo旗艦機在對岸就是滯銷品啊。這價格買22U就好。台版上的最大意義是可以直接買特價陸版來用，Find。系列有全球保固，當地有上市就可以出保。不如買S22 UT。三萬三？以品牌價值來講愛瘋便宜多了。賣旗艦機價格也要合理啊，不過oppo向來都比較低規高賣。find旗艦都是有料的吧 哪裡低規？。推一下低規高賣…。vivo是中機相王。沒有長焦吧 其他常見的旗艦規格應該都有。OPPO旗艦低規高賣？ 三星：？。三星我是買超大杯支持 也只有超大杯能買 中杯大杯各。種閹割...。find x5 pro首次將鏡組防抖+傳感器防抖做在一起 還用。上航太材料 卻沒有重點宣傳 看拆解影片主鏡頭模組超。大一塊 看評測蠻有料的。滯銷+1。這就是陸牌旗艦機現況 品牌價值不夠 開低利潤不夠又不如。不做。畢竟三四萬 大多數人不想犯險嘗試沒用過的。幾乎還是走熟悉的大牌。看拆解五軸防抖那個航太材料挺酷的。看也確實沒有幾家用這種防抖 但規格表看不出來 也沒人在。意。reno 10x zoom 一代神機 用的很滿意。不過後續的reno...完全沒吸引力。明顯在中國賣不好，先扣1萬再說 這價格盤子價。3萬去買iphone就好了 誰跟你買OPPO。三萬買oppo是在搞笑嗎？？？？？？？。大陸現在天貓賣兩萬七左右 有些便宜一點有些貴一點 不過還是。賣不好的樣子。s22u名店價格跟這隻差不多啊，當然oppo是含贈品價，但贈。品看起來也很普。夜拍我不認為766能打贏HM3，算法也是三星有優勢。看評測其實互有輸贏 夜拍高光壓制很不錯。自由曲面晶片的超廣角表現也好 就長焦被屌虐。自拍帶廣角的709 自拍真的好一些。都是尿崩5000但有線無線充電都很快。鏡頭組突那一塊很醜 跟售價一樣醜。至於原po說的夜拍PK很多評測有做可以搜尋。包含五軸防抖對比他牌穩定度。微積分拆機影片也有跟蘋果華為的對比其實不賴啦。贈品扣一扣大概2萬8 還有兩年保碎屏險。等12U 1*imx989 2* imx866。這價位就買蘋果了...，我看不到他贏過蘋果的地方...。一堆說這價位買蘋果 ios我就不喜歡用啊 蘋果 蘋果的。花3萬多(這價位)買""電子垃圾""跟喜不喜歡ios是什麼關係。雖然這隻是沒啥cp 但這規格叫電子垃圾..。看樓上以往的發言 除了蘋果都是電子垃圾 連s22 ultra。也是 你有入股是不是？。更正：樓上上。這規格叫電子垃圾？那蘋果肯定也是電子垃圾囉。有這個錢幹嘛買假apple？。假apple？趕快all in比特幣 你那邊還來得及。當大家都在吃蘋果的時候，為什麼不能買高級的青菜蘿蔔？。這隻在他的價格區間的確是電子___啊，這種規格還敢。出這種價，難怪在對岸是滯銷機倒來台灣賣。降個7.8千可能還有競爭力。3萬多買OPPO? 是有多盤！。確實是假apple阿。除了長焦該有的也都有吧 只是品牌讓你覺得沒28k這個價。2k ltpo2.0 10bit/80w+50w/雙766+自由曲面鏡片+五軸防抖。+自研晶片。不看品牌 28k不到cp高但中規中矩。規格堆的很高，實拍出來就是差強人意，看向隔壁米廠。一樣，但至少人家有長焦，價格還便宜。三萬選擇很多 oppo值嗎？。oppo旗艦連支那人都不太買單好不好。應該說安卓現在的狀況花3萬都蠻盤的ㄏㄏ。oppo本來就假蘋果啊 當年不但ui連外型都在抄 一整個比。小米還敢。包鯨萬加這盤子價有夠臭。這個價位很敢開。已預購 三萬多手機還好阿 科科。8gen1就pass。reno10x 真的讚",2022/04/22
[Live] OPPO Find X5 Pro 新機發表會,"1.發表會名稱： OPPO Find X5 Pro 新機發表會2.發表會時間： 2022/4/22 13:303.發表會內容：https://i.imgur.com/fADG2GI.jpgOPPO Find X5 Pro上市整理幾個重點：(1) 處理器：高通8 Gen 1(2) NPU：MariSilicon X(3) 鏡頭：和哈蘇共同研發不知道會不會有其他更多有趣的東西規格https://i.imgur.com/LSHrfxp.jpg售價：33,990含巴斯光年禮盒（送完為止）、閃充頭、無線充電盤、國際聯保憑印象列一下，不太確定有沒有漏的，有錯誤再麻煩指正4.直播網址：FB：https://bit.ly/3K02ng9 （已更新）YT：https://youtu.be/1Oweir9e_2c",我想要看可以折的酷東西。可以折的要年底吧。天價。繼續賣死豬價。oppo旗艦在中國市占也是越來越低。比起其他牌，真的沒亮點，哈蘇完全吸引不到人。什麼時候會有天璣進來阿。oppo find旗艦系列台灣跳水幅度蠻低的...。要開始ㄌ。巴斯光年聯名 真的要征服宇宙了。find價格粉硬。想說點進來看一下新機 結果一眼就看到包巾萬。然後就沒有然後了。定價33990。備用機RENO 10X 今年都還有在更新  也不會像小米MIUI。設定調了老半天 LINE FB等各種通知時有時無。33990 我還是用realme吧。Find X2 Pro 36990 Find X3 Pro 34990 這次33990還算。可以。抱歉 Find X3 Pro的確是32990。陸版正常使用中，想不到要用台版的原因，除了時間軸需求外。陸版似乎有通知延遲的問題 而且有沒有支援台灣電信的。5CA也是問題。打對折都還要考慮一下咧。陸版似乎通知延遲->就我跟身邊人五隻陸版oppo來說，要嘛就。是設定沒設好，要嘛就是Line問題。CA問題，只能說Ptt都是。高速網路用戶，大家都比CA多寡的，陸版有的缺700頻才是造。成使用問題比較頭大。陸版有些人通知就是不管怎麼設定都沒辦法即時通知，。之前拿小米10U就深深感受過，反正拿陸版就是碰運氣。到最後都還是改回拿台版輕鬆了事。雖有全球聯保，8g1賣3萬跟哀鳳比有競爭力？。不如買____。陸版真的都會有延遲通知的問題。哪裡來的自信賣3萬3。快跟自家摺疊一樣價錢了，這價格認真？。還是colorOS陸版比較不會發生通知延遲問題？。33K直接跟iPhone Pro對幹欸。現在oppo那台才是真旗艦啊。是要多有愛 才會花33k去買。跟摺疊一樣價錢？如果上台版一定破四萬。台版怎麼能跟陸版比 京東近28000。台版把贈品扣一扣 算小貴一點吧。買到撞到。哈蘇了個寂寞，調教輸藍廠一大截,2022/04/22
[討論] OPPO Find X5 Pro天璣版展示光追動態壁紙,朱海舟:看見ColorOS的光追壁紙上了GDC大會，激發了我對手機的光追技術諸多好奇，於是找@講真話的洪漢生 借到了幾個光追的APK先睹為快。  手機上展示影片  https://weibo.com/tv/show/1034:4750132131070081講真話的洪漢生 (前魅族工程師 跳樔OPPO)https://m.weibo.cn/status/4749852074578561這兩天舉行的GDC全球遊戲開發者大會上，我們在Find X5 Pro天璣版上展示了業界首個、在移動端實現的光線追蹤產品——光線追蹤3D動態壁紙。借這個事說幾句，這個項目可以說是我親手帶大的孩子，過去兩年我一直在關注光線追蹤技術，思考如何把這個技術帶給手機用戶。在手機上實現光追技術，且要能實用，非常難。比如那張有透明體的壁紙，光線在透明體間多次反射、折射以及透射，同時還要結合手機的傳感器去做實時運算，需要的算力是指數級增長的。這一代產品雖然還是軟實現，不能完全解決掉幀和發熱的問題，但是我們西雅圖的研發團隊確實挺厲害的，做了很多突破創新方案。快的話1個月，慢的話2個月，我們的壁紙產品就可以發給大家實實在在地看一看摸一摸，體驗一下。另外你們肯定也會問什麼時候能有光追的遊戲實玩吧？按照我們的規劃，應該不會太久了我們一直希望光追技術能夠讓開發者獲益，借微博發個倡議，我們會馬不停蹄將能力推到OPPO開發者平台上，歡迎遊戲開發者，動效設計師等合作夥伴，做出更多有趣有用，用戶喜愛的產品  之前OPPO 就在天璣1200展示過光追的DEMO，看來還是有繼續努力在研究  不過肥威說 驍龍版的 Find X5 Pro有另外的功能   手機放胸前量心跳   https://weibo.com/1710173801/LkStsexzw?pagetype=profilefeedhttps://wx1.sinaimg.cn/large/003IhDOMgy1h0hr92hwxij60u04gih0002.jpg,"桌布拿來跑光追發熱耗電有點搞笑==。噗 還心跳 中國廠商已經沒梗了嗎。搞不好GPU還沒吃滿GPU就成為瓶頸了, 高通的soc一直。都是這樣.。能想像把桌面當成燒機軟體來用是什麼感覺嗎, 還得。常駐幾百M的RAM.。電池RIP.。第一句是cpu才對, 打錯.。幫推.。oppo好像越來越屌了。徒增gpu功耗。https//i.imgur.com/n0ps80V.jpeg。開箱第一天會玩的功能而已。手機是要續航力的，又不是像桌機插電。ARM公版有進步，mali的光追效能已經有模有樣了。跟渲染成影片後播放有87%像... 浪費電。手機珍貴的電力用在這種毫無意義的東西上...。端副產品出來當噱頭==。怎麼都喜歡出這種譁眾取寵的功能..。看起來厲害 仔細想一想這三小。說個笑話, 洪漢生講真話",2022/03/24
[購機] 米12pro/find x5 pro/s22u,1.選手: 米12pro/find x5 pro/s22u2.使用需求：旗艦機選擇  小玩遊戲 拍照 可以刷機更好3.品牌喜好：迷有4.補充說明：想請問各位前輩如標題小弟我原本的手機是ROG3最近手機power跟電量按鍵整個不會回彈電池也不健康 所以想換機了因為這支手機色偏還有拍照非常難用下個手機想注重這一塊小米12 pro/find x5 pro/s22u價格來說s22u最高相機看了實測 似乎都是伯仲間find x5 pro倒是旗艦機中的高cp小米12pro可惜的是沒有ip68以及電池4600但小米拿來玩機子似乎很推薦小弟我深思熟慮還是沒法做決定想請大家提供意見 非常感激,有玩遊戲嗎。購機格式。iPhone 13 pro max only one。等田雞8100。小米問題在MIUI就是了，聽說13好很多，沒用過就不說。了。刷機選小米。你的需求？ 不玩遊戲為什麼是rog3？。到底要不要防水？。要能刷小米比較有機會 然後就是底707是700等級的(應該是7。00的小米款) 優於一般的766 (調教就先不說)。沒有防水無線充的cp是gt2p 才一萬五千多 不知道x5p的cp是。指哪邊跟誰比。(三星嗎？。據說12ultra是sm8475。對 要大底可以等看看。投s22一票，另外想收你的rog3，謝謝。這幾隻續航挺接近的 選充最快的吧。加上你想刷機 那應該就小米了。刷機選小米，其他別了。小米的快衝不知為何10u充滿16分鐘 12pro充滿變成25分。之前買陸版120w不支援台灣110v所以有降速，不知這次台版。隨附的有沒有差。米12pro除了CPU到底強在哪。可能信仰吧。小米沒IP 我也很考慮。下禮拜還有一支realme GT2Pro看會開多少。樓上這支我也有關注。能等天璣9000就等?台灣不知道find x5 pro還是X80會先上。中國機敢用可以看 Magic 4 Pro 啊。同樣都是8Gen1 下，小米12比規格跟價格都比S22強,2022/03/19
Re: [討論] OPPO Find X5、Find X5 Pro GB5跑分出現,※ 引述《BadGame (人生 歡樂易忘卻執著痛苦)》之銘言：:   天璣9000 說型號是PFFM20 但是GB5查無成績   有了! 應該是有人拿到開始測試了   而且 單核剛剛好可以破 1300 XD   https://browser.geekbench.com/v5/cpu/13064458   單核1309 / 多核 4220  多核還是不夠滿意(OPPO 壓溫控?)   另外還一些跑分 有個 單核874 多核3000左右，估計是把大核鎖了看中核A710的分數   然後 天璣8000系列如期推出 紅米、真我、一加、OPPO 宣傳會使用   https://wx1.sinaimg.cn/large/003itXZnly1gzucysoq55j60u0140wqj02.jpg https://wx1.sinaimg.cn/large/007G2cosgy1gzudk46yz9j31uo3ajhdt.jpg https://wx1.sinaimg.cn/large/004dYw4Bgy1gzueelbil0j60qo0zkgp502.jpg https://wx1.sinaimg.cn/large/001RJIkpgy1gzue19fkq9j60u014012y02.jpg   聯發科技官方微博   一圖瞭解 MediaTek 天璣8000系列 5G 移動平台！   https://wx4.sinaimg.cn/large/75757397gy1gzufvbaym8j21330u0gvr.jpg,每個都說率先、首發，到底哪個是第一個...。https//i.imgur.com/RKU0vhu.jpg。https//i.imgur.com/TQ7ivGI.jpg。會不會又是雲晶片。搞得我好亂。ISP 差的有點多。GNSS 差了一些 @@,2022/03/01
[討論] Find X5 Pro/P50 Pro/S22 Ultra夜拍測試,https://youtu.be/q647PB6JOyo還是熟悉的ben 可惜依然沒有原圖 只有YTSAMSUNG Galaxy S22 Ultrahttps://i.imgur.com/Hf62vyR.pnghttps://i.imgur.com/utps5qb.png (超廣角)https://i.imgur.com/ZQPeZui.png (3x變焦)HUAWEI P50 Prohttps://i.imgur.com/QKvOqzN.pnghttps://i.imgur.com/8XI1PBa.png (超廣角)https://i.imgur.com/TXHvFrV.png (3.5X變焦)OPPO Find X5 Prohttps://i.imgur.com/3QcUvOb.pnghttps://i.imgur.com/OaRqkiQ.png (超廣角)https://i.imgur.com/5pLhsUS.png (3X變焦)https://i.imgur.com/pCyESBk.png主鏡頭夜拍上P50 Pro的亮度調教最為激進 但白平衡跑了 太冷了Find X5 Pro有點讓人意外 整體亮度真的偏暗 但白平衡有提到是最準的這一組S22 Ultra在亮度跟白平衡有最佳的平衡表現https://i.imgur.com/Z4G4WpQ.png我認為P50 Pro的夜拍細節表現最好 但抹得有點糊S22U的108MP表現這樣有一點點落漆最糟糕的是Find X5 Pro 都是50MP還有超強NPU加持怎麼可以拍成這樣...https://i.imgur.com/GS4w4Zl.png較為背景的細節也是P50 Pro表現略勝一籌https://i.imgur.com/3oTVMRv.png超廣角無疑S22U表現最佳倒是P50 Pro大翻車很意外 因為目前P50 Pro的超廣角不支援夜拍模式 其餘裝置都支援https://i.imgur.com/9f33mvR.pnghttps://i.imgur.com/phSYrDQ.pngX5 Pro細節有超明顯的疊圖痕跡 糟糕到不行 整體顏色也有點奇怪但X5 Pro的超廣角畫素是最高的 所以可以看到如比較近一點的文字 細節表現最佳且其餘部分抹得很乾淨 第一組地磚紋路都不見了https://i.imgur.com/PcxxaPR.pnghttps://i.imgur.com/gKMQ5bG.pngX5 Pro原生只有2倍光學變焦 因此在3X變焦下畫質有點軟S22U顏色比較準確 P50 Pro比較亮比較冷不過放大來看可以看到P50 Pro的望遠細節有很大的優勢畢竟他的變焦鏡頭有64MP啊,x50p海溝個寂寞。不是發揮不到30%，可以丟海溝了，感覺vivo x70 pro的v1。晶片還比較驚艷。S22U很不錯  find x3也是這樣 上市前一頓吹  但實際拍。照就是中規中矩甚至在去年旗艦裡算倒數的。oppo疊圖瑕疵好像回到2019年演算攝影開始盛行的時候。會不會是手抖到影響？。他是XDA專欄作家啊，XDA沒有嗎？。https//bit.ly/3vqhVq0。每次Oppo發表新機，對岸拿媒體機的都狂捧,2022/03/01
